motif,Naive,CM,EM,PD1_Low
WD40,-1.05571788357627,-1.0860162272291403,-1.0347594222706586,-1.0342094067779304
WW,-0.7990875403550497,-0.8673381636557899,-0.8775928299146654,-0.9102470998145595
SH2,-0.8418850273234804,-0.7864697942748213,-0.7815092457717877,-0.7138049990708878
USP7,-0.6896420147135764,-0.7635405641416761,-0.765388923746551,-0.7647716850623905
Arc,-0.6727629419595562,-0.4796066937172329,-0.6696933725463555,-0.5946174716582151
PP4,-0.6316727377253983,-0.601017074194053,-0.5770714589238146,-0.5501879671727687
UBA3,0.5454943826143456,0.4743619085300389,0.5082600446715654,0.5108555745850749
TRAF4,-0.028608746188436146,-0.5040938503152258,-0.34938558708593825,-0.31008071524903164
PP2A,-0.49462123419733706,-0.4818854023150582,-0.041212492988745936,-0.32674241147998606
PCNA,-0.49212999812935565,-0.43979104476637765,-0.41068269970942606,-0.4561826244180257
Pex14,-0.3178855502924129,-0.45235152886582736,-0.33585656923130947,-0.4370721844467158
TYR,-0.4123900951586543,-0.20964343341701674,-0.43904537871582605,-0.27605968957129573
BRCT,-0.4252441996976474,-0.31951206007669264,-0.2693276966517086,-0.3432527341422938
FHA,-0.33341718708284296,-0.3333896224675124,-0.39247486223873806,-0.3846896196236526
SH3,-0.282966775547638,-0.3349252365771849,-0.30479984552925643,-0.32818974207714646
CYCLIN,-0.22081736754821762,-0.18048675695223956,-0.30506882761876125,-0.32347114022746914
14-3-3,-0.22724601238890613,-0.2665684629081092,-0.16042122938824513,-0.2239990104758005
PTB,0.24807452248706818,0.25137774047380546,0.09537271652735928,0.13552815332886362
PP1,-0.07751528401818839,-0.06942226616743237,-0.24019996562025364,-0.1042047907250485
LIR,0.21461992131020285,0.16962845986191533,0.14114505289781537,0.11993815886556708
MAPK,-0.18769970432121746,-0.10052727891908547,-0.14993462341616035,-0.09209797857191702
PDZ,-0.11042239196010754,-0.14080334116101903,-0.11128976718860853,-0.10365075651340074
NRBOX,-0.11005755280788382,-0.1246370817590241,-0.056404137885796096,0.032725347203690566
SUMO,-0.10995689797096048,-0.071595910853966,-0.05080703588186791,-0.023085509519033428
BIR,0.010970182682004836,-0.051134234744147355,0.07514079917414784,0.025063553191631262
