motif,tsubset,coef,se
PDZ,EM,-0.11128976718860853,0.03824995811639656
PP1,EM,-0.24019996562025364,0.059794722185045855
PP2A,EM,-0.041212492988745936,0.07521708905643333
PP4,EM,-0.5770714589238146,0.07290964908231828
PTB,EM,0.09537271652735928,0.07190036024224317
Pex14,EM,-0.33585656923130947,0.043226712111027125
SH2,EM,-0.7815092457717877,0.0404260952662277
SH3,EM,-0.30479984552925643,0.0458358904170076
SUMO,EM,-0.05080703588186791,0.062366673920151695
TRAF4,EM,-0.34938558708593825,0.0787646275060999
TYR,EM,-0.43904537871582605,0.08380110270416348
UBA3,EM,0.5082600446715654,0.06000641803880407
USP7,EM,-0.765388923746551,0.034467821158370104
WD40,EM,-1.0347594222706586,0.03748849901408832
WW,EM,-0.8775928299146654,0.042977544354247804
14-3-3,High,-0.19466817310597698,0.02861423662329576
Arc,High,-0.6484233089492984,0.04354279158155451
BIR,High,0.011018469425041998,0.039082827368172326
BRCT,High,-0.36692894895713335,0.040287672338549574
CYCLIN,High,-0.16915613807201124,0.03933922399465873
FHA,High,-0.30472187407020285,0.029929037778223158
LIR,High,0.2378450012119578,0.03276796420855554
MAPK,High,-0.19114611526001407,0.03157024143531289
NRBOX,High,-0.23551167141883056,0.056406217083877205
PCNA,High,-0.4465821287631787,0.055685626281622116
PDZ,High,-0.13941691769274478,0.03123551830084699
PP1,High,-0.14382026760105188,0.04882451784879058
PP2A,High,-0.29612184352167925,0.06144762893326212
PP4,High,-0.6682992820084026,0.059552373782762055
PTB,High,0.2598398914706487,0.058709109560839585
Pex14,High,-0.2860376813046547,0.03530010597049259
SH2,High,-0.878938122408092,0.03301289645993054
SH3,High,-0.27910543280859057,0.03743105323539292
SUMO,High,-0.13066018406299001,0.0509341472703983
TRAF4,High,-0.23647838334178808,0.06429869400116538
TYR,High,-0.49193447725029094,0.06845863545895174
UBA3,High,0.504319521879552,0.04899913549758693
USP7,High,-0.7039657120192218,0.028146620476624615
WD40,High,-1.0868715466749488,0.030612286890457314
WW,High,-0.7791628212282646,0.03509733148252619
14-3-3,Low,-0.2239990104758005,0.028612020983716614
Arc,Low,-0.5946174716582151,0.043536529440750836
BIR,Low,0.025063553191631262,0.03907969529047132
BRCT,Low,-0.3432527341422938,0.04028155914858973
CYCLIN,Low,-0.32347114022746914,0.03933670070424659
FHA,Low,-0.3846896196236526,0.029926353830483966
LIR,Low,0.11993815886556708,0.03276298845591311
MAPK,Low,-0.09209797857191702,0.03156655926187829
NRBOX,Low,0.032725347203690566,0.05639141241291843
PCNA,Low,-0.4561826244180257,0.0556731958502679
PDZ,Low,-0.10365075651340074,0.03123299786721742
PP1,Low,-0.1042047907250485,0.048822552975876704
PP2A,Low,-0.32674241147998606,0.06143673416696088
PP4,Low,-0.5501879671727687,0.059539471665049575
PTB,Low,0.13552815332886362,0.05870830456310909
Pex14,Low,-0.4370721844467158,0.03529790664930902
SH2,Low,-0.7138049990708878,0.03300962127138815
SH3,Low,-0.32818974207714646,0.03742811362150116
SUMO,Low,-0.023085509519033428,0.050925333390873295
TRAF4,Low,-0.31008071524903164,0.06430994382250083
TYR,Low,-0.27605968957129573,0.0684174840976417
UBA3,Low,0.5108555745850749,0.048997185679132485
USP7,Low,-0.7647716850623905,0.028143993731855606
WD40,Low,-1.0342094067779304,0.030610126882609175
WW,Low,-0.9102470998145595,0.03509370200790544
