motif,tsubset,coef,se
14-3-3,Naive,-0.22724601238890613,0.035043112221498224
Arc,Naive,-0.6727629419595562,0.05332470630692723
BIR,Naive,0.010970182682004836,0.04786316402271462
BRCT,Naive,-0.4252441996976474,0.04933968214613269
CYCLIN,Naive,-0.22081736754821762,0.048176766380315685
FHA,Naive,-0.33341718708284296,0.036652832109184415
LIR,Naive,0.21461992131020285,0.04012979452625831
MAPK,Naive,-0.18769970432121746,0.03866303379576813
NRBOX,Naive,-0.11005755280788382,0.06907214074364765
PCNA,Naive,-0.49212999812935565,0.06819512168822932
PDZ,Naive,-0.11042239196010754,0.038253272364515624
PP1,Naive,-0.07751528401818839,0.05979061444827902
PP2A,Naive,-0.49462123419733706,0.07526754539101524
PP4,Naive,-0.6316727377253983,0.07292822987438885
PTB,Naive,0.24807452248706818,0.07190044515165335
Pex14,Naive,-0.3178855502924129,0.04323151118513496
SH2,Naive,-0.8418850273234804,0.04042985676627203
SH3,Naive,-0.282966775547638,0.04584081557541625
SUMO,Naive,-0.10995689797096048,0.06237845280631203
TRAF4,Naive,-0.028608746188436146,0.07872753682504433
TYR,Naive,-0.4123900951586543,0.08382379996296233
UBA3,Naive,0.5454943826143456,0.06001058911208672
USP7,Naive,-0.6896420147135764,0.03447089172761431
WD40,Naive,-1.05571788357627,0.0374909677581093
WW,Naive,-0.7990875403550497,0.04298217226134321
14-3-3,CM,-0.2665684629081092,0.03504923173855784
Arc,CM,-0.4796066937172329,0.05333365314349588
BIR,CM,-0.051134234744147355,0.04787493561489817
BRCT,CM,-0.31951206007669264,0.04934866799988062
CYCLIN,CM,-0.18048675695223956,0.04818468316890363
FHA,CM,-0.3333896224675124,0.03666026441901603
LIR,CM,0.16962845986191533,0.040134677105493094
MAPK,CM,-0.10052727891908547,0.038667924303450424
NRBOX,CM,-0.1246370817590241,0.06908126452072631
PCNA,CM,-0.43979104476637765,0.06819740287541928
PDZ,CM,-0.14080334116101903,0.03826112960988889
PP1,CM,-0.06942226616743237,0.05980952488076971
PP2A,CM,-0.4818854023150582,0.07529139779372537
PP4,CM,-0.601017074194053,0.07294894724797364
PTB,CM,0.25137774047380546,0.07190990059503582
Pex14,CM,-0.45235152886582736,0.04324123654433033
SH2,CM,-0.7864697942748213,0.04043754751833199
SH3,CM,-0.3349252365771849,0.04585198402395511
SUMO,CM,-0.071595910853966,0.06238818218334435
TRAF4,CM,-0.5040938503152258,0.07879841586229998
TYR,CM,-0.20964343341701674,0.08382342651092546
UBA3,CM,0.4743619085300389,0.060016042441820315
USP7,CM,-0.7635405641416761,0.03447453380195711
WD40,CM,-1.0860162272291403,0.03749368870652638
WW,CM,-0.8673381636557899,0.042992115302181985
14-3-3,EM,-0.16042122938824513,0.0350405915855106
Arc,EM,-0.6696933725463555,0.05331754472392477
BIR,EM,0.07514079917414784,0.0478590843025314
BRCT,EM,-0.2693276966517086,0.04932776240452537
CYCLIN,EM,-0.30506882761876125,0.04817640446246514
FHA,EM,-0.39247486223873806,0.036650225125328034
LIR,EM,0.14114505289781537,0.0401246241073919
MAPK,EM,-0.14993462341616035,0.038660015406360215
NRBOX,EM,-0.056404137885796096,0.06906733223867262
PCNA,EM,-0.41068269970942606,0.06818473837396502
