motif,contrast,EM_coef,CM_coef,logFC,se,zscore,pvalue,Naive_coef,Low_coef,High_coef,qvalue
14-3-3,EM_vs_CM,-0.16042122938824513,-0.2665684629081092,0.10614723351986408,0.049560989741183406,2.1417496719533737,0.03221363128031086,,,,0.21090948253811698
Arc,EM_vs_CM,-0.6696933725463555,-0.4796066937172329,-0.1900866788291226,0.07541378609391286,-2.5205826238773836,0.011716072887076203,,,,0.14645091108845254
BIR,EM_vs_CM,0.07514079917414784,-0.051134234744147355,0.1262750339182952,0.06769417560180087,1.8653751640478786,0.06212883609695481,,,,0.21090948253811698
BRCT,EM_vs_CM,-0.2693276966517086,-0.31951206007669264,0.05018436342498406,0.06977477464814737,0.7192336152721137,0.47199699073205925,,,,0.8081139371590496
CYCLIN,EM_vs_CM,-0.30506882761876125,-0.18048675695223956,-0.12458207066652169,0.06813757875811743,-1.8283900446298122,0.06749103441219743,,,,0.21090948253811698
FHA,EM_vs_CM,-0.39247486223873806,-0.3333896224675124,-0.05908523977122565,0.051838344774977126,-1.1397979628343895,0.25437048265004714,,,,0.5781147332955616
LIR,EM_vs_CM,0.14114505289781537,0.16962845986191533,-0.028483406964099955,0.056751896586120246,-0.5018934815839461,0.6157424507488871,,,,0.8919091403163273
MAPK,EM_vs_CM,-0.14993462341616035,-0.10052727891908547,-0.04940734449707487,0.05467911082998133,-0.9035871971419134,0.3662143325507976,,,,0.7042583318284569
NRBOX,EM_vs_CM,-0.056404137885796096,-0.1246370817590241,0.06823294387322801,0.09768581007674423,0.6984939145165775,0.48486836229542973,,,,0.8081139371590496
PCNA,EM_vs_CM,-0.41068269970942606,-0.43979104476637765,0.02910834505695159,0.09643673732597087,0.30183875838272034,0.7627749831008721,,,,0.9277327202411705
PDZ,EM_vs_CM,-0.11128976718860853,-0.14080334116101903,0.0295135739724105,0.05410150954391945,0.5455221900684946,0.5853944231615444,,,,0.8919091403163273
PP1,EM_vs_CM,-0.24019996562025364,-0.06942226616743237,-0.17077769945282129,0.08457297480667347,-2.019293986562544,0.04345667253849055,,,,0.21090948253811698
PP2A,EM_vs_CM,-0.041212492988745936,-0.4818854023150582,0.4406729093263123,0.10642558464888233,4.140667028329454,3.4629733995277965e-05,,,,0.0008657433498819491
PP4,EM_vs_CM,-0.5770714589238146,-0.601017074194053,0.02394561527023842,0.10313760630291183,0.23217152432170005,0.8164047938122301,,,,0.9277327202411705
PTB,EM_vs_CM,0.09537271652735928,0.25137774047380546,-0.15600502394644616,0.1016892108660121,-1.5341354566316947,0.12499633210010011,,,,0.3472120336113892
Pex14,EM_vs_CM,-0.33585656923130947,-0.45235152886582736,0.11649495963451789,0.0611420737120712,1.9053158089323758,0.056739031697839074,,,,0.21090948253811698
SH2,EM_vs_CM,-0.7815092457717877,-0.7864697942748213,0.004960548503033624,0.05717923073784288,0.08675437635348578,0.9308667532259643,,,,0.9696528679437129
SH3,EM_vs_CM,-0.30479984552925643,-0.3349252365771849,0.030125391047928496,0.06483311876851956,0.4646605256718918,0.6421745810277557,,,,0.8919091403163273
SUMO,EM_vs_CM,-0.05080703588186791,-0.071595910853966,0.02078887497209808,0.0882150060477507,0.23566143566146877,0.8136953969781939,,,,0.9277327202411705
TRAF4,EM_vs_CM,-0.34938558708593825,-0.5040938503152258,0.15470826322928755,0.11141389899192397,1.3885903341422585,0.164957358257806,,,,0.412393395644515
TYR,EM_vs_CM,-0.43904537871582605,-0.20964343341701674,-0.2294019452988093,0.11852844235231591,-1.9354168564616006,0.05293916244253353,,,,0.21090948253811698
UBA3,EM_vs_CM,0.5082600446715654,0.4743619085300389,0.03389813614152648,0.08486869597340405,0.3994186048546027,0.6895847874957329,,,,0.9073484045996485
USP7,EM_vs_CM,-0.765388923746551,-0.7635405641416761,-0.0018483596048748385,0.04874960693449404,-0.03791537452514277,0.9697551547649397,,,,0.9697551547649397
WD40,EM_vs_CM,-1.0347594222706586,-1.0860162272291403,0.05125680495848162,0.05302041353244244,0.9667371780704483,0.3336754365326928,,,,0.69515715944311
