ELM,n_with,n_without,u_stat,pvalue,cliff_delta,n_pairs,mean_with,mean_without,median_with,median_without,phenotype,qvalue,sig_stars
14-3-3,82,172,256760.0,0.7192480707330224,0.01137581143253293,507744,-1.0313418550679418,-0.7151822998199975,-1.836029728644983,-2.831669121392352,Naive_High,0.9763898079265237,
ANK,6,248,25613.0,0.6537089535788861,-0.04372013142174432,53568,-3.7983983774061105,-0.7451249895974762,-2.387725892401787,-2.3121860766657405,Naive_High,0.9763898079265237,
APCC,7,247,30436.0,0.807437578578101,-0.022042285200179937,62244,-1.935839504661025,-0.7855486281456827,-2.6100173323055493,-2.30136051520748,Naive_High,0.9916312408365006,
Actin,3,251,13305.0,0.8934931620996948,-0.018370960602036298,27108,-6.192077741850501,-0.7530085835022282,-1.0763599014695786,-2.369699482207789,Naive_High,0.9916312408365006,
Arc,55,199,186765.0,0.14769279823549805,-0.05200243642454698,394020,-2.1994925818893285,-0.4352225913602904,-2.862189811842957,-2.2893040790808437,Naive_High,0.5907711929419922,
BIR,37,217,135571.0,0.13972986152597164,-0.06193520709649742,289044,-2.035309015880918,-0.6095620004470821,-3.848763325780059,-2.191368632181353,Naive_High,0.5907711929419922,
BRCT,28,226,115581.0,0.7553568991571371,0.014722924568057311,227808,-1.1458907440199035,-0.7765329506728031,-1.6297191158358362,-2.47664085268039,Naive_High,0.9763898079265237,
CDC14,3,251,10186.0,0.06962803672558246,-0.24848753135605725,27108,-7.2815646059252055,-0.7399868281547218,-7.119338061417248,-2.2893040790808437,Naive_High,0.4634591141068306,
CKS1,20,234,82261.0,0.6689567880213503,-0.023492402659069326,168480,-1.753448288772677,-0.7372325722613559,-2.2646940897218544,-2.3121860766657405,Naive_High,0.9763898079265237,
CSL,5,249,22495.0,0.9717560250763773,0.0037929495760821064,44820,-3.2183156585189923,-0.7690353790844009,-1.2625834956284636,-2.3769364684408423,Naive_High,0.9916312408365006,
CYCLIN,24,230,97629.0,0.7305792526986705,-0.017421497584541062,198720,-1.3231061857969937,-0.764464518371665,-2.268710856899127,-2.3121860766657405,Naive_High,0.9763898079265237,
Clathr,3,251,16834.0,0.07724318568447176,0.2419949830308396,27108,7.284345228677868,-0.9140813680105355,-0.47639455469820563,-2.3769364684408423,Naive_High,0.4634591141068306,
DLG,3,251,13441.0,0.9516681195481508,-0.00833702228124539,27108,0.8458624684605472,-0.8371273907967828,-1.3945052623380763,-2.3542607806471967,Naive_High,0.9916312408365006,
EVH1,8,246,40532.0,0.08872545234312992,0.14419602529358627,70848,4.110902664347509,-0.9775146707292313,-0.8079211705596823,-2.406340752483882,Naive_High,0.473202412496693,
FHA,116,138,284668.0,0.6846552351884565,-0.012063412738075407,576288,-1.3850887052718308,-0.3399354918339014,-2.3542607806471967,-2.2453549503417465,Naive_High,0.9763898079265237,
GBD,3,251,14253.0,0.7066686584402673,0.051571491810535636,27108,-0.26446398194696585,-0.8238565567281668,-2.712462170231168,-2.3121860766657405,Naive_High,0.9763898079265237,
IRF7,3,251,14816.0,0.4967172832980662,0.09310904530028036,27108,0.19927139653368434,-0.8293992106542304,-0.9051738133272493,-2.3542607806471967,Naive_High,0.9763898079265237,
Integrin,2,252,6321.0,0.0700876854684342,-0.30324074074074076,18144,-7.815603835453889,-0.7617070635464406,-9.287417133184746,-2.294836904770249,Naive_High,0.4634591141068306,
LIR,141,113,275536.0,0.18731855605443415,-0.03925465665251016,573588,-1.8905420781937226,0.5219915516876468,-2.331998257775357,-2.30136051520748,Naive_High,0.5982693109727386,
LYPXL,2,252,9608.0,0.7243479433899196,0.059082892416225746,18144,-3.1182674552252774,-0.7989875110085723,-0.36495870711522727,-2.369699482207789,Naive_High,0.9763898079265237,
MAPK,47,207,170001.0,0.44277973804262116,-0.02924247096310001,350244,-2.534242740081046,-0.42740086425508045,-1.6084836166564993,-2.4506464609391685,Naive_High,0.9763898079265237,
MSH2,7,247,31092.0,0.9916312408365006,-0.000963948332369385,62244,-0.7852921008741743,-0.8181552347307351,-3.647635948936296,-2.279332597607552,Naive_High,0.9916312408365006,
MYND,5,249,23778.0,0.5666514032527522,0.06104417670682731,44820,1.4157039538805638,-0.8620879817430265,-1.090248850743849,-2.369699482207789,Naive_High,0.9763898079265237,
NRP,5,249,23099.0,0.772975264608498,0.03074520303435966,44820,1.7029742363048959,-0.8678564613097804,-1.4295757886749143,-2.331998257775357,Naive_High,0.9763898079265237,
PCNA,1,253,5983.0,0.1842524995997079,0.3137900746596399,9108,12.07936827438013,-0.8682243318537192,12.394613344861497,-2.331998257775357,Naive_High,0.5982693109727386,
PDZ,62,192,210544.0,0.6134900089549883,-0.017398446833930704,428544,-1.6541781565334546,-0.5469913644767532,-2.862189811842957,-2.279332597607552,Naive_High,0.9763898079265237,
PP1,11,243,48166.0,0.9882500352108071,0.0010807665128652784,96228,0.48537648488397384,-0.8762161687997307,-3.2510249637150572,-2.297835749629111,Naive_High,0.9916312408365006,
PP2A,17,237,64929.0,0.0769871774849613,-0.10469926367171341,145044,-4.14906060810582,-0.5782588917586998,-4.007602313704671,-2.262093358970353,Naive_High,0.4634591141068306,
PP2B,7,247,31513.0,0.8895732021742172,0.012563459931880985,62244,-1.6804371816639359,-0.7927867506597703,-2.0955319875334464,-2.345235127750418,Naive_High,0.9916312408365006,
PP4,16,238,64965.0,0.3912527356738318,-0.05221463585434174,137088,-0.5838088543285488,-0.8329430504846809,-3.567401272841999,-2.297835749629111,Naive_High,0.9763898079265237,
PTB,20,234,75561.0,0.060718553461316715,-0.10302706552706553,168480,-4.029710807545896,-0.5426802202294567,-3.945011368820202,-2.2893040790808437,Naive_High,0.4634591141068306,
Pex14,19,235,78919.0,0.7482628016480222,-0.018054000248849074,160740,-2.74857480656475,-0.6610998568505554,-2.5978692360901467,-2.30136051520748,Naive_High,0.9763898079265237,
REV1ctd,11,243,36670.0,0.0010664580024479385,-0.23785176871596625,96228,-11.341266360953544,-0.34085373544906117,-11.133773979424644,-2.2427870139937878,Naive_High,0.051189984117501044,
SH2,136,118,279220.0,0.26039567843563116,-0.03338595325135704,577728,-1.5034333312660244,-0.026393683325690732,-2.297835749629111,-2.3858668962757674,Naive_High,0.7067694491113015,
SH3,98,156,290157.0,0.07340726914396635,0.05441086691086691,550368,0.05987704341635406,-1.368264986791112,-1.7551446312498604,-2.943405284380686,Naive_High,0.4634591141068306,
SUMO,29,225,116511.0,0.8636179921397101,-0.007994891443167305,234900,-1.0013284037578465,-0.7935238398917035,-3.2448178816219815,-2.250677497661008,Naive_High,0.9916312408365006,
TRAF2like,26,228,108596.0,0.7164487031864853,0.01773129404708352,213408,0.5801940820750647,-0.9766071658708881,-2.475628251852949,-2.3121470434203184,Naive_High,0.9763898079265237,
TRAF4,7,247,32705.0,0.5736623393051973,0.05086434033802455,62244,-2.5016983877931134,-0.7695121415791865,-1.555345174227651,-2.369699482207789,Naive_High,0.9763898079265237,
TRAF6,15,239,65255.0,0.8580201296029923,0.011235084456841779,129060,-0.7326789292047088,-0.8225573378516325,-2.8183627230259924,-2.3003280380639595,Naive_High,0.9916312408365006,
TRFH,5,249,24144.0,0.4676266110813383,0.07737617135207496,44820,-1.0100051138047772,-0.8133789643196263,-1.8896805478170762,-2.3542607806471967,Naive_High,0.9763898079265237,
TYR,36,218,147943.0,0.26503854341673805,0.047280269566202286,282528,-1.033230820308542,-0.7815829273096481,-1.6996128064437934,-2.820807584306927,Naive_High,0.7067694491113015,
UBA3,11,243,38132.0,0.004313073898976289,-0.20746560252733093,96228,-5.964379570063261,-0.5842519029379215,-6.11456690160945,-2.2427870139937878,Naive_High,0.10351377357543093,
USP7,115,139,276756.0,0.19942310365757954,-0.03813992284433323,575460,-1.6761299423607015,-0.10666506700093621,-2.471753110935942,-2.279332597607552,Naive_High,0.5982693109727386,
WD40,136,118,282848.0,0.4826503192104842,-0.020826409659909163,577728,-1.5964992049658124,0.08086867958253928,-2.471753110935942,-2.165969779633094,Naive_High,0.9763898079265237,
WRC,16,238,68684.0,0.9733382037610436,0.002042483660130719,137088,-1.7938072366486073,-0.7515986214211473,-2.297835749629111,-2.331998257775357,Naive_High,0.9916312408365006,
WW,105,149,293113.0,0.17395876388047293,0.04084727104861333,563220,-0.14445175599705806,-1.2913688141269777,-1.8283403863502894,-2.8498702817706496,Naive_High,0.5982693109727386,
deltaCOP1,5,249,24092.0,0.48108544695927336,0.0750557786702365,44820,2.258114812155817,-0.8790038624312848,-2.2646940897218544,-2.3121860766657405,Naive_High,0.9763898079265237,
eIF4E,7,247,26650.0,0.1118652862886695,-0.14369256474519632,62244,-4.748822329005772,-0.705828467131864,-6.33355929998533,-2.262093358970353,Naive_High,0.5369533741856136,
14-3-3,82,172,247131.0,0.40140051730936654,-0.026552750992626207,507744,0.23759951404925234,1.3081262497436394,-1.5207510127029873,-1.6298504006232277,Naive_Low,0.8506219101211221,
ANK,6,248,29372.0,0.3213405123912034,0.09662485065710873,53568,4.798378680216001,0.8697201734945513,-0.845465306443934,-1.6349985322441158,Naive_Low,0.8506219101211221,
APCC,7,247,33728.0,0.3542387124525507,0.08373497847182057,62244,3.3754852735291685,0.8941395878268846,-1.1134740280497573,-1.590763323157475,Naive_Low,0.8506219101211221,
Actin,3,251,13863.0,0.867990189178084,0.022797698096502877,27108,1.3936410012967926,0.9573703271077862,-0.4820658497025226,-1.614098414240201,Naive_Low,0.8999527271613756,
Arc,55,199,195952.0,0.8812037120121803,-0.005370285772295823,394020,1.3948237067374971,0.8430430715446349,-1.5651131060431616,-1.576514486562844,Naive_Low,0.8999527271613756,
BIR,37,217,151072.0,0.27985636182065454,0.0453218195153679,289044,0.9104079747627645,0.9714091246162325,-0.5639832155205167,-1.7062558302603412,Naive_Low,0.8506219101211221,
BRCT,28,226,117019.0,0.5626962229223543,0.027347590953785646,227808,2.0585599843210787,0.8267309537475865,-0.669198642809459,-1.7814040786942613,Naive_Low,0.8585086129437252,
CDC14,3,251,11906.0,0.3747393535895611,-0.12158772318134868,27108,-2.642923799439962,1.0056161215389028,-1.7797261884446067,-1.5717066658783168,Naive_Low,0.8506219101211221,
CKS1,20,234,83229.0,0.8271310953424515,-0.012001424501424501,168480,0.22876831170296932,1.0252372174097664,-1.4312490090585723,-1.590763323157475,Naive_Low,0.8999527271613756,
CSL,5,249,23480.0,0.6540619492631196,0.047746541722445336,44820,1.928228544594959,0.943131455361325,-0.6991903520883955,-1.639769233228399,Naive_Low,0.8638770482593179,
CYCLIN,24,230,102417.5,0.5429768774420387,0.03077194041867955,198720,2.0412335511318727,0.8499620429599121,-1.453020906362172,-1.5891057551134478,Naive_Low,0.8585086129437252,
Clathr,3,251,11641.0,0.3028194250440117,-0.14113914711524272,27108,-4.263538280189813,1.024986015731132,-2.0270426302705533,-1.576514486562844,Naive_Low,0.8506219101211221,
DLG,3,251,14870.0,0.47847482444313116,0.09709310904530027,27108,5.255113960547091,0.9112172638498144,-1.2568638783015764,-1.6031781245065657,Naive_Low,0.8506219101211221,
EVH1,8,246,36573.0,0.7019001017106958,0.03243563685636856,70848,1.4535609203660294,0.9465544217277094,-0.887557401974344,-1.614098414240201,Naive_Low,0.8638770482593179,
FHA,116,138,284509.0,0.6710565765781853,-0.012615220167693932,576288,0.8895421535634623,1.0238694586563992,-1.7775895074118315,-1.396770486505202,Naive_Low,0.8638770482593179,
GBD,3,251,16224.0,0.15036077818907934,0.19698981850376274,27108,5.9680121646943105,0.9026965681827164,1.8887698577338536,-1.5781854653798124,Naive_Low,0.7217317353075808,
IRF7,3,251,14955.0,0.45051689172665144,0.1033643204957946,27108,1.2672167947931634,0.9588813734006583,-0.569734402466318,-1.614098414240201,Naive_Low,0.8506219101211221,
Integrin,2,252,5278.0,0.012482155629579725,-0.4182098765432099,18144,-8.114304766905407,1.0345614469910933,-9.206095792100644,-1.5187404238723703,Naive_Low,0.1497858675549567,
LIR,141,113,321989.5,3.751538611042796e-05,0.12272048927104472,573588,2.770795373698176,-1.293816571535381,-1.0315789932893533,-3.2617367713592236,Naive_Low,0.0018007385333005423,**
LYPXL,2,252,8844.5,0.8811662120107221,-0.02507716049382716,18144,0.12480896605483593,0.9691716554596628,-0.3773991091720582,-1.590763323157475,Naive_Low,0.8999527271613756,
MAPK,47,207,191883.5,0.011994947452756574,0.09571327417457544,350244,3.541155792275374,0.37703648729952727,-0.5997246125802509,-1.9510659403531265,Naive_Low,0.1497858675549567,
MSH2,7,247,32386.0,0.6532557121217069,0.040614356403830085,62244,5.126442435359855,0.8445173200826952,-2.303053353035836,-1.5716932551053757,Naive_Low,0.8638770482593179,
MYND,5,249,23758.0,0.5723390752958167,0.060151717983043286,44820,0.3236512429634459,0.9753518831049297,-0.6519693901312313,-1.6349985322441158,Naive_Low,0.8585086129437252,
NRP,5,249,27272.0,0.04165049416828545,0.21695671575189648,44820,9.186780750047355,0.7973773950108753,0.9130634484118145,-1.614098414240201,Naive_Low,0.3998447440155403,
PCNA,1,253,4255.0,0.7814327304098845,-0.06565656565656566,9108,2.1541111243004,0.9578132963780409,-5.307116253281963,-1.576514486562844,Naive_Low,0.8999527271613756,
PDZ,62,192,208985.5,0.47381610396750173,-0.02467191233572282,428544,0.8536952536085375,0.9976654655427887,-2.3804217162871204,-1.4128172539699113,Naive_Low,0.8506219101211221,
PP1,11,243,49868.0,0.6160681817385019,0.03645508583780189,96228,2.724436590761057,0.8827657309035929,-1.7615810174135553,-1.576514486562844,Naive_Low,0.8638770482593179,
PP2A,17,237,69742.0,0.5173732866608172,-0.038333195444141085,145044,1.1116382345167555,0.9518271102158644,-1.4199618725761323,-1.614098414240201,Naive_Low,0.8585086129437252,
PP2B,7,247,30514.0,0.8289879463996863,-0.019536019536019536,62244,4.217129911969832,0.8702873106241129,-2.464294751990824,-1.4958047284417475,Naive_Low,0.8999527271613756,
PP4,16,238,70951.0,0.5642391133714639,0.03511612978524743,137088,3.4743697604941555,0.7936594913446984,-0.8885546561789909,-1.614098414240201,Naive_Low,0.8585086129437252,
PTB,20,234,84314.0,0.9873266723213104,0.0008784425451092118,168480,3.2731971277592438,0.7650296262938453,-1.1195466813379293,-1.590763323157475,Naive_Low,0.9873266723213104,
Pex14,19,235,82397.0,0.6538833713043508,0.025220853552320517,160740,2.3372420480144576,0.8513756433858298,-2.098529959685356,-1.5187404238723703,Naive_Low,0.8638770482593179,
REV1ctd,11,243,43503.0,0.18736388446661312,-0.09583489213118843,96228,-3.9014778549885207,1.182704244908718,-5.98438272812472,-1.5187404238723703,Naive_Low,0.8175878594906755,
SH2,136,118,314734.0,0.0025350047199785225,0.08955771574166389,577728,2.178699027448906,-0.4391711239415806,-1.1678153451414481,-2.672740735149758,Naive_Low,0.06084011327948454,
