ELM,contrast,effect_low,effect_high,diff,pvalue,qvalue
14-3-3,PD1Low_vs_PD1High,0.0011265519631940499,0.045093590470788425,-0.043967038507594376,0.18430885488852655,0.451395388096954
ANK,PD1Low_vs_PD1High,0.10370619275189168,0.06068299482277976,0.04302319792911192,1.0,1.0
APCC,PD1Low_vs_PD1High,0.019257545573335047,-0.005912216438532228,0.025169762011867276,1.0,1.0
Actin,PD1Low_vs_PD1High,0.07336087747774335,-0.05272736215631302,0.12608823963405635,1.0,1.0
Arc,PD1Low_vs_PD1High,-0.03646515405309376,-0.03692705954012487,0.00046190548703110845,0.03638193456838508,0.1746332859282484
BIR,PD1Low_vs_PD1High,0.05098877679522842,-0.054047134692295974,0.10503591148752439,0.06964387148736642,0.23877898795668487
BRCT,PD1Low_vs_PD1High,0.06475335955424451,0.06679016247600318,-0.0020368029217586736,0.02409446141698251,0.13801836476724125
CDC14,PD1Low_vs_PD1High,-0.04879248438345385,-0.24005213713049037,0.19125965274703652,0.17959088758511801,0.451395388096954
CKS1,PD1Low_vs_PD1High,0.04097024374802153,-0.04091484647040202,0.08188509021842355,0.057403380541756116,0.23877898795668487
CSL,PD1Low_vs_PD1High,0.09952402201398186,0.08457533839059944,0.01494868362338242,0.18808141170706416,0.451395388096954
CYCLIN,PD1Low_vs_PD1High,0.021910225442834136,0.03722322866344605,-0.015313003220611916,0.4706677369037614,0.8068589775493054
Clathr,PD1Low_vs_PD1High,-0.08211598052235501,0.24826619448133394,-0.33038217500368894,0.012245438333659958,0.10162438534873396
DLG,PD1Low_vs_PD1High,-0.009935566376469432,0.060031479022182865,-0.0699670453986523,0.40791714890838426,0.7832009259040978
EVH1,PD1Low_vs_PD1High,0.03355540499849443,0.0891580096356519,-0.05560260463715747,0.5323527140587796,0.8106849185815315
FHA,PD1Low_vs_PD1High,0.005232337534936235,0.024842902622762692,-0.019610565087826458,0.32330630667343785,0.6466126133468757
GBD,PD1Low_vs_PD1High,0.070876985883626,-0.023019034971226204,0.0938960208548522,0.902164669134476,1.0
