ELM,Phenotype,Effect,SE,Pvalue,FDR,log2FC
WD40,Naive_High,-0.03457605479465444,0.025824880739550454,0.1806142997365896,0.9998849800444911,-0.04988270278575303
WD40,Naive_Low,0.0,0.0,,,0.0
WD40,CM_High,-0.05357060872306239,0.026496519996996558,0.043197233902193356,0.9998849800444911,-0.07728605154216517
WD40,CM_Low,-0.03938601245894761,0.0279155885563629,0.15827506811291103,0.9998849800444911,-0.05682200485491464
WD40,EM_High,-0.012064516588928223,0.026939646413252374,0.6542722807885186,0.9998849800444911,-0.01740541825356938
WD40,EM_Low,-0.032092214942652984,0.02466121172593515,0.1931477385289856,0.9998849800444911,-0.04629927934890815
WRC,Naive_High,-0.003639366181800837,0.06635211552295446,0.9562585346715379,0.9998849800444911,-0.005250495542463069
WRC,Naive_Low,0.0,0.0,,,0.0
WRC,CM_High,-0.014141762912077995,0.0664804132921957,0.8315447864419931,0.9998849800444911,-0.02040225122268239
WRC,CM_Low,-0.024636191807113003,0.06903065718654317,0.7211758853309134,0.9998849800444911,-0.03554251174651124
WRC,EM_High,0.0034504294328618615,0.06872151311686608,0.9599559442235105,0.9998849800444911,0.004977917431727126
WRC,EM_Low,0.016317365972569543,0.06286535232199623,0.7952027633408154,0.9998849800444911,0.023540982968996396
WW,Naive_High,0.001127142867890976,0.03426618491826901,0.9737593274031942,0.9998849800444911,0.001626123425879675
WW,Naive_Low,0.0,0.0,,,0.0
WW,CM_High,-0.003869171899952596,0.03491070474156875,0.9117507352555323,0.9998849800444911,-0.005582035112408539
WW,CM_Low,-0.032926860294265295,0.0369682339907327,0.37310095957409384,0.9998849800444911,-0.04750341805858026
WW,EM_High,-0.012703819831569995,0.035393354470035686,0.7196456995100917,0.9998849800444911,-0.0183277378713529
WW,EM_Low,0.003367649296244552,0.03243449004322597,0.9173048410260511,0.9998849800444911,0.0048584909391452226
deltaCOP1,Naive_High,-0.002523871459904814,0.11117407182301231,0.9818879971147574,0.9998849800444911,-0.0036411768390458635
deltaCOP1,Naive_Low,0.0,0.0,,,0.0
deltaCOP1,CM_High,0.008673828011139525,0.12032641838386182,0.9425336143438089,0.9998849800444911,0.012513688657194773
deltaCOP1,CM_Low,0.0032804791429312473,0.12438241945755668,0.9789589215550765,0.9998849800444911,0.0047327309912465875
deltaCOP1,EM_High,-0.004653007183237032,0.11332939731957557,0.9672501584318277,0.9998849800444911,-0.006712870388476791
deltaCOP1,EM_Low,-0.0009505125018683396,0.10832594187030878,0.9929990036992491,0.9998849800444911,-0.001371299672748415
eIF4E,Naive_High,0.001797653789626475,0.10678762791055045,0.9865691139296772,0.9998849800444911,0.0025934662075293674
eIF4E,Naive_Low,0.0,0.0,,,0.0
eIF4E,CM_High,-0.008684050474716737,0.10511078435489367,0.9341552300787426,0.9998849800444911,-0.012528436554703285
eIF4E,CM_Low,-0.003411486924072701,0.11155706499831927,0.9756039785395674,0.9998849800444911,-0.00492173526741723
eIF4E,EM_High,0.0012032039191599657,0.1098267867361538,0.9912589755600915,0.9998849800444911,0.0017358563273502479
eIF4E,EM_Low,-0.0024604334057524335,0.1007092609447447,0.9805087780981636,0.9998849800444911,-0.0035496550729165787
