ELM,effect,se,zscore,pvalue,contrast,pip,ci_excludes_zero,significant_pip,qvalue
14-3-3,-0.0031532190921560385,0.03478835068938854,-0.0906400858238405,0.9277785791300368,EM_vs_CM,0.09291228060000903,False,False,0.9986229533804772
ANK,0.0036634642321041974,0.18545049348437545,0.019754405411775575,0.9842392899882425,EM_vs_CM,0.09309616037664888,False,False,0.9986229533804772
APCC,0.009377086154309176,0.21874954929691226,0.04286676788340033,0.96580773977528,EM_vs_CM,0.09309807518616423,False,False,0.9986229533804772
Actin,-0.034009138669602534,0.1085668898839159,-0.3132551619187625,0.7540868125648812,EM_vs_CM,0.09308509006474835,False,False,0.9986229533804772
Arc,0.0074750608316239186,0.1131478557014893,0.0660645381680488,0.9473264435896546,EM_vs_CM,0.09308479768280438,False,False,0.9986229533804772
BIR,-0.046243513182204564,0.04684012489893323,-0.9872628068773093,0.3235138188791483,EM_vs_CM,0.09310012390557562,False,False,0.9986229533804772
BRCT,-0.013681961273224583,0.0931548350636435,-0.14687333474292613,0.8832319994330472,EM_vs_CM,0.09307663917063838,False,False,0.9986229533804772
CDC14,-0.0015567973734871075,0.34701669645612354,-0.0044862319000375465,0.9964205168377275,EM_vs_CM,0.09310100530546794,False,False,0.9986229533804772
CKS1,-0.004267702021813133,0.1412044833328843,-0.030223558920237575,0.9758887598105965,EM_vs_CM,0.09309125057863228,False,False,0.9986229533804772
CYCLIN,-0.02785510143158948,0.05553684232658293,-0.5015607705563866,0.6159765202109002,EM_vs_CM,0.09304635679026943,False,False,0.9986229533804772
Clathr,0.00514171627669441,0.24994276829289885,0.0205715744920814,0.9835874159355511,EM_vs_CM,0.09309920912687289,False,False,0.9986229533804772
DLG,0.010852245286318252,0.19146195487432457,0.05668094893025434,0.9547993501655045,EM_vs_CM,0.09309659755449563,False,False,0.9986229533804772
EVH1,-0.00277446977908497,0.2817767540990657,-0.009846340192099507,0.9921438841227989,EM_vs_CM,0.09310000423144293,False,False,0.9986229533804772
FHA,0.007545416919557992,0.03804721145486156,0.19831721251134848,0.8427968855001301,EM_vs_CM,0.09294845045721449,False,False,0.9986229533804772
GBD,-0.0024311587655586643,0.3732795922939211,-0.0065129699446423665,0.9948034385748532,EM_vs_CM,0.09310126845885329,False,False,0.9986229533804772
IRF7,-0.0027616711631545388,0.17049731683938188,-0.016197739731917245,0.9870766386605716,EM_vs_CM,0.09309491755583546,False,False,0.9986229533804772
Integrin,0.007807096233260461,0.19470742465396546,0.040096551259589885,0.9680161512885083,EM_vs_CM,0.09309679744145076,False,False,0.9986229533804772
LIR,-0.02477943545368085,0.045754176182053644,-0.5415775678068091,0.5881095485982357,EM_vs_CM,0.09302424475125783,False,False,0.9986229533804772
LYPXL,0.005375506324472234,0.3149610197451752,0.017067211456266503,0.9863829965684527,EM_vs_CM,0.09310059137916714,False,False,0.9986229533804772
MAPK,0.008757546160338225,0.04433923224917359,0.19751235454694754,0.8434266143380716,EM_vs_CM,0.09298907163409856,False,False,0.9986229533804772
MSH2,0.02921109361626241,0.23760548369166645,0.1229394758168493,0.9021550255353389,EM_vs_CM,0.09309887202051345,False,False,0.9986229533804772
MYND,-0.001817859240246739,0.24295057945056361,-0.007482423974282568,0.9940299451408378,EM_vs_CM,0.09309898964955846,False,False,0.9986229533804772
NRBOX,-0.005127095217862957,0.2643688517635573,-0.01939371897884725,0.9845270209963357,EM_vs_CM,0.09309960537158377,False,False,0.9986229533804772
NRP,0.025599322879905958,0.07527472859265973,0.340078580932967,0.7337973514355856,EM_vs_CM,0.09306653836074212,False,False,0.9986229533804772
PCNA,0.00189005710100151,0.10929922928631824,0.017292501633752157,0.9862032675397577,EM_vs_CM,0.09308341834107611,False,False,0.9986229533804772
PDZ,0.06587937146001213,0.06050239695549421,1.0888720906127611,0.27621029531480135,EM_vs_CM,0.09311471483825101,False,False,0.9986229533804772
PP1,-0.045311713205142046,0.0725293826409547,-0.624735956039369,0.5321443702393477,EM_vs_CM,0.09307590065771652,False,False,0.9986229533804772
PP2A,-0.010393531399695595,0.1592831389249873,-0.06525192477899572,0.9479734191878648,EM_vs_CM,0.09309378459413659,False,False,0.9986229533804772
PP2B,0.019714214703559014,0.18466537087348167,0.10675642439245232,0.9149822181376825,EM_vs_CM,0.09309617789889563,False,False,0.9986229533804772
PP4,0.008923770611905683,0.0995966308065408,0.08959912137228274,0.9286057826431738,EM_vs_CM,0.09307961209660266,False,False,0.9986229533804772
Pex14,0.0023201956920670726,0.08397693732644308,0.02762896297405785,0.9779580813660235,EM_vs_CM,0.09306989071307001,False,False,0.9986229533804772
REV1ctd,-0.00793450886759418,0.22758090136646147,-0.03486456385379044,0.9721877373721941,EM_vs_CM,0.09309844284996839,False,False,0.9986229533804772
SH2,-0.01326977107904355,0.03812255624834344,-0.3480818807794445,0.7277786915193112,EM_vs_CM,0.09296213231230589,False,False,0.9986229533804772
SH3,0.005359147704500236,0.06508002479147956,0.08234704460656365,0.9343707452357459,EM_vs_CM,0.09304826051113538,False,False,0.9986229533804772
SUMO,-0.0028252616767532896,0.06207850628196433,-0.04551110917393502,0.9636999202343955,EM_vs_CM,0.0930425655528194,False,False,0.9986229533804772
TRAF2like,-0.008377091851973448,0.25133616218780674,-0.033330229040872385,0.9734112478573156,EM_vs_CM,0.0930992529553654,False,False,0.9986229533804772
TRAF4,0.0031477492883164827,0.11065319233055204,0.028446981257560785,0.9773056537215324,EM_vs_CM,0.09308390280719267,False,False,0.9986229533804772
TRAF6,0.011661651829285587,0.22432422955135783,0.051985698792362124,0.9585400887155917,EM_vs_CM,0.0930983181321669,False,False,0.9986229533804772
TRFH,0.005154555956916106,0.234827833592075,0.021950362008066757,0.9824875513643292,EM_vs_CM,0.0930987132187421,False,False,0.9986229533804772
TYR,0.0007959470742638621,0.1459411716625334,0.005453889846138605,0.9956484470682188,EM_vs_CM,0.09309198745238452,False,False,0.9986229533804772
UBA3,-0.058895872895672094,0.05359512993151592,-1.0989034446026997,0.27181018402198676,EM_vs_CM,0.09311970186078884,False,False,0.9986229533804772
USP7,-0.008042036081301948,0.034194324845653906,-0.23518628069429745,0.8140641538118659,EM_vs_CM,0.09291496016259378,False,False,0.9986229533804772
WD40,0.02948612679571365,0.034864933977695044,0.8457244409118198,0.3977064852581723,EM_vs_CM,0.09304809704321955,False,False,0.9986229533804772
WRC,0.004085355208857255,0.12360855636871498,0.03305074768991678,0.9736341189194061,EM_vs_CM,0.0930876882796988,False,False,0.9986229533804772
