ELM,n_with,n_without,u_stat,pvalue,cliff_delta,n_pairs,mean_with,mean_without,median_with,median_without,phenotype,qvalue,sig_stars
DLG,4,348,25347.0,0.9220951671204908,0.011613984674329503,50112,-2.924072208595302,-0.43574377708289463,-1.380828449560105,-2.494505852330788,CM_High,0.9541019217893706,
EVH1,10,342,62059.0,0.9147385437862717,0.008105912930474335,123120,-0.4578130284564337,-0.46420173384404734,-1.9901799079830749,-2.494505852330788,CM_High,0.9541019217893706,
FHA,176,176,556121.0,0.9177824159952608,-0.0025951991505968777,1115136,-0.6514815512065041,-0.2765589218572946,-2.3965478538506724,-2.5921382387166148,CM_High,0.9541019217893706,
GBD,4,348,24355.0,0.8135733933422715,-0.027977330779054916,50112,-2.8889019498241857,-0.43614803293083837,-3.709367465084336,-2.4708080899721905,CM_High,0.9541019217893706,
IRF7,5,347,31565.5,0.9195387685446572,0.01074287544028178,62460,-3.1573344649487036,-0.425211674162781,-0.46146109081728204,-2.494505852330788,CM_High,0.9541019217893706,
Integrin,5,347,33239.0,0.544756448363536,0.0643291706692283,62460,3.299776833500529,-0.518253623708159,-1.6454688500112271,-2.494505852330788,CM_High,0.785090175582743,
LIR,192,160,574822.0,0.11720749093044709,0.03953631365740741,1105920,0.2034330147120711,-1.2649641380246632,-2.1775863529309007,-2.937247500834207,CM_High,0.44239599294998067,
LYPXL,4,348,22750.0,0.4376715244907319,-0.0920338441890166,50112,-4.160886782620406,-0.42152751761134183,-2.727991620507698,-2.4708080899721905,CM_High,0.7395139551739952,
MAPK,70,282,354402.0,0.9346304539977508,-0.0025835866261398176,710640,-1.047043370895992,-0.3192981819025147,-1.8749204371983803,-2.6083036904408003,CM_High,0.9541019217893706,
MSH2,12,340,75659.0,0.6626673463955393,0.030215141612200437,146880,1.2036988840968226,-0.5228809113776189,-2.397722604697698,-2.4766777771999,CM_High,0.854492104562669,
MYND,6,346,39780.5,0.5061174639285457,0.06456058659815886,74736,-1.7074413772545158,-0.4424580202187904,-0.8971823098708342,-2.524548384855849,CM_High,0.7749923666405857,
NRBOX,3,349,13766.0,0.04864572036832205,-0.2695532208426191,37692,-6.730453262402467,-0.4101540500630978,-9.25562559132926,-2.4262921885590623,CM_High,0.26916527321983136,
NRP,10,342,59188.0,0.6105205624304875,-0.03853151397011046,123120,-0.8432915736599251,-0.4529304313527172,-3.140745815680824,-2.4475367358610445,CM_High,0.854492104562669,
PCNA,7,345,47053.0,0.35986403271096234,0.08242466068553025,86940,2.51947306925793,-0.5245548833160408,-1.7290148537770795,-2.494505852330788,CM_High,0.6616857122089338,
PDZ,81,271,366498.5,0.015260129847789015,-0.07243279222915686,790236,-2.327215681416676,0.09287581895026649,-3.341836615390502,-2.1968811954818004,CM_High,0.13074685386803309,
PP1,19,333,114559.0,0.915431724640499,0.005909418190119945,227772,0.39940975651968474,-0.5132850109102179,-2.7655647587646595,-2.4523069710286594,CM_High,0.9541019217893706,
PP2A,33,319,183558.5,0.46810966073379257,-0.03128199444813865,378972,-0.305398925850951,-0.480429337636825,-2.0240081973447026,-2.5308276472786235,CM_High,0.7399152701921238,
PP2B,16,336,89928.5,0.24138668230454152,-0.07067935681216932,193536,-4.253985227901693,-0.2835457131333378,-2.2151496883947432,-2.5108638908718883,CM_High,0.601642763654074,
PP4,27,325,159155.5,0.8716467125220642,0.007632162076606521,315900,0.13025190792327918,-0.5133905377635603,-2.305690223776134,-2.483374677459671,CM_High,0.9541019217893706,
PTB,25,327,135877.0,0.11737036547652549,-0.07660890248046211,294300,-1.343968297401866,-0.39674591995162656,-4.710022265682042,-2.383577998726963,CM_High,0.44239599294998067,
Pex14,32,320,194096.0,0.22500399969885465,0.05303819444444444,368640,0.45462477044186017,-0.5558847372292751,-1.6657733732195175,-2.581130180078874,CM_High,0.601642763654074,
REV1ctd,12,340,56017.0,0.000612848837451616,-0.23724128540305012,146880,-8.385552504726373,-0.1844367447132708,-8.757273908243954,-2.373341605238531,CM_High,0.015014796517564592,*
SH2,194,158,567922.5,0.24556847496084655,0.02933740049588934,1103472,-0.32241722588682503,-0.6378872242859777,-1.9868576391859967,-3.4164376948462296,CM_High,0.601642763654074,
SH3,121,231,482004.0,0.11269954339083563,-0.04196629816464527,1006236,-0.8148369708640761,-0.2802590899769496,-2.6830517599774133,-2.3750949856697217,CM_High,0.44239599294998067,
SUMO,43,309,258452.5,0.035601794247695474,0.08064064290074677,478332,1.5852263916363818,-0.7491904792867087,-1.5093376912842678,-2.680548854289621,CM_High,0.24921255973386833,
TRAF2like,30,322,179583.0,0.4661671312808232,0.03279848171152519,347760,-0.26550604122451255,-0.4825153478959414,-1.9836435551046512,-2.574256368122845,CM_High,0.7399152701921238,
TRAF4,9,343,58284.0,0.5390074254611152,0.04891480401684483,111132,0.37085017608075327,-0.4859264572710067,-1.0498470015887449,-2.5308276472786235,CM_High,0.785090175582743,
TRAF6,19,333,106886.0,0.2690543533389952,-0.0614649737456755,227772,-2.8581315230855955,-0.3274192922540606,-2.875749335565943,-2.4262921885590623,CM_High,0.6277934911243221,
TRFH,9,343,55973.0,0.9267831476958664,0.007324622970881474,111132,-2.2991259353259554,-0.4158687750475072,-1.5391530239031825,-2.494505852330788,CM_High,0.9541019217893706,
TYR,43,309,267810.5,0.0018016740196043052,0.1197682780997299,478332,0.6316256311579168,-0.6164887553366311,-1.0260968014986394,-2.8444398451269883,CM_High,0.022070506740152738,*
UBA3,27,325,154428.0,0.6368090420961731,-0.022298195631528964,315900,0.23361733147718086,-0.5219778191049612,-3.228809455328215,-2.3750949856697217,CM_High,0.854492104562669,
USP7,166,186,557333.5,0.9109306053713517,0.002816822846943329,1111536,-0.8063256246537911,-0.1585218793908561,-2.1555492121968056,-2.7735540757027914,CM_High,0.9541019217893706,
WD40,194,158,551652.0,0.995220481318217,-0.00015224672669537605,1103472,-0.706412708401501,-0.16639910018567933,-2.4523069710286594,-2.5053301642004473,CM_High,0.9952204813182169,
WRC,27,325,175915.0,0.016009818840983642,0.11373852484963597,315900,2.222327023937096,-0.687193701247785,-1.851888388403843,-2.6168091004150544,CM_High,0.13074685386803309,
WW,133,219,567815.0,0.0013580029241369639,0.08302529535406247,1048572,0.7613031199977763,-1.208166384561337,-1.605226756301243,-3.1570945730432416,CM_High,0.022070506740152738,*
deltaCOP1,6,346,40848.0,0.3374762128036727,0.09312780989081568,74736,-0.03282702333789768,-0.4714975754890207,-1.4206118038477866,-2.537103892376785,CM_High,0.6616857122089338,
eIF4E,8,344,43584.0,0.1541790250894939,-0.12015503875968993,99072,-1.710624885136288,-0.4350294307504019,-5.378346099112266,-2.3796253118780273,CM_High,0.5396265878132287,
14-3-3,121,231,518961.0,0.23397347055671003,0.03148963066318438,1006236,-0.48589398355925956,0.6574777884724549,-1.9154325654591688,-2.7444054517814025,CM_Low,0.5042557204138278,
ANK,8,344,52738.0,0.44337174978274485,0.06463985788113695,99072,-1.7747327086505218,0.3118664499874153,-1.2807308716936268,-2.5899693979357674,CM_Low,0.6389769335104264,
APCC,11,341,71295.0,0.4386518579913974,0.055940638052075005,135036,-3.1297442177594763,0.3739336760170701,-0.9695058665391667,-2.5960684191052383,CM_Low,0.6389769335104264,
Actin,7,345,43727.0,0.94773060091111,0.005912123303427651,86940,4.0397842180309524,0.18784263072536245,-1.5296480395755276,-2.575419776796618,CM_Low,0.9880595626520084,
Arc,70,282,328286.5,0.01566489760857932,-0.07608212315659124,710640,-1.1845023765852254,0.6241112180405404,-3.272542982129167,-2.25670061859352,CM_Low,0.07243509301325148,
BIR,48,304,283567.0,0.029691189875488213,0.0796136391325536,525312,4.631603266644136,-0.42510776208043394,-2.0274427660586793,-2.5960684191052383,CM_Low,0.11002616592622169,
BRCT,41,311,250973.5,0.01701352482753718,0.09348068561071463,459036,-0.33702486470147514,0.3437370308013736,-1.1965885510918648,-2.7404280657198,CM_Low,0.07243509301325148,
CDC14,5,347,35154.5,0.23671830868521304,0.12566442523214857,62460,13.996639675649778,0.06657348342425873,-0.6651064547165855,-2.589871268743471,CM_Low,0.5042557204138278,
CKS1,22,330,150098.5,0.004204852960989563,0.148595806550352,261360,4.9139008307928655,-0.045520064093867954,-0.6300800650645773,-2.67796141100106,CM_Low,0.03771972866494343,*
CSL,5,347,37774.0,0.04848370253419452,0.209542106948447,62460,0.985500429867521,0.2540538760147812,-0.4934463098646788,-2.6021136873590414,CM_Low,0.14848133901097071,
CYCLIN,38,314,239410.5,0.004618742285503277,0.11469856967258911,429552,1.1652293900171202,0.1554314659420895,-1.35059744752217,-2.6912657025045776,CM_Low,0.03771972866494343,*
Clathr,7,345,53054.0,0.014310452381376225,0.22047389003910742,86940,2.777940059256043,0.2134452658309401,-0.3602125830312851,-2.5960684191052383,CM_Low,0.07243509301325148,
DLG,4,348,22727.0,0.4331140491860621,-0.09295178799489144,50112,-5.128545744864146,0.3264321267411588,-1.6758951860105435,-2.575419776796618,CM_Low,0.6389769335104264,
EVH1,10,342,68704.0,0.12497554818262069,0.11604938271604938,123120,0.217076810268399,0.2658287398356218,-1.1422742086358464,-2.6320449085875364,CM_Low,0.3320743499304954,
FHA,176,176,557123.0,0.9746944393454436,-0.0007981089302112029,1115136,-0.108193706608073,0.637081190281179,-2.25670061859352,-2.9927649659827518,CM_Low,0.9926135363075271,
GBD,4,348,22328.0,0.3585169503625164,-0.10887611749680715,50112,-0.5387265357779446,0.2736755841079839,-4.055813413389935,-2.543298067555996,CM_Low,0.5855776855921101,
IRF7,5,347,33505.0,0.49281099747002777,0.0728466218379763,62460,0.6632979982582917,0.258696562349208,-0.6074057621935152,-2.5852999415268423,CM_Low,0.6858887752228359,
Integrin,5,347,32294.0,0.7484498199319637,0.034069804674991995,62460,-1.3809414977720011,0.2881524628683765,-1.7781456944350742,-2.58158830270567,CM_Low,0.873191456587291,
LIR,192,160,562279.5,0.5042593772812594,0.016853841145833333,1105920,-0.08475668210831337,0.6834842505703927,-2.2964607696647388,-2.9078467516107827,CM_Low,0.6858887752228359,
LYPXL,4,348,25028.0,0.9926135363075271,-0.0011174968071519795,50112,-1.1532086172047011,0.28073859653817673,-1.6713751436497373,-2.58158830270567,CM_Low,0.9926135363075271,
MAPK,70,282,397611.5,0.0001564329004268975,0.11902369694922886,710640,2.6838630867342532,-0.33612134377635133,-0.9685525629741698,-3.007356016950742,CM_Low,0.0038849697192974617,**
MSH2,12,340,67891.0,0.27526139601214106,-0.0755582788671024,146880,-1.2036327601003873,0.316258206610798,-3.881710581823798,-2.443853203064055,CM_Low,0.5187618617151889,
MYND,6,346,44430.5,0.05156821509628773,0.1889986084350246,74736,-0.6054741867007343,0.27952902383430916,-0.40798619194862473,-2.605529666713847,CM_Low,0.14863779645400582,
NRBOX,3,349,15927.0,0.25727332674174885,-0.15488697866921364,37692,-5.041042189016475,0.31004963809030395,-6.2138707893056,-2.5554060168799495,CM_Low,0.5042557204138278,
NRP,10,342,64059.0,0.5915394490667847,0.040594541910331385,123120,-0.4970297386386983,0.2867090482831976,-2.0639950482321034,-2.575419776796618,CM_Low,0.7432162308787807,
PCNA,7,345,47516.0,0.3011553827900162,0.0930756843800322,86940,0.9750459007292889,0.2500257270184396,-1.5660288090047056,-2.5852999415268423,CM_Low,0.5270219198825283,
PDZ,81,271,379561.0,0.1872406217036925,-0.03937304805146817,790236,-0.6740334755319957,0.5449480023784438,-3.0903637438272544,-2.2292532608136915,CM_Low,0.4368947839752825,
PP1,19,333,127512.0,0.03143604740749191,0.11964596175122491,227772,2.1307809717402186,0.1579560320222298,-1.2892005634840635,-2.6024973688108193,CM_Low,0.11002616592622169,
PP2A,33,319,201895.0,0.128763523442437,0.06548768774474104,378972,2.9427059106535274,-0.012617861834168563,-1.3666957517964677,-2.6670246778500966,CM_Low,0.3320743499304954,
PP2B,16,336,113685.5,0.003756706884357473,0.174825355489418,193536,4.411097999826681,0.06698401526559458,-0.7901530877129277,-2.663990569266044,CM_Low,0.03771972866494343,*
PP4,27,325,160447.5,0.7377764468763075,0.01581196581196581,315900,2.381966840362777,0.08852643826668222,-2.2143250502688323,-2.5852999415268423,CM_Low,0.873191456587291,
PTB,25,327,129097.0,0.012150484654890336,-0.12268433571185865,294300,-0.6488088281512273,0.3342642747102365,-4.4657694377869595,-2.367493908775466,CM_Low,0.07243509301325148,
Pex14,32,320,204573.0,0.011946250503645119,0.10987955729166667,368640,2.8123239505321087,0.00965572096699739,-1.2245163357040423,-2.682616741059448,CM_Low,0.07243509301325148,
REV1ctd,12,340,54230.0,0.0001585701926243862,-0.26157407407407407,146880,-5.520799265690041,0.46862878916102096,-8.695362634959722,-2.409418129483141,CM_Low,0.0038849697192974617,**
SH2,194,158,579813.0,0.043988247123640065,0.050888468397929446,1103472,-0.10708645075960865,0.7206263833786755,-1.6976435849317948,-3.4322544736002922,CM_Low,0.14369494060389087,
SH3,121,231,487810.0,0.2501467222949325,-0.03042626183122051,1006236,-0.6601259322183582,0.7487421425319823,-2.6709748617069073,-2.367493908775466,CM_Low,0.5042557204138278,
SUMO,43,309,246857.5,0.4020144929147297,0.032159671525216794,478332,0.18144461742898385,0.2759937818026547,-1.8072255571263267,-2.6024973688108193,CM_Low,0.6354422629942501,
TRAF2like,30,322,169010.0,0.533758149313543,-0.028007821486082357,347760,-1.642871331116094,0.4421439039128865,-2.624282497787399,-2.5468674308944417,CM_Low,0.6882670872727266,
TRAF4,9,343,62080.0,0.14090381003630575,0.11722996076737573,111132,3.6610416105997103,0.17532018259786944,-0.7604032731862366,-2.6021136873590414,CM_Low,0.34521433458894907,
TRAF6,19,333,115026.0,0.8572070462606599,0.01001001001001001,227772,-2.4607408282026095,0.41993475334028896,-1.9659931906641395,-2.588583554880018,CM_Low,0.9255163671606426,
TRFH,9,343,66055.0,0.01773920645222485,0.1887665118957636,111132,6.749952924866268,0.09427003149466531,-0.9252911638537955,-2.6024973688108193,CM_Low,0.07243509301325148,
TYR,43,309,248952.5,0.2862858660129598,0.04091927782377094,478332,-1.4584764080610042,0.5042028565472162,-1.2840095161154483,-2.6943396341685704,CM_Low,0.5195558309124085,
UBA3,27,325,155195.0,0.7118854041112941,-0.017442228553339663,315900,1.6743449088772806,0.14731349103624627,-3.0767615550453766,-2.4628371086990577,CM_Low,0.8720596200363353,
USP7,166,186,553457.5,0.8688520997834603,-0.00415731024456248,1111536,-0.5607666651730017,1.000921847017123,-2.3836990913906053,-2.647838696755383,CM_Low,0.9255163671606426,
WD40,194,158,601159.0,0.00039177862269535927,0.08957726158887584,1103472,1.043317539115803,-0.6918949712784758,-1.8653272029064016,-3.6512810296935005,CM_Low,0.006399050837357535,**
WRC,27,325,156351.0,0.8302913614811746,-0.010123456790123457,315900,-2.695481410573053,0.5103452160367355,-2.5964521005570163,-2.5468674308944417,CM_Low,0.9255163671606426,
WW,133,219,527182.5,0.8312272007677957,0.00552465638983303,1048572,0.07529327898882471,0.37931594073494496,-2.367493908775466,-2.665445536308992,CM_Low,0.9255163671606426,
deltaCOP1,6,346,40714.0,0.35641111262764236,0.08954185399272105,74736,0.7567964282611404,0.2559058339794793,-1.4620275981275284,-2.589871268743471,CM_Low,0.5855776855921101,
eIF4E,8,344,46835.0,0.517916013943774,-0.054526001291989666,99072,0.36168769506926957,0.2621822545520712,-3.7006509844284103,-2.4628371086990577,CM_Low,0.6858887752228359,
14-3-3,121,231,535139.5,0.016145336764439407,0.06364610290230124,1006236,-0.5848626701138673,-1.1985364222208004,-2.0676605789597184,-3.5806199188470966,EM_High,0.15252886191771328,
ANK,8,344,52087.0,0.5414328178730211,0.05149790051679586,99072,-2.700546982676999,-0.9477497696376944,-1.7192578758172012,-3.097657165951764,EM_High,0.8255152750408692,
APCC,11,341,76163.0,0.07626440001819762,0.12803993009271603,135036,0.0639744232849527,-1.0215073761669131,-0.7035957809642994,-3.1706894861445702,EM_High,0.23355972505573022,
Actin,7,345,38079.0,0.16829058405994424,-0.12401656314699792,86940,-3.5308933833314367,-0.9359827331404716,-5.149284653157538,-2.9761445322581137,EM_High,0.41231193094686336,
Arc,70,282,353927.5,0.9009679721651364,-0.003919002589215355,710640,-1.281681324986048,-0.9145837016587215,-2.968398339070374,-2.9876632839639554,EM_High,0.9342301012444688,
BIR,48,304,241235.0,0.02593301649704259,-0.08155534234892788,525312,-3.27030277028934,-0.6271571172463637,-4.226716747883145,-2.598847316451323,EM_High,0.15252886191771328,
BRCT,41,311,247463.5,0.04593370477797733,0.07818776740822071,459036,-1.106721821913977,-0.9718800704768803,-1.5582194374288245,-3.3695482930049008,EM_High,0.17313473339391455,
CDC14,5,347,29907.5,0.6901649272023673,-0.04234710214537304,62460,-3.4450665928784088,-0.9521756877590513,-2.0279402695940707,-3.0051645046151547,EM_High,0.8987553027020672,
CKS1,22,330,132081.5,0.8363857311040248,0.010724670951943679,261360,-2.8552086426371206,-0.8630778984205034,-1.9562166165446955,-3.10498370506361,EM_High,0.9240998579237069,
CSL,5,347,34693.0,0.2964529395259481,0.11088696765930195,62460,-1.4504110262005137,-0.9809171224374071,-0.8708718774791606,-3.073883067464174,EM_High,0.6564165105369383,
CYCLIN,38,314,240459.0,0.0031465441031010384,0.11958040004469773,429552,0.6284621107886194,-1.1831587797030267,-1.7683548633786446,-3.372261304879672,EM_High,0.07709033052597544,
