motif,contrast,EM_coef,CM_coef,logFC,se,zscore,pvalue,Naive_coef,Low_coef,High_coef,qvalue
14-3-3,EM_vs_CM,-0.012828292750403468,-0.00721518240439034,-0.005613110346013128,0.05874815611353333,-0.09554530248005659,0.9238817086454142,,,,0.9417835945715033
BIR,EM_vs_CM,0.03811831307263738,0.11485384110943508,-0.0767355280367977,0.07581591928801833,-1.012129494140747,0.31147614187439265,,,,0.7844410852421415
BRCT,EM_vs_CM,0.005279615000078087,-0.0835779294368437,0.08885754443692179,0.13105786724309523,0.6780023687712134,0.49777019130676115,,,,0.7881361362357051
CYCLIN,EM_vs_CM,-0.45016837940768584,-0.43427820742931,-0.015890171978375833,0.0879746946982608,-0.18062207584665788,0.8566642268614835,,,,0.9417835945715033
FHA,EM_vs_CM,-0.2835435388725445,-0.2313623334262336,-0.05218120544631091,0.06138960628113916,-0.8500006533246434,0.3953247230167324,,,,0.7844410852421415
LIR,EM_vs_CM,-0.2300611270631851,-0.17254337438118567,-0.057517752681999434,0.07684257376155054,-0.7485141356727877,0.45415010198229244,,,,0.7844410852421415
MAPK,EM_vs_CM,-0.06574199808878486,-0.18538379256820653,0.11964179447942166,0.07116743807388176,1.6811311144180396,0.09273744998796546,,,,0.45132572172784186
NRP,EM_vs_CM,-0.6708922636297436,-0.7030482690147244,0.03215600538498076,0.12495028102017958,0.25735040467646114,0.796908285053229,,,,0.9417835945715033
PDZ,EM_vs_CM,-0.20920609339904006,-0.29578824121315916,0.0865821478141191,0.10279604454186171,0.842271200219773,0.39963616772619004,,,,0.7844410852421415
PP1,EM_vs_CM,-0.7732400625235014,-0.5764974486261281,-0.19674261389737335,0.11784437984303717,-1.6695120646349422,0.09501594141638776,,,,0.45132572172784186
PP4,EM_vs_CM,-0.47773550821848865,-0.5909432002490481,0.11320769203055947,0.14404941369068167,0.785894847678111,0.4319290933034148,,,,0.7844410852421415
Pex14,EM_vs_CM,-0.8043515707542405,-0.8134416396618875,0.009090068907647075,0.1244732309473798,0.07302830366386037,0.9417835945715034,,,,0.9417835945715033
SH2,EM_vs_CM,0.0651020666650299,0.047897023180699154,0.017205043484330752,0.06498424551672814,0.2647571476366815,0.7911965503614854,,,,0.9417835945715033
SH3,EM_vs_CM,-0.30417133042436023,-0.3827046718320884,0.07853334140772816,0.09613727098431281,0.8168875671594925,0.41399268347107454,,,,0.7844410852421415
SUMO,EM_vs_CM,-1.1287764587981244,-1.0766958619393088,-0.05208059685881561,0.10072436632162206,-0.5170605560576825,0.6051138871165427,,,,0.88439721963187
UBA3,EM_vs_CM,0.13618686377593095,0.29618813188206555,-0.1600012681061346,0.09348102825939038,-1.7115908017417654,0.08697210461717597,,,,0.45132572172784186
USP7,EM_vs_CM,-0.07003546572406799,-0.11914607957485937,0.04911061385079138,0.058977351589709966,0.8327029364160177,0.4050122880343927,,,,0.7844410852421415
WD40,EM_vs_CM,0.047909050047952116,0.0740665672713535,-0.02615751722340138,0.06071327631521123,-0.4308368582778627,0.6665869973040088,,,,0.9046537820554406
WW,EM_vs_CM,-0.11972306730148043,-0.2752947124715028,0.15557164517002237,0.09266634206797156,1.6788365840092105,0.09318389653023194,,,,0.45132572172784186
14-3-3,Naive_vs_CM,,-0.00721518240439034,-0.02311655493345821,0.058749853159772,-0.3934742589158826,0.6939692323869158,-0.030331737337848552,,,0.87902769435676
BIR,Naive_vs_CM,,0.11485384110943508,-0.0486706796792893,0.0758180988928116,-0.6419401223459563,0.5209120618050437,0.06618316143014578,,,0.87902769435676
BRCT,Naive_vs_CM,,-0.0835779294368437,-0.3809263685938228,0.13107073851614492,-2.9062655242985556,0.0036577091876525817,-0.46450429803066645,,,0.06949647456539905
CYCLIN,Naive_vs_CM,,-0.43427820742931,-0.16236094933935818,0.08797844264391635,-1.845462870904607,0.06497023476915252,-0.5966391567686682,,,0.617217230306949
FHA,Naive_vs_CM,,-0.2313623334262336,-0.028501807638498383,0.06139157198201896,-0.46426254807168493,0.642459653120528,-0.259864141064732,,,0.87902769435676
LIR,Naive_vs_CM,,-0.17254337438118567,-0.09369452410287421,0.07684384614972808,-1.219284676619557,0.22273616253611195,-0.2662378984840599,,,0.7325774337626348
MAPK,Naive_vs_CM,,-0.18538379256820653,-0.006403888599207236,0.07116989811063966,-0.08998029741804388,0.9283028716906769,-0.19178768116741376,,,0.9641362874671596
NRP,Naive_vs_CM,,-0.7030482690147244,-0.0326637502509175,0.12495562408851109,-0.2614028019081434,0.7937818965265493,-0.7357120192656419,,,0.9426160021252773
