motif,Naive,CM,EM,PD1_Low
SUMO,-0.912204712790683,-1.0766958619393088,-1.1287764587981244,-1.1235712018688848
Pex14,-0.9585091655474629,-0.8134416396618875,-0.8043515707542405,-0.7877488809052915
PP1,-0.6950392169193418,-0.5764974486261281,-0.7732400625235014,-0.6558170921340969
NRP,-0.7357120192656419,-0.7030482690147244,-0.6708922636297436,-0.6696704452421649
PP4,-0.5974208569107904,-0.5909432002490481,-0.47773550821848865,-0.5737937621128852
CYCLIN,-0.5966391567686682,-0.43427820742931,-0.45016837940768584,-0.44652378012760996
BRCT,-0.46450429803066645,-0.0835779294368437,0.005279615000078087,-0.235884581345163
SH3,-0.3092539428201177,-0.3827046718320884,-0.30417133042436023,-0.2869645951160675
UBA3,0.33966019164984806,0.29618813188206555,0.13618686377593095,0.2541160677313962
WW,-0.31204763081157433,-0.2752947124715028,-0.11972306730148043,-0.15208201705478822
PDZ,-0.18237146540091076,-0.29578824121315916,-0.20920609339904006,-0.2143471105084338
FHA,-0.259864141064732,-0.2313623334262336,-0.2835435388725445,-0.2385735641119912
LIR,-0.2662378984840599,-0.17254337438118567,-0.2300611270631851,-0.16423900646485967
USP7,-0.19940324593692085,-0.11914607957485937,-0.07003546572406799,-0.13251249137438625
MAPK,-0.19178768116741376,-0.18538379256820653,-0.06574199808878486,-0.07353826018044396
BIR,0.06618316143014578,0.11485384110943508,0.03811831307263738,0.06035726225267041
SH2,0.08873969552288656,0.047897023180699154,0.0651020666650299,0.029286657845410975
WD40,0.07892255136522672,0.0740665672713535,0.047909050047952116,0.05243864405484604
14-3-3,-0.030331737337848552,-0.00721518240439034,-0.012828292750403468,-0.06585665571078916
