motif,tsubset,coef,se
14-3-3,Naive,-0.030331737337848552,0.041541586271156894
BIR,Naive,0.06618316143014578,0.05361066368967998
BRCT,Naive,-0.46450429803066645,0.09268416792755363
CYCLIN,Naive,-0.5966391567686682,0.06220897450409583
FHA,Naive,-0.259864141064732,0.043409398348124774
LIR,Naive,-0.2662378984840599,0.05433554583577805
MAPK,Naive,-0.19178768116741376,0.050323465892135474
NRP,Naive,-0.7357120192656419,0.08835448231197045
PDZ,Naive,-0.18237146540091076,0.07268626340277999
PP1,Naive,-0.6950392169193418,0.08333769357668129
PP4,Naive,-0.5974208569107904,0.10186497832186273
Pex14,Naive,-0.9585091655474629,0.08802791131450896
SH2,Naive,0.08873969552288656,0.045950492664948606
SH3,Naive,-0.3092539428201177,0.06798128775797635
SUMO,Naive,-0.912204712790683,0.07122096190251546
UBA3,Naive,0.33966019164984806,0.0661013647006569
USP7,Naive,-0.19940324593692085,0.04170355771332875
WD40,Naive,0.07892255136522672,0.04293053380193633
WW,Naive,-0.31204763081157433,0.06552829678812995
14-3-3,CM,-0.00721518240439034,0.04154325283810599
BIR,CM,0.11485384110943508,0.05361232002508554
BRCT,CM,-0.0835779294368437,0.09267784800449715
CYCLIN,CM,-0.43427820742931,0.062211332257054545
FHA,CM,-0.2313623334262336,0.043411395341283805
LIR,CM,-0.17254337438118567,0.05433806354491427
MAPK,CM,-0.18538379256820653,0.05032596921751144
NRP,CM,-0.7030482690147244,0.08835945589880573
PDZ,CM,-0.29578824121315916,0.07269174504946935
PP1,CM,-0.5764974486261281,0.08333690949386785
PP4,CM,-0.5909432002490481,0.10187273218484642
Pex14,CM,-0.8134416396618875,0.08802779216555118
SH2,CM,0.047897023180699154,0.045952935136559514
SH3,CM,-0.3827046718320884,0.06798537025548551
SUMO,CM,-1.0766958619393088,0.07123045477287845
UBA3,CM,0.29618813188206555,0.06610410282043994
USP7,CM,-0.11914607957485937,0.04170519955666816
WD40,CM,0.0740665672713535,0.042932696616738764
WW,CM,-0.2752947124715028,0.0655309998451769
14-3-3,EM,-0.012828292750403468,0.041539186202539914
BIR,EM,0.03811831307263738,0.05360758117109111
BRCT,EM,0.005279615000078087,0.09266596492544658
CYCLIN,EM,-0.45016837940768584,0.06220367389515319
FHA,EM,-0.2835435388725445,0.043406618318823725
LIR,EM,-0.2300611270631851,0.05433374635057107
MAPK,EM,-0.06574199808878486,0.05031998672811716
NRP,EM,-0.6708922636297436,0.0883469256980052
PDZ,EM,-0.20920609339904006,0.07268381508365783
PP1,EM,-0.7732400625235014,0.08332020989292396
PP4,EM,-0.47773550821848865,0.10184390026812454
Pex14,EM,-0.8043515707542405,0.08800393757632824
SH2,EM,0.0651020666650299,0.04594866611462792
SH3,EM,-0.30417133042436023,0.06797326168086786
SUMO,EM,-1.1287764587981244,0.07121530933543173
UBA3,EM,0.13618686377593095,0.06609803502932328
USP7,EM,-0.07003546572406799,0.041701370846469195
WD40,EM,0.047909050047952116,0.04292884207781822
WW,EM,-0.11972306730148043,0.0655189973332143
14-3-3,High,0.03759321987197865,0.03391952077858592
BIR,High,0.07453190261784282,0.04377380907775433
BRCT,High,-0.0545702522879829,0.07566985201920938
CYCLIN,High,-0.5592203408106917,0.05079539627348391
FHA,High,-0.2819009266168455,0.0354453486846608
LIR,High,-0.3031046573588385,0.04436575057524488
MAPK,High,-0.21104622656688207,0.04108984135044695
NRP,High,-0.7321312357574303,0.07214325104409135
PDZ,High,-0.24495619225378862,0.059349867396445495
PP1,High,-0.7413735815834259,0.06805523781847703
PP4,High,-0.5050634615957738,0.0831810726775978
Pex14,High,-0.9434806323536655,0.07188041360535816
SH2,High,0.12199964638865418,0.03751950981705403
SH3,High,-0.39178313483829774,0.05550846521855578
SUMO,High,-0.926946555664619,0.05815521095228132
UBA3,High,0.22811131309599847,0.05397433149846341
USP7,High,-0.10809510585320385,0.034051457267512325
WD40,High,0.08146495043894449,0.035053532136777546
WW,High,-0.3197742904268369,0.053506333625963264
14-3-3,Low,-0.06585665571078916,0.033917111809252394
BIR,Low,0.06035726225267041,0.043771077075530226
BRCT,Low,-0.235884581345163,0.07566635975801383
CYCLIN,Low,-0.44652378012760996,0.05078976017527153
FHA,Low,-0.2385735641119912,0.035441623810739314
LIR,Low,-0.16423900646485967,0.04436391507884187
MAPK,Low,-0.07353826018044396,0.041086998999453964
NRP,Low,-0.6696704452421649,0.07213685126965189
PDZ,Low,-0.2143471105084338,0.05934719073298054
PP1,Low,-0.6558170921340969,0.06802856943362248
PP4,Low,-0.5737937621128852,0.08315765033510944
Pex14,Low,-0.7877488809052915,0.07185660046822188
SH2,Low,0.029286657845410975,0.037517476250106395
SH3,Low,-0.2869645951160675,0.05550171643568386
SUMO,Low,-1.1235712018688848,0.05814879759957775
UBA3,Low,0.2541160677313962,0.053968736883223796
USP7,Low,-0.13251249137438625,0.034049624640423916
WD40,Low,0.05243864405484604,0.035051757904440595
WW,Low,-0.15208201705478822,0.053497307392172684
