motif,contrast,log_effect,se_log_effect,z,logFC,pvalue,qvalue,neglog10_q
PCNA,PD1Low-PD1High pooled_Tsubset,-0.026368972380041877,0.04037270472288432,-0.6531386133536713,-0.038042385686024464,0.513666920825927,0.6991577533464006,0.15542482185370204
EVH1,PD1Low-PD1High pooled_Tsubset,0.01609578097066211,0.025557272470182583,0.6297925958038323,0.023221303385609172,0.5288302906004774,0.7003428172817133,0.15468932111633765
NRBOX,PD1Low-PD1High pooled_Tsubset,0.04652898854047777,0.08228270951404476,0.5654771071015324,0.06712714102492669,0.5717492911802368,0.7372556649429369,0.1323818817208836
Clathr,PD1Low-PD1High pooled_Tsubset,-0.036526319264122864,0.07650672563227198,-0.4774262519047786,-0.052696339664277066,0.6330586242651901,0.7953813484357516,0.09942459736613883
CDC14,PD1Low-PD1High pooled_Tsubset,0.04292556404194087,0.09939179395103619,0.4318823751494764,0.0619284983706697,0.6658269051304533,0.8107719857504886,0.09110126570690974
PP4,PD1Low-PD1High pooled_Tsubset,-0.014722048317232339,0.03799069965860213,-0.3875171673470053,-0.021239426098998804,0.6983733781376285,0.8107719857504886,0.09110126570690974
IRF7,PD1Low-PD1High pooled_Tsubset,-0.02513765515758637,0.0652937620175677,-0.38499321192157565,-0.03626597043542673,0.7002424447528257,0.8107719857504886,0.09110126570690974
deltaCOP1,PD1Low-PD1High pooled_Tsubset,-0.04392481256358724,0.1206570222080002,-0.36404688065204704,-0.06337010925746454,0.7158230020613148,0.8107719857504886,0.09110126570690974
PP1,PD1Low-PD1High pooled_Tsubset,0.007931622688300721,0.022809470667101386,0.3477337463924877,0.01144291271861384,0.7280401504698265,0.8107719857504886,0.09110126570690974
REV1ctd,PD1Low-PD1High pooled_Tsubset,0.02025197686307273,0.06287199184639528,0.3221144466450344,0.029217426588553055,0.7473659942486317,0.8137985270707323,0.08948310053045054
TYR,PD1Low-PD1High pooled_Tsubset,-0.00913382525418166,0.034208694997163426,-0.2670030310989365,-0.013177324398554256,0.7894668273110197,0.8409537943095644,0.07522786559050604
WD40,PD1Low-PD1High pooled_Tsubset,0.0013302278216563712,0.017552482125781976,0.07578573857098336,0.0019191130815561753,0.9395895624639229,0.971338089389484,0.012629580802624859
MSH2,PD1Low-PD1High pooled_Tsubset,0.0051544534855406665,0.08477084535242117,0.06080455449172241,0.007436304482082352,0.9515148630754129,0.971338089389484,0.012629580802624859
UBA3,PD1Low-PD1High pooled_Tsubset,0.0006534143147374216,0.0435548758683345,0.015002093375554087,0.0009426775915175386,0.9880305102987622,0.9880305102987623,0.005229644228358586
