CCD,contrast,effect,EM_effect,CM_effect,overall_pvalue,overall_qvalue,max_pip,contrast_max_pip,Naive_effect,Low_effect,High_effect
ACKR4-1,EM_vs_CM,-0.4655614228482368,-0.12733474903755798,0.33822667381067884,0.0,0.0,1.0,1.0,,,
ACKR4-1,Naive_vs_CM,-0.5809289897123076,,0.33822667381067884,0.0,0.0,1.0,1.0,-0.24270231590162872,,
ACKR4-1,Naive_vs_EM,-0.11536756686407074,-0.12733474903755798,,0.0,0.0,1.0,1.0,-0.24270231590162872,,
ACKR4-1,PD1Low_vs_PD1High,0.18612976465856013,,,0.0,0.0,1.0,1.0,,0.08246141861977745,-0.10366834603878268
ADGRF5-1,EM_vs_CM,-0.06122001339708122,0.04115879950810336,0.10237881290518458,4.42899714741724e-181,4.982621790844395e-181,1.0,1.0,,,
ADGRF5-1,Naive_vs_CM,-0.29894047633898047,,0.10237881290518458,4.42899714741724e-181,4.982621790844395e-181,1.0,1.0,-0.19656166343379589,,
ADGRF5-1,Naive_vs_EM,-0.23772046294189925,0.04115879950810336,,4.42899714741724e-181,4.982621790844395e-181,1.0,1.0,-0.19656166343379589,,
ADGRF5-1,PD1Low_vs_PD1High,-0.01167916718741572,,,4.42899714741724e-181,4.982621790844395e-181,1.0,1.0,,-0.02351426726721051,-0.011835100079794788
ADGRG1-1,EM_vs_CM,0.00915632410768158,0.008825028562971904,-0.0003312955447096755,0.0,0.0,1.0,1.0,,,
ADGRG1-1,Naive_vs_CM,-0.06973403107832332,,-0.0003312955447096755,0.0,0.0,1.0,1.0,-0.070065326623033,,
ADGRG1-1,Naive_vs_EM,-0.0788903551860049,0.008825028562971904,,0.0,0.0,1.0,1.0,-0.070065326623033,,
ADGRG1-1,PD1Low_vs_PD1High,0.08959018324086791,,,0.0,0.0,1.0,1.0,,0.024271227085510366,-0.06531895615535754
CLN3-1,EM_vs_CM,-0.05667313914568517,-0.4148356412842483,-0.35816250213856315,0.0,0.0,1.0,1.0,,,
CLN3-1,Naive_vs_CM,0.8091313858248698,,-0.35816250213856315,0.0,0.0,1.0,1.0,0.4509688836863066,,
CLN3-1,Naive_vs_EM,0.8658045249705549,-0.4148356412842483,,0.0,0.0,1.0,1.0,0.4509688836863066,,
CLN3-1,PD1Low_vs_PD1High,-0.523746797648179,,,0.0,0.0,1.0,1.0,,-0.36921648540292445,0.15453031224525451
DCST1-1,EM_vs_CM,0.4039899800536681,-0.07971131785775903,-0.48370129791142713,1.389711576936076e-141,1.500888503090962e-141,1.0,1.0,,,
DCST1-1,Naive_vs_CM,0.9086639636171903,,-0.48370129791142713,1.389711576936076e-141,1.500888503090962e-141,1.0,1.0,0.42496266570576313,,
DCST1-1,Naive_vs_EM,0.5046739835635221,-0.07971131785775903,,1.389711576936076e-141,1.500888503090962e-141,1.0,1.0,0.42496266570576313,,
DCST1-1,PD1Low_vs_PD1High,-0.5128120558888828,,,1.389711576936076e-141,1.500888503090962e-141,1.0,1.0,,-0.30255601129891574,0.21025604458996705
GPR143-1,EM_vs_CM,0.15388227664449505,-0.062477126228542956,-0.216359402873038,0.0,0.0,1.0,1.0,,,
GPR143-1,Naive_vs_CM,0.37923887178677484,,-0.216359402873038,0.0,0.0,1.0,1.0,0.16287946891373684,,
GPR143-1,Naive_vs_EM,0.2253565951422798,-0.062477126228542956,,0.0,0.0,1.0,1.0,0.16287946891373684,,
GPR143-1,PD1Low_vs_PD1High,0.010157958196274151,,,0.0,0.0,1.0,1.0,,-0.033573374297810966,-0.04373133249408512
MCOLN2-1,EM_vs_CM,1.282301345624754,-0.08438530465117688,-1.366686650275931,0.0,0.0,1.0,1.0,,,
MCOLN2-1,Naive_vs_CM,1.0522805472108079,,-1.366686650275931,0.0,0.0,1.0,1.0,-0.3144061030651232,,
MCOLN2-1,Naive_vs_EM,-0.2300207984139463,-0.08438530465117688,,0.0,0.0,1.0,1.0,-0.3144061030651232,,
MCOLN2-1,PD1Low_vs_PD1High,0.4882953612851511,,,0.0,0.0,1.0,1.0,,-0.34434500535483475,-0.8326403666399859
MMD-1,EM_vs_CM,0.09251847816803416,-0.10776231507170853,-0.20028079323974268,0.0,0.0,1.0,1.0,,,
MMD-1,Naive_vs_CM,0.4199567987661702,,-0.20028079323974268,0.0,0.0,1.0,1.0,0.21967600552642752,,
MMD-1,Naive_vs_EM,0.32743832059813605,-0.10776231507170853,,0.0,0.0,1.0,1.0,0.21967600552642752,,
MMD-1,PD1Low_vs_PD1High,-0.5374887104112,,,0.0,0.0,1.0,1.0,,-0.29820005613394124,0.23928865427725876
OR1E3-1,EM_vs_CM,-0.04798309803497325,-0.21251314128995435,-0.1645300432549811,0.0,0.0,1.0,1.0,,,
OR1E3-1,Naive_vs_CM,0.3638945028844659,,-0.1645300432549811,0.0,0.0,1.0,1.0,0.1993644596294848,,
OR1E3-1,Naive_vs_EM,0.41187760091943915,-0.21251314128995435,,0.0,0.0,1.0,1.0,0.1993644596294848,,
OR1E3-1,PD1Low_vs_PD1High,0.2711261833009048,,,0.0,0.0,1.0,1.0,,0.07633685001196884,-0.19478933328893597
OR2K2-1,EM_vs_CM,-0.10849404098472831,-0.07402275588361656,0.03447128510111175,0.0,0.0,1.0,1.0,,,
OR2K2-1,Naive_vs_CM,-0.03205036131314054,,0.03447128510111175,0.0,0.0,1.0,1.0,0.0024209237879712076,,
OR2K2-1,Naive_vs_EM,0.07644367967158777,-0.07402275588361656,,0.0,0.0,1.0,1.0,0.0024209237879712076,,
