CCD,total_counts,g_statistic,df,pvalue,Naive_High_prop,Naive_Low_prop,CM_High_prop,CM_Low_prop,EM_High_prop,EM_Low_prop,Naive_High_effect,Naive_Low_effect,CM_High_effect,CM_Low_effect,EM_High_effect,EM_Low_effect,Naive_High_se,Naive_Low_se,CM_High_se,CM_Low_se,EM_High_se,EM_Low_se,qvalue,Naive_High_pip,Naive_Low_pip,CM_High_pip,CM_Low_pip,EM_High_pip,EM_Low_pip,max_pip,Naive_High_ci_excludes_zero,Naive_Low_ci_excludes_zero,CM_High_ci_excludes_zero,CM_Low_ci_excludes_zero,EM_High_ci_excludes_zero,EM_Low_ci_excludes_zero,significant_pip
ACKR4-1,35529,1866.2952670425664,5,0.0,0.12313884432435475,0.1415463424244983,0.17202848377381857,0.20521264319288468,0.10045315094711363,0.2576205353373301,-0.2946990016152504,-0.190705630188007,0.15373563114639865,0.522717716474959,-0.1700416676474963,-0.08462783042761968,0.016250202413529816,0.015326621713204874,0.014182427580492615,0.013285674692116285,0.017772860800988343,0.012224855906795819,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999169052,1.0,True,True,True,True,True,True,True
ADGRF5-1,54360,848.1468815762746,5,4.42899714741724e-181,0.1364974245768948,0.13863134657836645,0.17740986019131713,0.13519131714495952,0.11142384105960265,0.30084621044885945,-0.17615673746346738,-0.2169665894041244,0.19350082784481137,0.011256797965557785,-0.052849390620728354,0.13516698963693508,0.012629468572611097,0.012543858094371649,0.011385343736503191,0.01270003546401778,0.013792679770788746,0.009474351933717916,4.982621790844395e-181,1.0,1.0,1.0,0.42410554481045465,0.9987944736710627,1.0,1.0,True,True,True,False,True,True,True
ADGRG1-1,166110,5598.601044364856,5,0.0,0.11358738185539703,0.20297995304316416,0.17711155258563602,0.11346095960508097,0.11760881343687918,0.2752513394738426,-0.40858752564093326,0.26845687239486726,0.20245767543923643,-0.20312026652865578,0.010172981735624198,0.00747707539031961,0.007959273693195988,0.006383349287717804,0.006715588906980067,0.007997820714868976,0.007917925147415341,0.005709945213353787,0.0,1.0,1.0,1.0,1.0,0.4144393251671834,0.34515523169690304,1.0,True,True,True,True,False,False,True
CLN3-1,8838,2536.0803938614263,5,0.0,0.37780040733197556,0.13102511880515955,0.11835256845440145,0.09153654673002942,0.07920343969223806,0.20208191898619599,1.1802233587270559,-0.27828559135444264,-0.2866617368903528,-0.4296632673867735,-0.4299706851009395,-0.39970059746755715,0.022016479011656064,0.03157535078646882,0.03298247128385229,0.03693918524335569,0.039443601890155534,0.026532372942209215,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True
DCST1-1,5095,665.5327686555448,5,1.389711576936076e-141,0.26457311089303237,0.19509322865554465,0.12443572129538763,0.06889106967615309,0.13974484789008831,0.20726202158979393,0.6520551936104808,0.19787013780104545,-0.2290750387473608,-0.7383275570754935,0.20778797890678113,-0.3672106146222992,0.03181330820961061,0.03539934380251726,0.04248448235610805,0.05535025194567182,0.040459780184591725,0.0345948737930773,1.500888503090962e-141,1.0,0.9999998722085996,0.9999996764530817,1.0,0.9999987136650431,1.0,1.0,True,True,True,True,True,True,True
GPR143-1,289937,14864.492585207574,5,0.0,0.21945802019059313,0.14874265788774801,0.11388336086805065,0.12789330095848409,0.0971004045706481,0.292922255524476,0.47398712790691233,-0.14822819007943866,-0.37210726393384674,-0.060611541812229275,-0.23307386145532094,0.10811960899823503,0.004917398182339752,0.005558795859109086,0.006168475431794611,0.005943086271814562,0.0066493039670897786,0.004387291382252136,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True
MCOLN2-1,3083,2175.234664172185,5,0.0,0.23580927667855983,0.06065520596821278,0.03957184560493026,0.04184236133636069,0.027894907557573793,0.5942264028543627,0.4975743807537574,-1.1263865868840037,-1.46797624657731,-1.2653970539745516,-1.5275192340964048,1.358748624794051,0.042465577893621716,0.07547268116335866,0.09240086239708348,0.08996840574016879,0.10938880023995852,0.03670780045591468,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True
MMD-1,129343,9621.012029076464,5,0.0,0.21828780838545572,0.16784054800027834,0.18818954253419204,0.0748320357499053,0.11807364913447191,0.23277641619569672,0.42488347726868936,0.014468533784165682,0.27823922341684426,-0.6788008098963296,0.014743262146242664,-0.23026789228965971,0.006995584840663464,0.007666824562725997,0.007371390274493259,0.010754909038808162,0.008879640958272322,0.006757232114284817,0.0,1.0,0.6404378931481054,1.0,1.0,0.5797516012516161,1.0,1.0,True,True,True,True,True,True,True
OR1E3-1,26165,1987.0494039435725,5,0.0,0.2257978215172941,0.1595260844639786,0.09256640550353526,0.1633862029428626,0.07689661761895662,0.2818268679533728,0.4463967386909842,-0.04766781943201459,-0.565621410478556,0.23656132396859375,-0.4651433280792361,0.040117045499327375,0.014900877644214917,0.01697982315651492,0.02141260990349126,0.01683760604610499,0.023297858088432672,0.013823921912572163,0.0,1.0,0.9714710356154904,1.0,1.0,1.0,0.9732467871253259,1.0,True,True,True,True,True,True,True
OR2K2-1,162207,5455.582533615995,5,0.0,0.14945101012903267,0.1759480170399551,0.20589740270148638,0.10136430610269594,0.11273866109354097,0.25460060293328896,-0.07140530636653519,0.07624715394247761,0.40603799999284873,-0.33709542979062523,-0.04132947794954367,-0.10671603381768946,0.007218255053551755,0.006783129560224002,0.006444965640922257,0.008471439104939974,0.008142075433419582,0.005907387479574967,0.0,1.0,1.0,1.0,1.0,0.9999920070715336,1.0,1.0,True,True,True,True,True,True,True
