CCD,total_counts,g_statistic,df,pvalue,Naive_High_prop,Naive_Low_prop,CM_High_prop,CM_Low_prop,EM_High_prop,EM_Low_prop,Naive_High_effect,Naive_Low_effect,CM_High_effect,CM_Low_effect,EM_High_effect,EM_Low_effect,Naive_High_se,Naive_Low_se,CM_High_se,CM_Low_se,EM_High_se,EM_Low_se,qvalue,Naive_High_pip,Naive_Low_pip,CM_High_pip,CM_Low_pip,EM_High_pip,EM_Low_pip,max_pip,Naive_High_ci_excludes_zero,Naive_Low_ci_excludes_zero,CM_High_ci_excludes_zero,CM_Low_ci_excludes_zero,EM_High_ci_excludes_zero,EM_Low_ci_excludes_zero,significant_pip
ACKR1-1,115574,1672.8619952189902,5,0.0,0.19076089777977745,0.16935469915378892,0.1736549743021787,0.1423676605464897,0.10775780019727621,0.21610396802048903,0.043096076500527714,0.09139347470347525,0.05576329097298638,0.2272260929723764,-0.16032125540923858,-0.20129903231579682,0.007496025143792867,0.007852842270021641,0.007774907443409439,0.00843025153879733,0.009496697849055075,0.007154599245607431,0.0,0.9999998718335228,1.0,0.9999999999874166,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True
ACKR2-1,131,7.641628896220061,5,0.17712354649527787,0.183206106870229,0.16030534351145037,0.1297709923664122,0.16793893129770993,0.16793893129770993,0.19083969465648856,-0.006711760570871084,0.02541343498753168,-0.28741898037240055,0.4220811517531704,0.3535936934078556,-0.3568806718699076,0.22585969396008584,0.2381388588222364,0.25999156074762775,0.23372860683419774,0.23372858469742736,0.22233774780575138,0.18298652103083585,0.9365715098404112,0.9395535153291171,0.9657243813340809,0.9846166063908114,0.9765815650064067,0.9786685195329666,0.9846166063908114,False,False,False,True,False,False,True
ACKR3-1,2615,751.8348638242668,5,3.032968851126909e-160,0.24053537284894838,0.20994263862332696,0.04780114722753346,0.03938814531548757,0.0841300191204589,0.37820267686424475,0.3383373387989723,0.3561221854049337,-1.3762044499386648,-1.1717617165742755,-0.43363323890522043,0.5905364298383893,0.04575467296003969,0.048017497979870136,0.09166110872462774,0.1005337322074633,0.07044987587249474,0.0403266703188047,3.8185786172362145e-160,0.9999999999995135,0.9999999999995998,1.0,1.0,0.9999999984639296,1.0,1.0,True,True,True,True,True,True,True
ACKR4-2,21642,2343.764475052606,5,0.0,0.11810368727474356,0.15973569910359486,0.22040476850568338,0.0852509010257832,0.07259033361057203,0.34391461047962296,-0.5226490881414714,0.02118511165079484,0.35243786909592,-0.3508057697606559,-0.593882000940334,0.4420083930726527,0.021065874640659468,0.01855850136273218,0.016403228744383068,0.02434589218073279,0.02620218206768484,0.014314112623288015,0.0,1.0,0.7115298027118179,1.0,1.0,1.0,1.0,1.0,True,False,True,True,True,True,True
ADCYAP1R1-1,6130,1932.6544647288983,5,0.0,0.23947797716150082,0.29804241435562806,0.11207177814029363,0.018433931484502446,0.054812398042414355,0.2771615008156607,0.33256718755928416,0.8248720145403531,-0.45423474540761055,-1.9526943153696603,-0.893651416955993,0.1291152588603922,0.029930577059202716,0.027926703782506297,0.04049047697428996,0.09495239638147317,0.056115744216361126,0.02853727490515181,0.0,1.0,1.0,1.0,1.0,1.0,0.9999814733865574,1.0,True,True,True,True,True,True,True
ADGRA1-2,3345,1806.451968256563,5,0.0,0.07952167414050822,0.14409566517189837,0.035575485799701045,0.3411061285500747,0.08370702541106129,0.3159940209267564,-0.960849710279851,-0.10031673263841312,-1.684374329564555,1.3641696290527399,-0.43914145801850113,0.3154640483043496,0.0639086814988998,0.04923547649603604,0.09334610421947012,0.036473949698327256,0.062433058375820076,0.0371920498891498,0.0,1.0,0.9640248464227514,1.0,1.0,0.9999999999946928,0.9999999999999998,1.0,True,True,True,True,True,True,True
ADGRA2-2,97,256.842322443597,5,1.8697337118750417e-53,0.010309278350515464,0.0,0.0,0.0,0.0,0.9896907216494846,-3.076287296032687,-12.134140691441262,-12.19994516586576,-11.79312665959893,-11.861613883564512,5.652039687565688,1.0051949099368298,101.53466728149304,101.53466728145884,101.53466728171415,101.53466728166319,1.0051948957800505,2.0880453693821089e-53,0.9930251460815321,0.9778404336403471,0.9778404337064474,0.9778404333035269,0.9778404333704014,0.9997088796128628,0.9997088796128628,True,False,False,False,False,True,True
ADGRA3-2,6564,1432.4661433000547,5,1.2699417541763631e-307,0.24314442413162707,0.2748324192565509,0.061547836684948204,0.1291895185862279,0.06139549055453992,0.22989031078610603,0.35260069543572814,0.7112534235673994,-1.1089546678037774,0.11425782820231833,-0.7732396723885175,-0.12126345123787341,0.02877490193212212,0.027650807673101047,0.051358909848935624,0.036802134453712755,0.051418817851770146,0.029336433145873437,1.873322040364635e-307,1.0,1.0,1.0,0.9967910048834566,1.0,0.999902355099317,1.0,True,True,True,True,True,True,True
ADGRB3-1,6175,4488.449368829786,5,0.0,0.08923076923076922,0.09376518218623482,0.02688259109311741,0.016680161943319838,0.24663967611336032,0.5268016194331984,-0.8350826563700375,-0.5871957183598389,-1.9735897707307968,-2.054455506953494,0.8374295791244009,1.195182596874553,0.04464114389379429,0.04365746410665819,0.07868078454415449,0.09936615381355238,0.02952548212215179,0.025490228605515346,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True
ADGRD1-1,40626,2646.031144384784,5,0.0,0.20152119332447202,0.1676266430364791,0.22830207256436766,0.11596022251759956,0.12957219514596563,0.15701767341111603,0.11134813076704675,0.07889877047906557,0.39803059793853834,-0.008877199548018577,0.04919432718251815,-0.5933362459921265,0.012373858729302661,0.013288122268644448,0.011826504735580773,0.01550216505416513,0.014779805265380678,0.013640965063920136,0.0,1.0,0.9999999758140928,1.0,0.5586968398484672,0.9961687813382241,1.0,1.0,True,True,True,False,True,True,True
