ELM,n_with,n_without,u_stat,pvalue,cliff_delta,n_pairs,mean_with,mean_without,median_with,median_without,phenotype,qvalue,sig_stars
14-3-3,20,52,18939.0,0.8508860347894596,0.011698717948717949,37440,-3.5568972242702435,-1.896604723040466,-4.9872194087596124,-5.125523312404634,Naive_High,0.9840244488274827,
ANK,1,71,1515.0,0.44564682500382147,0.18544600938967137,2556,3.9183035239873107,-2.446192867711217,-4.584576258332907,-5.189183232916506,Naive_High,0.8387257142788307,
APCC,18,54,17473.0,0.9840244488274826,-0.001314586191129401,34992,-5.466033207024631,-1.3217183769826994,-5.238766851680264,-5.019932305618334,Naive_High,0.9840244488274827,
Actin,1,71,866.0,0.17999752267155109,-0.3223787167449139,2556,-19.967212578686954,-2.1097771479552416,-23.544064650066723,-4.9367513410878585,Naive_High,0.5277355125683674,
Arc,17,55,17004.0,0.8749055138152102,0.01033868092691622,33660,4.6898425220527065,-4.536158417425548,-5.5352694350705685,-4.9367513410878585,Naive_High,0.9840244488274827,
BIR,19,53,17271.0,0.45498864300837627,-0.04716981132075472,36252,-6.711106161717873,-0.7971768492616892,-5.383912402583489,-4.9367513410878585,Naive_High,0.8387257142788307,
BRCT,2,70,3171.0,0.12716376668803997,0.25833333333333336,5040,8.199184326362369,-2.6594251248033403,1.9722650106884254,-5.2706688633078596,Naive_High,0.4598384541479937,
CKS1,2,70,3215.0,0.10340628279250952,0.2757936507936508,5040,13.912633811479282,-2.8226665386638237,15.164311721126646,-5.189183232916506,Naive_High,0.4598384541479937,
CSL,1,71,1089.0,0.54396689963835,-0.14788732394366197,2556,-10.113956540616647,-2.2485554020125695,-13.31496540906459,-5.044037682013281,Naive_High,0.8387257142788307,
CYCLIN,16,56,17079.0,0.3782984600338436,0.05896577380952381,32256,-3.202463217988179,-2.1164639034946098,-4.354556600110982,-5.332772071250531,Naive_High,0.8387257142788307,
Clathr,3,69,3156.0,0.27209228255374573,-0.1529790660225443,7452,-10.052425000539532,-2.02324804466508,-7.549669526252504,-4.9367513410878585,Naive_High,0.6972364740439735,
DLG,1,71,1653.0,0.22362887528827285,0.2934272300469484,2556,2.1446356198297654,-2.4212116296244908,0.8067588874237265,-5.2706688633078596,Naive_High,0.6112522591212791,
FHA,20,52,21354.0,0.023466665902645265,0.1407051282051282,37440,-1.382439897697363,-2.7329344640300346,-2.0077331169487422,-6.155989535778423,Naive_High,0.292505336460405,
IRF7,1,71,1294.0,0.9603172393025647,0.012519561815336464,2556,-7.937437175118736,-2.2792106043435267,2.880899622495994,-5.189183232916506,Naive_High,0.9840244488274827,
Integrin,1,71,1488.0,0.49973133480753446,0.1643192488262911,2556,10.88923498127595,-2.544375000912465,-3.2377574853943223,-5.044037682013281,Naive_High,0.8387257142788307,
