ELM,effect,se,zscore,pvalue,contrast,pip,ci_excludes_zero,significant_pip,qvalue
14-3-3,0.07106500641733351,0.04676090269549322,1.5197526634613645,0.12857315023640806,EM_vs_CM,0.0971961849420832,False,False,0.9978214420325323
ANK,0.01324428153041972,0.2040621895937811,0.06490316288766974,0.9482511022859428,EM_vs_CM,0.09709780435915677,False,False,0.9978214420325323
APCC,0.05150039570100201,0.13372945775699424,0.3851088351422592,0.7001567824111609,EM_vs_CM,0.0970940532490896,False,False,0.9978214420325323
Actin,-0.0041019660072227244,0.2696018722039223,-0.015214901787180718,0.9878607331313793,EM_vs_CM,0.09709941161007954,False,False,0.9978214420325323
Arc,0.022071450003728416,0.06004405266592554,0.3675876131567942,0.713180752412985,EM_vs_CM,0.09706365243035461,False,False,0.9978214420325323
BIR,-0.09417275301721517,0.06396345795600697,-1.4722898984289696,0.1409426099626768,EM_vs_CM,0.09714669837492473,False,False,0.9978214420325323
BRCT,-0.03312523909094922,0.08477231246105078,-0.3907554026695784,0.6959780426956454,EM_vs_CM,0.09708293715810587,False,False,0.9978214420325323
CDC14,-0.008046097114353836,0.2624000281876467,-0.030663476562586098,0.9755379189372698,EM_vs_CM,0.09709929213949302,False,False,0.9978214420325323
CKS1,-0.06159879872092263,0.09584758493200002,-0.6426744999847882,0.5204353306652272,EM_vs_CM,0.09709147920870768,False,False,0.9978214420325323
CSL,-0.010065538067124914,0.17134711818577025,-0.05874355036547571,0.9531563710339725,EM_vs_CM,0.09709621767031518,False,False,0.9978214420325323
CYCLIN,-0.0638341386915125,0.08279572292535536,-0.7709835295364507,0.4407166942366957,EM_vs_CM,0.09709222550564674,False,False,0.9978214420325323
Clathr,-0.029082819112034593,0.24946693788446184,-0.11657985366182678,0.9071930032963779,EM_vs_CM,0.09709908009702026,False,False,0.9978214420325323
DLG,0.024839967294457806,0.1893793543833843,0.13116512819117102,0.8956446812563813,EM_vs_CM,0.09709725227408351,False,False,0.9978214420325323
EVH1,0.0006584029754214266,0.14146227246799511,0.004654265507931705,0.9962864468166297,EM_vs_CM,0.09709368218913417,False,False,0.9978214420325323
FHA,0.001444313006252574,0.044785951304319546,0.03224924254569249,0.974273286707957,EM_vs_CM,0.0970228821158653,False,False,0.9978214420325323
GBD,0.0004918522967059915,0.18013790405242186,0.002730420892222981,0.9978214420325323,EM_vs_CM,0.09709671219698589,False,False,0.9978214420325323
IRF7,0.005482683126874832,0.2126485820170955,0.025782834171139978,0.9794305536451524,EM_vs_CM,0.0970980913118487,False,False,0.9978214420325323
Integrin,0.00817114636116431,0.27644298694575553,0.02955816116531716,0.9764194332746049,EM_vs_CM,0.09709951931914174,False,False,0.9978214420325323
LIR,0.05025564792518504,0.05087138187155632,0.9878962606534666,0.32320345698704944,EM_vs_CM,0.09710007630948474,False,False,0.9978214420325323
LYPXL,0.0025782700022556494,0.4188948659401985,0.00615493340189021,0.9950891046726241,EM_vs_CM,0.09710068626817925,False,False,0.9978214420325323
MAPK,-0.07188083986716304,0.062480556685980154,-1.1504513352598247,0.2499580269159971,EM_vs_CM,0.09711467162468652,False,False,0.9978214420325323
MSH2,-0.010997934081048396,0.15349023037063775,-0.07165233939965648,0.9428785862637099,EM_vs_CM,0.09709490688237604,False,False,0.9978214420325323
MYND,0.0293439770827136,0.192002045195882,0.15283158600095456,0.878531088307746,EM_vs_CM,0.09709739631250192,False,False,0.9978214420325323
NRP,0.014910447997832072,0.14619971295285197,0.101986848651615,0.918767113905485,EM_vs_CM,0.09709426300413955,False,False,0.9978214420325323
PCNA,-0.005479945427602682,0.33822627280329914,-0.016202009921297958,0.9870732319894389,EM_vs_CM,0.097100205182871,False,False,0.9978214420325323
PDZ,0.07498958950874016,0.049721682085240373,1.508186898829805,0.13150669940223317,EM_vs_CM,0.09718303242859924,False,False,0.9978214420325323
PP1,-0.02065447796940205,0.1026285078165078,-0.20125478201759234,0.8404993578255577,EM_vs_CM,0.09708717686061774,False,False,0.9978214420325323
PP2A,-0.0017243497761588473,0.09425659536739879,-0.01829420816058099,0.9854041479129907,EM_vs_CM,0.09708378889534965,False,False,0.9978214420325323
PP2B,-0.00195777090919182,0.17047828046553612,-0.01148399024113575,0.9908373028898151,EM_vs_CM,0.09709614473009806,False,False,0.9978214420325323
PP4,-0.034801609939842146,0.09572577876155032,-0.36355525533547006,0.7161901445057667,EM_vs_CM,0.09708660619446867,False,False,0.9978214420325323
PTB,0.032127605926613755,0.08566045809749473,0.3750576011401622,0.7076176285624742,EM_vs_CM,0.0970830627322708,False,False,0.9978214420325323
Pex14,0.037819440064846416,0.08837097294107837,0.4279622460427436,0.6686786074397475,EM_vs_CM,0.09708504165490667,False,False,0.9978214420325323
REV1ctd,0.04876711889838554,0.09767326501500845,0.499288304643978,0.6175762930987378,EM_vs_CM,0.09708913904388047,False,False,0.9978214420325323
SH2,0.010270208632659008,0.04830042676577699,0.21263184034506108,0.8316141343044803,EM_vs_CM,0.09703689670566663,False,False,0.9978214420325323
SH3,-0.04438954867018645,0.0483830623329102,-0.917460502288063,0.35890138118044,EM_vs_CM,0.09709085523105004,False,False,0.9978214420325323
SUMO,-0.040910397721227135,0.07578693252930864,-0.5398080692262627,0.5893294016616413,EM_vs_CM,0.09708207211391406,False,False,0.9978214420325323
TRAF2like,0.015604075292559857,0.08354935894451165,0.18676475187467476,0.8518450845166893,EM_vs_CM,0.09707971878105516,False,False,0.9978214420325323
TRAF4,-0.026462815756842582,0.14663045900014757,-0.18047284266371935,0.8567813727446444,EM_vs_CM,0.09709446908482457,False,False,0.9978214420325323
TRAF6,0.0374460914873216,0.0948321002726055,0.39486725886781604,0.6929408542408367,EM_vs_CM,0.09708674016784569,False,False,0.9978214420325323
TRFH,0.01573711106909085,0.1753813739166682,0.08973080047011309,0.9285011394262817,EM_vs_CM,0.09709648553545093,False,False,0.9978214420325323
TYR,0.026557401341267967,0.07070665661722746,0.37559973292242105,0.7072144893489548,EM_vs_CM,0.09707441486811938,False,False,0.9978214420325323
UBA3,-0.04487074240891354,0.11716601300266595,-0.3829672211163537,0.7017440684172402,EM_vs_CM,0.09709175374454206,False,False,0.9978214420325323
USP7,-0.03396658344698195,0.04403101410689372,-0.7714240549745587,0.4404556214638946,EM_vs_CM,0.09706853211075621,False,False,0.9978214420325323
WD40,-0.001250325586464155,0.047123502060885725,-0.0265329513254061,0.9788322514877543,EM_vs_CM,0.09703046427192474,False,False,0.9978214420325323
WRC,0.054738057679582175,0.10228665854766963,0.5351436683609336,0.5925505155961326,EM_vs_CM,0.09709079717095313,False,False,0.9978214420325323
WW,-0.06913470212899335,0.04704609515855118,-1.4695098901619958,0.14169454125480985,EM_vs_CM,0.09718431548362867,False,False,0.9978214420325323
deltaCOP1,-0.022585832490132487,0.15702631188257632,-0.14383470018083394,0.8856310009900452,EM_vs_CM,0.09709530416160556,False,False,0.9978214420325323
eIF4E,0.0362429244673844,0.13513425834755102,0.26819938119741205,0.7885458512851463,EM_vs_CM,0.09709354745036981,False,False,0.9978214420325323
14-3-3,0.02170151493101141,0.04639663680795135,0.4677389660987723,0.6399712719630837,Naive_vs_CM,0.09704421415812206,False,False,0.9981610737198269
ANK,-0.016016543617525244,0.19699950574509925,-0.08130245584600249,0.9352014209753875,Naive_vs_CM,0.0970975379947666,False,False,0.9981610737198269
APCC,0.014334514102985037,0.1302103168019161,0.11008739134543061,0.9123400676254136,Naive_vs_CM,0.09709236990071751,False,False,0.9981610737198269
Actin,-0.0052577002966207945,0.2667817227914245,-0.019707872944247286,0.9842764102991529,Naive_vs_CM,0.09709936570500347,False,False,0.9981610737198269
Arc,0.024877100734618705,0.05810443499221175,0.42814461130124065,0.6685458391577604,Naive_vs_CM,0.09706333428155778,False,False,0.9981610737198269
BIR,-0.049376694641837054,0.06267179739493091,-0.7878614734900007,0.4307777385970615,Naive_vs_CM,0.09708630543478304,False,False,0.9981610737198269
BRCT,-0.02091990494900908,0.08341578174328913,-0.2507907318232632,0.8019759075656092,Naive_vs_CM,0.09708028531599117,False,False,0.9981610737198269
CDC14,-0.008861407013377032,0.2516323652368328,-0.03521568859012553,0.9719077523046602,Naive_vs_CM,0.0970990922111912,False,False,0.9981610737198269
CKS1,-0.04182979034189915,0.09263792409604682,-0.45154067030399025,0.6515999196530147,Naive_vs_CM,0.09708691260717009,False,False,0.9981610737198269
CSL,-0.005278694682114997,0.16905295387631664,-0.03122509581215021,0.975090026105851,Naive_vs_CM,0.09709605723220469,False,False,0.9981610737198269
CYCLIN,-0.04810378666638328,0.08141620621335473,-0.5908379781333117,0.5546289857670477,Naive_vs_CM,0.0970860532386993,False,False,0.9981610737198269
Clathr,-0.015641930404035394,0.23721127703571052,-0.06594092236888303,0.947424860124633,Naive_vs_CM,0.097098788286078,False,False,0.9981610737198269
DLG,0.005127465021948541,0.18477846528353983,0.027749256462762162,0.9778621378350487,Naive_vs_CM,0.09709695753879767,False,False,0.9981610737198269
