motif,contrast,log_effect,se_log_effect,z,logFC,pvalue,qvalue,neglog10_q
F_14_3_3,Naive_vs_EM,-0.14908459532306423,0.34138962395840483,-0.4366992575651005,-0.2150836063455227,0.6623294677496736,0.9834763396070993,0.007236083839896054
Arc,Naive_vs_EM,0.120333583569608,0.2899498738974863,0.41501512641510147,0.1736046642682711,0.678130829837357,0.9834763396070993,0.007236083839896054
PP4,Naive_vs_EM,0.08900701657805188,0.3200029241179807,0.27814438515954376,0.1284099814214772,0.7809015250370873,0.9834763396070993,0.007236083839896054
USP7,Naive_vs_EM,-0.03484952163005006,0.12679101782205837,-0.27485796887409436,-0.05027723203302589,0.783425359803184,0.9834763396070993,0.007236083839896054
SH2,Naive_vs_EM,-0.04017164381199096,0.17821753739415183,-0.22540791663586968,-0.057955431311917174,0.8216619535229948,0.9834763396070993,0.007236083839896054
Pex14,Naive_vs_EM,0.02005995913215275,0.1306732065765677,0.15351241205211152,0.028940403560392045,0.8779942029206458,0.9834763396070993,0.007236083839896054
UBA3,Naive_vs_EM,-0.03250731597590496,0.4000759004385142,-0.08125287211820163,-0.04689814355104867,0.9352408526070901,0.9834763396070993,0.007236083839896054
CYCLIN,Naive_vs_EM,0.031520998030418745,0.45165366733433027,0.06979019613956942,0.04547518754235591,0.944360650498808,0.9834763396070993,0.007236083839896054
PDZ,Naive_vs_EM,-0.005172349927397235,0.2497414639121528,-0.02071081768471023,-0.007462123589998381,0.9834763396070993,0.9834763396070993,0.007236083839896054
WD40,PD1Low_vs_PD1High,0.3187836980795187,0.07298211329428557,4.367970228459788,0.4599076603355662,1.2540658282303906e-05,0.00022573184908147032,3.646407160884565
Pex14,PD1Low_vs_PD1High,-0.6623153559199685,0.1662975189311508,-3.9827133933018875,-0.9555190794903473,6.813290182402781e-05,0.0006131961164162503,3.212400604346582
F_14_3_3,PD1Low_vs_PD1High,-0.5442989660290094,0.15812918985612417,-3.4421156936568553,-0.7852574190510423,0.0005771833385540717,0.0034631000313244307,2.4605349637133784
MAPK,PD1Low_vs_PD1High,-0.4331945153579488,0.13272762843010513,-3.2637855470013966,-0.6249675790472107,0.0010993434249093122,0.004947045412091905,2.3056541029508777
LIR,PD1Low_vs_PD1High,-0.24314217250394576,0.11217557319077234,-2.1675144203671146,-0.3507800065024114,0.03019565134583287,0.10870434484499833,0.9637530970866858
Arc,PD1Low_vs_PD1High,0.47670023942699036,0.2348009126296591,2.0302316293755984,0.6877330714119005,0.042333000202979906,0.12699900060893973,0.8961996966167242
SH3,PD1Low_vs_PD1High,-0.3105210520338622,0.16823786377272523,-1.8457263131523665,-0.44798718186087677,0.06493195455635199,0.15145246856514855,0.8197236435890648
BIR,PD1Low_vs_PD1High,0.19552651605275095,0.10686940023581733,1.8295837313702836,0.2820851350716001,0.06731220825117713,0.15145246856514855,0.8197236435890648
CYCLIN,PD1Low_vs_PD1High,-0.32101911163596153,0.1833812924881382,-1.7505553989741143,-0.46313268038778227,0.08002252362288004,0.16004504724576007,0.795757760989502
PP1,PD1Low_vs_PD1High,0.3351994951619668,0.2030228463171105,1.6510432261323125,0.4835906493786536,0.09872974875729527,0.17771354776313147,0.7502794630529114
WW,PD1Low_vs_PD1High,-0.28887284143687153,0.3247031098365865,-0.8896522167042153,-0.4167554157884784,0.3736526588859972,0.6114316236316317,0.213652103042798
SUMO,PD1Low_vs_PD1High,0.24030555084871175,0.34014278618265437,0.7064843371973477,0.3466876265075271,0.47988698970551813,0.7198304845582771,0.1427697650808572
PP4,PD1Low_vs_PD1High,-0.10410007442703417,0.21062590730485878,-0.4942415477710455,-0.1501846611320542,0.6211356005353293,0.8214503252943872,0.08541869407045202
PDZ,PD1Low_vs_PD1High,-0.1449194417797468,0.31933500250674896,-0.45381633908636126,-0.20907455998403757,0.6499610225114585,0.8214503252943872,0.08541869407045202
UBA3,PD1Low_vs_PD1High,-0.06849137016175286,0.16858455006547088,-0.4062731142038449,-0.09881216007605118,0.6845419377453227,0.8214503252943872,0.08541869407045202
FHA,PD1Low_vs_PD1High,-0.034071183480226974,0.13073264958257436,-0.26061724893525295,-0.04915432744414143,0.7943876865321268,0.8430934679403115,0.07412427548140474
USP7,PD1Low_vs_PD1High,-0.02299276518276839,0.11035694220064647,-0.20834906009776788,-0.033171548305504374,0.834956427615141,0.8430934679403115,0.07412427548140474
SH2,PD1Low_vs_PD1High,0.02503190259627977,0.1264632646370577,0.19793813379814204,0.03611340173966839,0.8430934679403115,0.8430934679403115,0.07412427548140474
