CCD,contrast,effect,EM_effect,CM_effect,overall_pvalue,overall_qvalue,max_pip,contrast_max_pip,Naive_effect,Low_effect,High_effect
BFAR-2,EM_vs_CM,0.12407747253477208,0.1396336726341061,0.015556200099334005,0.0,0.0,1.0,1.0,,,
BFAR-2,Naive_vs_CM,-0.1763292069354666,,0.015556200099334005,0.0,0.0,1.0,1.0,-0.1607730068361326,,
BFAR-2,Naive_vs_EM,-0.3004066794702387,0.1396336726341061,,0.0,0.0,1.0,1.0,-0.1607730068361326,,
BFAR-2,PD1Low_vs_PD1High,0.11973686894339708,,,0.0,0.0,1.0,1.0,,0.058007389770801034,-0.061729479172596045
CD47-1,EM_vs_CM,0.7041281818892423,0.1405754672377858,-0.5635527146514565,0.0,0.0,1.0,1.0,,,
CD47-1,Naive_vs_CM,0.6387049230275378,,-0.5635527146514565,0.0,0.0,1.0,1.0,0.07515220837608128,,
CD47-1,Naive_vs_EM,-0.06542325886170453,0.1405754672377858,,0.0,0.0,1.0,1.0,0.07515220837608128,,
CD47-1,PD1Low_vs_PD1High,-0.22095674628760623,,,0.0,0.0,1.0,1.0,,-0.2264200528229996,-0.00546330653539336
CLDN3-1,EM_vs_CM,0.5649102808677178,0.18223885495150544,-0.3826714259162123,0.0,0.0,1.0,1.0,,,
CLDN3-1,Naive_vs_CM,0.4128774924518879,,-0.3826714259162123,0.0,0.0,1.0,1.0,0.03020606653567559,,
CLDN3-1,Naive_vs_EM,-0.15203278841582984,0.18223885495150544,,0.0,0.0,1.0,1.0,0.03020606653567559,,
CLDN3-1,PD1Low_vs_PD1High,0.06558830958325587,,,0.0,0.0,1.0,1.0,,-0.023948013351382486,-0.08953632293463835
CLDN4-1,EM_vs_CM,0.2602990575447427,0.17474145573925615,-0.08555760180548655,0.0,0.0,1.0,1.0,,,
CLDN4-1,Naive_vs_CM,-0.0035075363600739484,,-0.08555760180548655,0.0,0.0,1.0,1.0,-0.0890651381655605,,
CLDN4-1,Naive_vs_EM,-0.26380659390481664,0.17474145573925615,,0.0,0.0,1.0,1.0,-0.0890651381655605,,
CLDN4-1,PD1Low_vs_PD1High,-0.23171700768456344,,,0.0,0.0,1.0,1.0,,-0.11581893191954536,0.1158980757650181
GNRHR2-2,EM_vs_CM,0.30189945464526746,0.17384262304736298,-0.12805683159790449,1.5656698239811264e-93,2.0549416439752285e-93,1.0,1.0,,,
