CCD,contrast,effect,EM_effect,CM_effect,overall_pvalue,overall_qvalue,max_pip,contrast_max_pip,Naive_effect,Low_effect,High_effect
AGTRAP-1,EM_vs_CM,1.3228961710193232,0.4720412069988357,-0.8508549640204875,0.0,0.0,1.0,1.0,,,
AGTRAP-1,Naive_vs_CM,0.763787368084081,,-0.8508549640204875,0.0,0.0,1.0,1.0,-0.08706759593640656,,
AGTRAP-1,Naive_vs_EM,-0.5591088029352422,0.4720412069988357,,0.0,0.0,1.0,1.0,-0.08706759593640656,,
AGTRAP-1,PD1Low_vs_PD1High,-0.2323858656811764,,,0.0,0.0,1.0,1.0,,-0.271486717159941,-0.039100851478764596
ANO6-2,EM_vs_CM,1.3147438247466632,0.04303133094668321,-1.27171249379998,0.0,0.0,1.0,1.0,,,
ANO6-2,Naive_vs_CM,1.1415653467701974,,-1.27171249379998,0.0,0.0,1.0,1.0,-0.1301471470297827,,
ANO6-2,Naive_vs_EM,-0.1731784779764659,0.04303133094668321,,0.0,0.0,1.0,1.0,-0.1301471470297827,,
ANO6-2,PD1Low_vs_PD1High,-1.7540608104389215,,,0.0,0.0,1.0,1.0,,-1.3299731751804873,0.42408763525843424
ARL6IP1-2,EM_vs_CM,2.2780819638414966,0.9999711689983346,-1.2781107948431623,0.0,0.0,1.0,1.0,,,
ARL6IP1-2,Naive_vs_CM,0.47258595436629613,,-1.2781107948431623,0.0,0.0,1.0,1.0,-0.8055248404768661,,
ARL6IP1-2,Naive_vs_EM,-1.8054960094752008,0.9999711689983346,,0.0,0.0,1.0,1.0,-0.8055248404768661,,
ARL6IP1-2,PD1Low_vs_PD1High,0.31018286084267144,,,0.0,0.0,1.0,1.0,,-0.20613005835256215,-0.5163129191952336
ASIC2-2,EM_vs_CM,2.908518485863942,0.7749896320482079,-2.133528853815734,0.0,0.0,1.0,1.0,,,
ASIC2-2,Naive_vs_CM,1.9854869649672193,,-2.133528853815734,0.0,0.0,1.0,1.0,-0.14804188884851477,,
ASIC2-2,Naive_vs_EM,-0.9230315208967227,0.7749896320482079,,0.0,0.0,1.0,1.0,-0.14804188884851477,,
ASIC2-2,PD1Low_vs_PD1High,0.01947906883934941,,,0.0,0.0,1.0,1.0,,-0.4924541691190057,-0.5119332379583551
CAV1-2,EM_vs_CM,0.20797851769938824,0.04246358942343864,-0.1655149282759496,2.8738615059147905e-233,4.242366984921834e-233,1.0,1.0,,,
CAV1-2,Naive_vs_CM,-0.26444964131217874,,-0.1655149282759496,2.8738615059147905e-233,4.242366984921834e-233,1.0,1.0,-0.42996456958812834,,
CAV1-2,Naive_vs_EM,-0.472428159011567,0.04246358942343864,,2.8738615059147905e-233,4.242366984921834e-233,1.0,1.0,-0.42996456958812834,,
CAV1-2,PD1Low_vs_PD1High,-0.39325693041282705,,,2.8738615059147905e-233,4.242366984921834e-233,1.0,1.0,,-0.3809671013532933,0.01228982905953376
CLPTM1-1,EM_vs_CM,1.1720134065964478,0.4933314546185152,-0.6786819519779327,0.0,0.0,1.0,1.0,,,
CLPTM1-1,Naive_vs_CM,0.34673476074031717,,-0.6786819519779327,0.0,0.0,1.0,1.0,-0.3319471912376155,,
CLPTM1-1,Naive_vs_EM,-0.8252786458561308,0.4933314546185152,,0.0,0.0,1.0,1.0,-0.3319471912376155,,
CLPTM1-1,PD1Low_vs_PD1High,0.5576475111821286,,,0.0,0.0,1.0,1.0,,0.10639119272538662,-0.45125631845674197
ENTPD7-2,EM_vs_CM,-0.06572885831711117,-0.045783183665447647,0.019945674651663525,9.55972247383451e-245,1.481756983444349e-244,1.0,1.0,,,
