CCD,Naive_High,Naive_Low,CM_High,CM_Low,EM_High,EM_Low
GABRR3-1,-12.295102796916975,-12.098745492219987,-0.8284030772962863,-1.1202868600739353,3.946700462881573,-12.749631307770233
ZDHHC5-1,-3.7870445396815624,-2.482018440299385,4.7425446699364,-3.314178371616431,-3.2829920956619185,-3.5435297738658935
HERPUD1-2,-3.604388933050876,-0.5606503538131193,-3.5783187311065054,-3.982193656269583,-3.9510043509357495,3.1618332555796735
P2RX3-1,-1.1516285669923845,-1.5441506700792342,-1.16440306768678,-1.3345998826376053,3.056731463048047,-1.6062726774438914
HTR3B-1,2.1768461136202615,-2.3608622656149825,-2.117179112942419,-2.084413393607259,-2.7548282385857616,0.09657213974131029
ASIC2-2,0.2463692508515012,-0.5424530285485307,-2.5554657142093524,-1.7115919934221162,0.7732967494827858,0.77668251461363
GABRA1-1,0.21123358374599732,0.09608466002109828,1.0968337748225374,-1.3688714183745663,-2.4812442741693617,-0.38315052507036973
GRIK3-2,0.6209926234157733,-1.48448691242631,-0.5104830851918696,-1.965983537992455,-1.5904009775392352,1.1242966560422163
ZACN-1,-0.44601835943630075,0.673020237934657,-0.4544513985237506,-1.8693425646028947,-1.595966635783462,0.8728284705616802
GRIK1-2,0.7987356538160799,0.6810651700315709,-1.6651076835570606,-1.6970708804417924,-0.6667960450350612,0.15033239006485632
ANO6-2,1.2712957253660029,-1.5315900194255683,-1.4157864011723473,-1.1276385864276128,1.4167535815816472,-1.3306909196882808
ARL6IP1-2,-1.2422804336583924,-0.3687692472953399,-1.4432821425560363,-1.112939447130288,1.1366238186287279,0.8633185193679415
GABRA6-1,0.9608977085212714,-1.3277115072680095,-0.7560616389386641,0.7695245446542276,-0.2781379922808096,-0.4381304277735074
GPR82-1,-0.21105185339247323,-0.004471738686893323,0.7446999824274225,-1.3099735559297074,-0.36005662754510004,0.08597620606097756
GABRR1-1,-1.1876033365401226,0.6182520404116445,-0.3993845726751899,0.04736360155912456,0.7515282424360448,-0.20701581223334387
CLPTM1-1,-0.3457987701621619,-0.31809561231306915,-1.0361420605229268,-0.3212218434329386,0.02817187531486276,0.9584910339221676
CAV1-2,0.16679338166547386,-1.0267225208417305,0.29862703838353677,-0.629656894935436,-0.42855093287040935,0.5134781117172866
GRIK2-2,-0.8182873862414446,-0.31636328910354594,-0.4066671859622719,-1.0046983568545578,0.49262505210828134,0.8602574489737689
SLC11A1-2,-0.9333520966491202,-0.58660359674176,0.3663757831671479,0.5911922248920853,-0.4628568450743269,0.3422622475478123
AGTRAP-1,0.31008869300946573,-0.48422388488227885,-0.8341213370079679,-0.8675885910330072,0.40673008956220835,0.5373523244354631
RTN4-2,-0.4961749903624413,-0.0010382454815101028,0.44269868495898357,-0.590187086853472,-0.4959471866266987,0.3958860484187823
P2RX6-2,-0.06563645249344674,0.08371258682154514,0.006096961862911421,0.40736388316534566,0.3428457522390336,-0.5673842252831043
GNRHR2-1,-0.3163106958157924,0.2516724547385476,0.05093728154017918,0.37557342003950955,0.36962894183329986,-0.5373314105661955
MUL1-1,-0.0023924311337735205,0.11791066953917806,0.09630295747958995,0.12028194888700039,0.34550970471812303,-0.5023838431757011
P2RX1-2,0.32867241702057126,-0.21914598577385136,-0.4991972167688421,0.27005279658397385,0.03293005026737128,0.010787324905297213
GABRP-1,-0.11366519377392681,-0.4579658818753536,0.12154636277972575,0.28252014847674456,0.39037928121452636,-0.17375362293876662
ENTPD7-2,-0.16222527742352888,0.3614534324059593,-0.15773379552176814,0.1976251448250952,0.20990906599030756,-0.30147543332120286
XPR1-2,-0.1107383084236957,-0.16595163330718532,-0.14550716131165675,0.31564959232368417,-0.33778445651678535,0.24762570081496527
TRAM1-2,0.20716146445122874,0.009827335532970771,0.26138757772871046,-0.11900500099740996,-0.007721807921390322,-0.31617085899080055
P2RX4-2,0.22699960503213412,0.307191634300815,-0.30327435666788727,-0.021783933320906668,-0.21348336722515304,-0.08141591398190728
SLC20A2-1,-0.27677853505430505,0.1168462170950677,-0.008233518541822527,0.2784292837397371,0.04579164833772831,-0.05973846105865577
