ELM,tsubset,cliff_delta,pvalue,qvalue
14-3-3,Naive,0.22777777777777777,0.3542319316330341,0.7242332221698788
14-3-3,CM,-0.058333333333333334,0.20690911464665962,0.6351055006919761
14-3-3,EM,-0.225,0.3381805082861379,0.8584583283095581
Actin,Naive,0.13734567901234568,0.37088547555090456,0.7242332221698788
Actin,CM,-0.09259259259259259,0.7296772644517231,0.903409946464038
Actin,EM,-0.18209876543209877,0.3032337536005769,0.8584583283095581
Arc,Naive,0.18055555555555555,0.5755527832554559,0.7482186182320927
Arc,CM,0.12222222222222223,0.4315017534194494,0.7908341945947716
Arc,EM,0.1388888888888889,0.6710815012258721,0.8584583283095581
BIR,Naive,0.04938271604938271,0.9067467545687784,0.9067467545687784
BIR,CM,0.06172839506172839,0.669997535627354,0.8709967963155603
BIR,EM,-0.09876543209876543,0.5677982876795888,0.8584583283095581
BRCT,Naive,-0.07407407407407407,0.6855559861791543,0.8299716705441674
BRCT,CM,0.05864197530864198,0.5572977763247969,0.8068471934775041
BRCT,EM,-0.10493827160493827,0.11187376827166962,0.8584583283095581
CYCLIN,Naive,0.24074074074074076,0.16380577318763712,0.7242196881772565
CYCLIN,CM,0.04938271604938273,0.22315200332192064,0.6351055006919761
CYCLIN,EM,-0.04166666666666667,0.6933701882500277,0.8584583283095581
Clathr,Naive,0.23765432098765432,0.1673593940396736,0.7242196881772565
Clathr,CM,0.07407407407407407,0.13653581228888534,0.6351055006919761
Clathr,EM,-0.009259259259259259,0.42734869070109593,0.8584583283095581
FHA,Naive,0.1863425925925926,0.1949822237400306,0.7242196881772565
FHA,CM,0.010416666666666666,0.9904002780439474,0.9904002780439474
FHA,EM,-0.04976851851851852,0.8946778446134744,0.9586713265776514
IRF7,Naive,0.22777777777777777,0.3542319316330341,0.7242332221698788
IRF7,CM,-0.058333333333333334,0.20690911464665962,0.6351055006919761
IRF7,EM,-0.225,0.3381805082861379,0.8584583283095581
LIR,Naive,-0.06944444444444445,0.7661276958869238,0.8299716705441674
LIR,CM,0.054629629629629625,0.14612914111101372,0.6351055006919761
LIR,EM,-0.019444444444444445,0.9766391602626693,0.9766391602626693
MAPK,Naive,0.11728395061728394,0.5115795515017327,0.7242332221698788
MAPK,CM,0.046296296296296294,0.9303710922572505,0.9675859359475405
MAPK,EM,-0.047839506172839504,0.921799352478511,0.9586713265776514
MSH2,Naive,0.19999999999999998,0.4960119241185219,0.7242332221698788
MSH2,CM,0.19166666666666665,0.456250496881599,0.7908341945947716
MSH2,EM,0.20833333333333331,0.4095995713208669,0.8584583283095581
PDZ,Naive,0.037037037037037035,0.8618586782495965,0.8963330253795803
PDZ,CM,0.19907407407407407,0.288368143994149,0.6815974312588977
PDZ,EM,0.15432098765432098,0.4325032061962546,0.8584583283095581
PP1,Naive,-0.1388888888888889,0.7111169011522366,0.8299716705441674
PP1,CM,0.16944444444444445,0.558586518561349,0.8068471934775041
PP1,EM,0.04722222222222222,0.09816885631554129,0.8584583283095581
PP2B,Naive,-0.7083333333333334,2.821665111962801e-05,0.00036681646455516415
PP2B,CM,-0.2222222222222222,0.17783736559169305,0.6351055006919761
PP2B,EM,-0.002777777777777782,0.5371192431537244,0.8584583283095581
PP4,Naive,0.20555555555555555,0.45842813286352924,0.7242332221698788
PP4,CM,0.14722222222222223,0.6588276068685225,0.8709967963155603
PP4,EM,0.15,0.6784496439132204,0.8584583283095581
Pex14,Naive,-0.15123456790123457,0.448669862802215,0.7242332221698788
Pex14,CM,0.1867283950617284,0.24427134641999082,0.6351055006919761
Pex14,EM,0.06481481481481481,0.2440294240690185,0.8584583283095581
REV1ctd,Naive,0.005555555555555564,0.7382778935162844,0.8299716705441674
REV1ctd,CM,-0.06388888888888888,0.766384411077322,0.9057270312731988
REV1ctd,EM,-0.2361111111111111,0.3651139560575072,0.8584583283095581
SH2,Naive,0.13425925925925924,0.45764856506638674,0.7242332221698788
SH2,CM,-0.019675925925925927,0.84390409661774,0.9281354727400659
SH2,EM,-0.11921296296296297,0.5224192833779736,0.8584583283095581
SH3,Naive,-0.7083333333333334,2.821665111962801e-05,0.00036681646455516415
SH3,CM,-0.2222222222222222,0.17783736559169305,0.6351055006919761
SH3,EM,-0.002777777777777782,0.5371192431537244,0.8584583283095581
SUMO,Naive,0.18055555555555555,0.252912679289126,0.7242332221698788
SUMO,CM,0.02893518518518519,0.45117158496470955,0.7908341945947716
SUMO,EM,-0.10532407407407407,0.5450264686730324,0.8584583283095581
TRFH,Naive,-0.13333333333333336,0.5292473546626038,0.7242332221698788
TRFH,CM,0.16666666666666666,0.5479479501191941,0.8068471934775041
TRFH,EM,0.06944444444444445,0.9213299457506465,0.9586713265776514
UBA3,Naive,0.24074074074074076,0.16380577318763712,0.7242196881772565
UBA3,CM,0.04938271604938273,0.22315200332192064,0.6351055006919761
UBA3,EM,-0.04166666666666667,0.6933701882500277,0.8584583283095581
USP7,Naive,-0.1472222222222222,0.3164558416950738,0.7242332221698788
USP7,CM,0.02962962962962963,0.31654931896305283,0.6858568577532811
USP7,EM,0.01759259259259259,0.15875595689445832,0.8584583283095581
WD40,Naive,0.2148148148148148,0.09030345067182788,0.7242196881772565
WD40,CM,0.14814814814814817,0.21006203244441635,0.6351055006919761
WD40,EM,0.012962962962962968,0.43934032892370467,0.8584583283095581
WW,Naive,-0.15,0.29627075704634076,0.7242332221698788
WW,CM,0.05,0.8567404363754454,0.9281354727400659
WW,EM,0.03981481481481482,0.9152594283118143,0.9586713265776514
