ELM,contrast,effect_ts1,effect_ts2,diff,pvalue,qvalue
14-3-3,EM_vs_CM,-0.225,-0.058333333333333334,-0.16666666666666669,0.41381822929331924,0.9669920143949895
Actin,EM_vs_CM,-0.18209876543209877,-0.09259259259259259,-0.08950617283950618,0.6064675072011538,1.0
Arc,EM_vs_CM,0.1388888888888889,0.12222222222222223,0.016666666666666663,0.8630035068388988,1.0
BIR,EM_vs_CM,-0.09876543209876543,0.06172839506172839,-0.16049382716049382,1.0,1.0
BRCT,EM_vs_CM,-0.10493827160493827,0.05864197530864198,-0.16358024691358025,0.22374753654333923,0.9669920143949895
CYCLIN,EM_vs_CM,-0.04166666666666667,0.04938271604938273,-0.0910493827160494,0.4463040066438413,0.9669920143949895
Clathr,EM_vs_CM,-0.009259259259259259,0.07407407407407407,-0.08333333333333333,0.2730716245777707,0.9669920143949895
FHA,EM_vs_CM,-0.04976851851851852,0.010416666666666666,-0.06018518518518518,1.0,1.0
IRF7,EM_vs_CM,-0.225,-0.058333333333333334,-0.16666666666666669,0.41381822929331924,0.9669920143949895
LIR,EM_vs_CM,-0.019444444444444445,0.054629629629629625,-0.07407407407407407,0.29225828222202743,0.9669920143949895
MAPK,EM_vs_CM,-0.047839506172839504,0.046296296296296294,-0.0941358024691358,1.0,1.0
MSH2,EM_vs_CM,0.20833333333333331,0.19166666666666665,0.016666666666666663,0.8191991426417338,1.0
PDZ,EM_vs_CM,0.15432098765432098,0.19907407407407407,-0.04475308641975309,0.576736287988298,1.0
PP1,EM_vs_CM,0.04722222222222222,0.16944444444444445,-0.12222222222222223,0.19633771263108257,0.9669920143949895
PP2B,EM_vs_CM,-0.002777777777777782,-0.2222222222222222,0.21944444444444444,0.3556747311833861,0.9669920143949895
PP4,EM_vs_CM,0.15,0.14722222222222223,0.002777777777777768,1.0,1.0
Pex14,EM_vs_CM,0.06481481481481481,0.1867283950617284,-0.12191358024691358,0.488058848138037,0.976117696276074
REV1ctd,EM_vs_CM,-0.2361111111111111,-0.06388888888888888,-0.17222222222222222,0.7302279121150144,1.0
SH2,EM_vs_CM,-0.11921296296296297,-0.019675925925925927,-0.09953703703703703,1.0,1.0
SH3,EM_vs_CM,-0.002777777777777782,-0.2222222222222222,0.21944444444444444,0.3556747311833861,0.9669920143949895
SUMO,EM_vs_CM,-0.10532407407407407,0.02893518518518519,-0.13425925925925924,0.9023431699294191,1.0
TRFH,EM_vs_CM,0.06944444444444445,0.16666666666666666,-0.09722222222222221,1.0,1.0
UBA3,EM_vs_CM,-0.04166666666666667,0.04938271604938273,-0.0910493827160494,0.4463040066438413,0.9669920143949895
USP7,EM_vs_CM,0.01759259259259259,0.02962962962962963,-0.01203703703703704,0.31751191378891663,0.9669920143949895
WD40,EM_vs_CM,0.012962962962962968,0.14814814814814817,-0.13518518518518519,0.4201240648888327,0.9669920143949895
WW,EM_vs_CM,0.03981481481481482,0.05,-0.010185185185185186,1.0,1.0
