ELM,n_with,n_without,u_stat,pvalue,cliff_delta,n_pairs,mean_with,mean_without,median_with,median_without,phenotype,qvalue,sig_stars
14-3-3,18,15,5295.0,0.27914905214647645,0.08950617283950617,9720,0.26917983519152217,-1.0278285313335074,-1.3874962147306467,-2.8946572811429423,Naive_High,0.6102868912448856,
APCC,3,30,2102.0,0.037778886787223374,0.2975308641975309,3240,0.5609151888986453,-0.4084978834417047,-0.5728581993846071,-2.221618970194145,Naive_High,0.2860489457131072,
Actin,1,32,582.0,0.9690569942886135,0.010416666666666666,1152,-2.159144325718272,-0.26290770658865453,-2.55560046352453,-1.7225468550818475,Naive_High,0.9690569942886136,
Arc,10,23,4345.0,0.5810326848978979,0.049516908212560384,8280,-0.5815508179429688,-0.20681229378806676,-2.703676856075507,-1.6328640748264984,Naive_High,0.8059052837503788,
BIR,4,29,1577.0,0.05239171204425691,-0.24473180076628354,4176,-2.8024969493150826,0.021992995196727972,-4.787453715844784,-1.3874962147306467,Naive_High,0.30686574197350475,
BRCT,6,27,3351.0,0.16236646386534237,0.14917695473251028,5832,-1.2828027937629687,-0.10649533977694076,-1.3543937260072316,-2.6418579056571314,Naive_High,0.4755017870342169,
CDC14,1,32,800.0,0.10717932646303445,0.3888888888888889,1152,1.0584068509021496,-0.3634561808580425,-0.30863378776008343,-2.221618970194145,Naive_High,0.3661960320820344,
CKS1,1,32,800.0,0.10717932646303445,0.3888888888888889,1152,1.0584068509021496,-0.3634561808580425,-0.30863378776008343,-2.221618970194145,Naive_High,0.3661960320820344,
CYCLIN,7,26,3895.0,0.0606054611455998,0.18894993894993894,6552,-0.7867423451887962,-0.19480748154744754,-0.48391783604918037,-2.669096832646712,Naive_High,0.310602988371199,
Clathr,2,31,1191.0,0.6985831265902571,0.06720430107526881,2232,-1.9306064959314864,-0.21648315950620134,-2.3410245794289968,-1.8636706774452172,Naive_High,0.8424090644176631,
FHA,24,9,4337.0,0.21167983417550473,0.1154835390946502,7776,0.38710378238925364,-2.206964634877477,-1.450977962775702,-4.882652197607543,Naive_High,0.5424295750747309,
GBD,1,32,498.0,0.5837815395551861,-0.13541666666666666,1152,6.649708128395212,-0.5381843457797008,-5.505853945889319,-1.8636706774452172,Naive_High,0.8059052837503788,
IRF7,1,32,801.0,0.10554372090208866,0.390625,1152,0.29116917783270807,-0.3394800035746224,-0.39566007517610097,-2.221618970194145,Naive_High,0.3661960320820344,
Integrin,2,31,1171.0,0.7769634181483853,0.0492831541218638,2232,4.169712262467213,-0.610052111660956,-1.401525995508314,-2.059942550524079,Naive_High,0.8848750040023278,
LIR,21,12,4564.0,0.9434774703589776,0.006172839506172839,9072,-0.14592645232704535,-0.6256446198072722,-1.9820712549517072,-1.8036392738793174,Naive_High,0.9690569942886136,
LYPXL,1,32,144.0,0.0006867919786673817,-0.75,1152,-16.749833437405087,0.19305132815155845,-15.814430178305209,-1.6328640748264984,Naive_High,0.028158471125362648,*
MAPK,10,23,3947.0,0.6034170345055969,-0.04661835748792271,8280,-1.6032418387377319,0.23740119351400468,-0.8743172748615055,-2.55560046352453,Naive_High,0.8059052837503788,
MYND,1,32,800.0,0.10717932646303445,0.3888888888888889,1152,1.0584068509021496,-0.3634561808580425,-0.30863378776008343,-2.221618970194145,Naive_High,0.3661960320820344,
NRBOX,1,32,641.0,0.6486554722868902,0.11284722222222222,1152,2.2995843194453243,-0.4022429767500167,-1.799489934102008,-1.9820712549517072,Naive_High,0.8059052837503788,
NRP,3,30,1449.0,0.4620007206068145,-0.10555555555555556,3240,0.4819831748820038,-0.4006046820400407,-2.8783291533464985,-1.9820712549517072,Naive_High,0.7576811817951759,
PCNA,4,29,1919.0,0.5219773476833292,-0.08093869731800767,4176,-3.574919953445164,0.1285340992146706,-2.8863670230568115,-1.7225468550818475,Naive_High,0.8059052837503788,
PDZ,4,29,2339.0,0.3411474291833154,0.12021072796934866,4176,2.7338930817598346,-0.7416470090894675,-0.4907981861769971,-2.221618970194145,Naive_High,0.6357747543870879,
PP1,4,29,1552.0,0.04186082132386935,-0.2567049808429119,4176,-6.930950380170246,0.5914348477284748,-6.417205905792883,-1.4928913076865995,Naive_High,0.2860489457131072,
PP2A,6,27,3167.0,0.42053386753442246,0.08607681755829905,5832,-1.5598324084856205,-0.044933203171906674,-1.0596025606064368,-2.6337609983258057,Naive_High,0.7184120237046384,
PP2B,4,29,2175.0,0.7423823151857512,0.041666666666666664,4176,-1.6143708191067396,-0.14188647103890517,-1.0296108310044416,-2.221618970194145,Naive_High,0.8696478549318799,
PP4,5,28,2233.0,0.3216858160220951,-0.11388888888888889,5040,-2.0303161892716357,-0.015021785364179821,-3.9214233537455474,-1.6328640748264984,Naive_High,0.6280532598526619,
PTB,1,32,582.0,0.9690569942886135,0.010416666666666666,1152,-2.159144325718272,-0.26290770658865453,-2.55560046352453,-1.7225468550818475,Naive_High,0.9690569942886136,
Pex14,4,29,2025.0,0.8122688160338507,-0.03017241379310345,4176,-2.8450462979470204,0.027861870870099302,-3.098887306565385,-1.6328640748264984,Naive_High,0.9000816610104831,
SH2,21,12,5775.0,0.001407683321624035,0.27314814814814814,9072,0.8101430445286852,-2.2987662393048,-0.8125108139783226,-6.064200026639392,Naive_High,0.028857508093292718,*
SH3,14,19,3840.0,0.017422498844486975,-0.19799498746867167,9576,-1.5995983425657305,0.6222203083876324,-4.252544246050642,-1.125175004207338,Naive_High,0.1785806131559915,
SUMO,5,28,2661.0,0.6269759953615619,0.055952380952380955,5040,-1.6754279713806242,-0.0783946814161462,-1.0296108310044416,-2.221618970194145,Naive_High,0.8059052837503788,
TRAF2like,1,32,641.0,0.6486554722868902,0.11284722222222222,1152,2.2995843194453243,-0.4022429767500167,-1.799489934102008,-1.9820712549517072,Naive_High,0.8059052837503788,
TRAF4,2,31,840.0,0.15214799708777238,-0.24731182795698925,2232,-3.415569296384954,-0.12067910786404197,-9.466383679341753,-1.7225468550818475,Naive_High,0.4755017870342169,
TRFH,1,32,499.0,0.5886686019163775,-0.13368055555555555,1152,-1.8100643645490415,-0.273816455375193,-6.545866936751345,-1.9820712549517072,Naive_High,0.8059052837503788,
TYR,3,30,1352.0,0.2484897573952578,-0.1654320987654321,3240,-7.106197809810478,0.3582134164292073,-3.32607547268865,-1.892060787205021,Naive_High,0.5992988266591512,
UBA3,5,28,2209.0,0.2828158764305567,-0.12341269841269842,5040,-4.709675533313466,0.4634352403575755,-3.729499622629499,-1.450977962775702,Naive_High,0.6102868912448856,
USP7,14,19,5892.0,0.005620509385714781,0.23057644110275688,9576,0.5745140490947795,-0.9797572433622171,-0.7480615927898392,-4.540424863083221,Naive_High,0.07681362827143534,
WD40,21,12,4211.0,0.4028072585200454,-0.07164902998236332,9072,-1.2102594424719213,1.2369381129462613,-2.4407020355018565,-1.1396926400864806,Naive_High,0.7180477217096461,
WRC,7,26,2947.0,0.3189680310098635,-0.10042735042735043,6552,-1.2877006394227746,-0.05993409463829954,-4.046109286146135,-1.3056927929888051,Naive_High,0.6280532598526619,
WW,8,25,3655.0,0.8746752734809877,0.015277777777777777,7200,-1.1195628202957164,-0.06462753496757917,-1.7009746654484383,-1.9833325218813522,Naive_High,0.9437285845452763,
deltaCOP1,1,32,761.0,0.18676307926621075,0.3211805555555556,1152,4.297636033671951,-0.4646820928195987,-0.7638089387751037,-2.221618970194145,Naive_High,0.5104857499943094,
14-3-3,18,15,5305.0,0.2682332099004664,0.09156378600823045,9720,-0.9775599045779315,-1.2503173807985029,-1.3629406702885563,-2.8769237589640215,Naive_Low,0.4700247667838195,
APCC,3,30,2078.0,0.048415070460654935,0.28271604938271605,3240,0.07623904515087511,-1.2193185376610982,-0.6837479665016197,-1.8401847693011493,Naive_Low,0.3970035777773705,
Actin,1,32,537.0,0.7858656502026561,-0.06770833333333333,1152,-2.4566065174351825,-1.0591947649045357,-2.8769237589640215,-1.5414912351075771,Naive_Low,0.9476615193620265,
Arc,10,23,3800.0,0.35956376715887917,-0.0821256038647343,8280,-1.8814231282865383,-0.7624612048484753,-2.9675944383152375,-1.3620270865111954,Naive_Low,0.5670044020582325,
BIR,4,29,1983.0,0.6912935559580846,-0.05028735632183908,4176,-1.4469263200519114,-1.0539011625576782,-3.5944835216897975,-1.5995729188362198,Naive_Low,0.8857198685712959,
BRCT,6,27,3358.0,0.15570508028068397,0.15157750342935528,5832,-1.04449660216415,-1.114217014125756,-1.086222470627441,-2.3034346232143843,Naive_Low,0.4700247667838195,
CDC14,1,32,731.0,0.2710832229657556,0.2690972222222222,1152,-0.537877493274256,-1.1191550469095641,-0.6837479665016197,-1.8401847693011493,Naive_Low,0.4700247667838195,
CKS1,1,32,731.0,0.2710832229657556,0.2690972222222222,1152,-0.537877493274256,-1.1191550469095641,-0.6837479665016197,-1.8401847693011493,Naive_Low,0.4700247667838195,
CYCLIN,7,26,4009.0,0.02626923038535381,0.22374847374847376,6552,-0.5898706044465675,-1.2392978755097828,-0.4515292265456716,-2.7307093829432603,Naive_Low,0.35901281526650203,
Clathr,2,31,1608.0,0.01062782691514842,0.44086021505376344,2232,4.354492093221834,-1.4535426832523868,2.434311183347041,-1.7146673315040704,Naive_Low,0.25509138349424837,
FHA,24,9,2990.0,0.012443482121670653,-0.2309670781893004,7776,-2.8905147337247126,3.6690571794458653,-2.4277051755500247,0.12618535419643834,Naive_Low,0.25509138349424837,
GBD,1,32,358.0,0.11739324855280191,-0.3784722222222222,1152,-5.697565693337734,-0.9579147906575806,-6.715958236949302,-1.5414912351075771,Naive_Low,0.4700247667838195,
IRF7,1,32,792.0,0.12095315047288065,0.375,1152,-0.35240903272941493,-1.1249509363015904,-0.3542867054596395,-1.8401847693011493,Naive_Low,0.4700247667838195,
Integrin,2,31,929.0,0.3323536561986987,-0.16756272401433692,2232,-0.3972574333313094,-1.1469781976683129,-1.807758315259953,-1.5414912351075771,Naive_Low,0.545059996165866,
LIR,21,12,4286.0,0.520058704869724,-0.05511463844797178,9072,-1.4889146071593027,-0.4236360203362462,-1.7146673315040704,-1.4158779579387502,Naive_Low,0.7107468966552896,
LYPXL,1,32,330.0,0.07534165739992542,-0.4270833333333333,1152,-12.59169152548626,-0.7424733584029394,-18.34410333617162,-1.5995729188362198,Naive_Low,0.4412868504852775,
MAPK,10,23,4199.0,0.8745577561605116,0.014251207729468598,8280,-3.100943524710117,-0.23223494553387616,-0.6230062747150249,-2.362298895078614,Naive_Low,0.9633147758670006,
MYND,1,32,731.0,0.2710832229657556,0.2690972222222222,1152,-0.537877493274256,-1.1191550469095641,-0.6837479665016197,-1.8401847693011493,Naive_Low,0.4700247667838195,
