ELM,tsubset,cliff_delta,pvalue,qvalue
14-3-3,Naive,0.09053497942386832,0.2689514536318691,0.5313169213373397
14-3-3,CM,0.0507201646090535,0.5079879714150185,0.7776487235392763
14-3-3,EM,0.0941358024691358,0.2291472210036889,0.4133333652800956
APCC,Naive,0.29012345679012347,0.013359415530367458,0.09128933945751096
APCC,CM,0.4027777777777778,0.00024599452170182,0.0033619251299248734
APCC,EM,0.26203703703703707,0.02270832512142429,0.18498319366720498
Actin,Naive,-0.028645833333333332,0.9689954202997666,0.9689954202997666
Actin,CM,0.0798611111111111,0.884202536003364,0.884202536003364
Actin,EM,0.09982638888888887,0.47386595442238066,0.5572642381441173
Arc,Naive,-0.01630434782608696,0.5360450853818988,0.7325949500219283
Arc,CM,-0.012439613526570047,0.4159971808593257,0.7106618506346813
Arc,EM,-0.010869565217391304,0.9532636092245548,0.9532636092245547
BIR,Naive,-0.1475095785440613,0.1563967086589798,0.40076656593863574
BIR,CM,-0.17456896551724138,0.02383095452202899,0.0756405069294974
BIR,EM,-0.20162835249042144,0.04718365157056181,0.2079867954103077
BRCT,Naive,0.15037722908093276,0.11825803000173041,0.36043452308210255
BRCT,CM,0.26508916323731135,0.0014760752951200606,0.015129771774980622
BRCT,EM,0.2163923182441701,0.010181237307986257,0.13914357654247886
CDC14,Naive,0.3289930555555556,0.13186628893247654,0.36043452308210255
CDC14,CM,0.4453125,0.02323320390459349,0.0756405069294974
CDC14,EM,0.3272569444444444,0.14099145344952368,0.36129059946440445
CKS1,Naive,0.3289930555555556,0.13186628893247654,0.36043452308210255
CKS1,CM,0.4453125,0.02323320390459349,0.0756405069294974
CKS1,EM,0.3272569444444444,0.14099145344952368,0.36129059946440445
CYCLIN,Naive,0.20634920634920634,0.011849259564572279,0.09128933945751096
CYCLIN,CM,0.18742368742368742,0.02398357536788942,0.0756405069294974
CYCLIN,EM,0.25625763125763124,0.0001443544847420375,0.005918533874423537
Clathr,Naive,0.2540322580645161,0.04382621077882276,0.22460933024146665
Clathr,CM,0.22311827956989247,0.0961602172727044,0.21903160601004892
Clathr,EM,0.0026881720430107503,0.4549493551686924,0.5572642381441173
FHA,Naive,-0.0577417695473251,0.018278192226413803,0.1070579830404237
FHA,CM,0.013503086419753087,0.8159817696586118,0.8578269886154636
FHA,EM,0.15766460905349794,0.04312460120863837,0.2079867954103077
GBD,Naive,-0.2569444444444444,0.2522289375614495,0.5313169213373397
GBD,CM,-0.2404513888888889,0.2887394137805177,0.514709389782662
GBD,EM,-0.2482638888888889,0.23186993662054145,0.4133333652800956
IRF7,Naive,0.3828125,0.06843746811545415,0.31177068808151337
IRF7,CM,0.45052083333333337,0.023515718502482685,0.0756405069294974
IRF7,EM,0.40017361111111116,0.05229587043933337,0.2079867954103077
