ELM,contrast,effect_ts1,effect_ts2,diff,pvalue,qvalue
14-3-3,EM_vs_CM,0.0941358024691358,0.0507201646090535,0.043415637860082304,0.4582944420073778,0.6337778267628132
APCC,EM_vs_CM,0.26203703703703707,0.4027777777777778,-0.14074074074074072,0.00049198904340364,0.00504288769488731
Actin,EM_vs_CM,0.09982638888888887,0.0798611111111111,0.019965277777777762,0.9477319088447613,0.9752124167522054
Arc,EM_vs_CM,-0.010869565217391304,-0.012439613526570047,0.0015700483091787426,0.8319943617186514,0.9219396981206677
BIR,EM_vs_CM,-0.20162835249042144,-0.17456896551724138,-0.027059386973180055,0.04766190904405798,0.1395813050575984
BRCT,EM_vs_CM,0.2163923182441701,0.26508916323731135,-0.04869684499314125,0.0029521505902401213,0.024207634839968996
CDC14,EM_vs_CM,0.3272569444444444,0.4453125,-0.11805555555555558,0.04646640780918698,0.1395813050575984
CKS1,EM_vs_CM,0.3272569444444444,0.4453125,-0.11805555555555558,0.04646640780918698,0.1395813050575984
CYCLIN,EM_vs_CM,0.25625763125763124,0.18742368742368742,0.06883394383394381,0.000288708969484075,0.0039456892496156915
Clathr,EM_vs_CM,0.0026881720430107503,0.22311827956989247,-0.22043010752688172,0.1923204345454088,0.3428320789722505
FHA,EM_vs_CM,0.15766460905349794,0.013503086419753087,0.14416152263374485,0.08624920241727674,0.20801278230049094
GBD,EM_vs_CM,-0.2482638888888889,-0.2404513888888889,-0.0078125,0.4637398732410829,0.6337778267628132
IRF7,EM_vs_CM,0.40017361111111116,0.45052083333333337,-0.05034722222222221,0.04703143700496537,0.1395813050575984
Integrin,EM_vs_CM,-0.11693548387096775,0.02956989247311828,-0.14650537634408603,0.7204747121196311,0.8402467783450978
LIR,EM_vs_CM,-0.01179453262786596,-0.01664462081128748,0.00485008818342152,1.0,1.0
LYPXL,EM_vs_CM,-0.3715277777777778,-0.0390625,-0.3324652777777778,0.12117857081331374,0.23769919475463736
MAPK,EM_vs_CM,-0.015217391304347828,0.10615942028985507,-0.12137681159420291,0.4307314363756036,0.6307138889785625
MYND,EM_vs_CM,0.3272569444444444,0.4453125,-0.11805555555555558,0.04646640780918698,0.1395813050575984
NRBOX,EM_vs_CM,0.2578125,-0.6953125,0.953125,0.00011625196227194046,0.0023831652265747794
NRP,EM_vs_CM,-0.14753086419753086,-0.009876543209876541,-0.13765432098765432,0.6010720229533719,0.724822145326125
PCNA,EM_vs_CM,-0.06202107279693487,0.09770114942528735,-0.1597222222222222,0.5099844068069013,0.6529526368065403
PDZ,EM_vs_CM,0.08093869731800767,-0.19707854406130268,0.27801724137931033,0.1389321983362537,0.2589190968993819
PP1,EM_vs_CM,0.11973180076628352,-0.012931034482758626,0.13266283524904215,0.73777765903472,0.8402467783450978
PP2A,EM_vs_CM,0.24399862825788754,0.05486968449931413,0.18912894375857342,0.0041000464192428865,0.02801698386482639
PP2B,EM_vs_CM,0.18007662835249041,0.08620689655172413,0.09386973180076628,0.12174836804505818,0.23769919475463736
PP4,EM_vs_CM,-0.09226190476190475,-0.04285714285714285,-0.0494047619047619,0.3708255770059512,0.5768472982078192
PTB,EM_vs_CM,0.09982638888888887,0.0798611111111111,0.019965277777777762,0.9477319088447613,0.9752124167522054
Pex14,EM_vs_CM,0.15565134099616856,0.07614942528735633,0.07950191570881224,0.37987505003929556,0.5768472982078192
SH2,EM_vs_CM,0.1589506172839506,0.15961199294532627,-0.0006613756613756683,0.03841995977587498,0.1395813050575984
SH3,EM_vs_CM,-0.11831662489557226,-0.1199874686716792,0.001670843776106934,0.10724555449711204,0.23769919475463736
SUMO,EM_vs_CM,0.0886904761904762,0.14702380952380953,-0.058333333333333334,0.33446041936502224,0.571369883081913
