ELM,contrast,effect_low,effect_high,diff,pvalue,qvalue
14-3-3,PD1Low_vs_PD1High,0.08868312757201646,0.06824417009602195,0.020438957475994515,0.8850751653968562,1.0
APCC,PD1Low_vs_PD1High,0.30720164609053496,0.3294238683127572,-0.022222222222222254,0.008032429247884876,0.06925801942390253
Actin,PD1Low_vs_PD1High,-0.022569444444444444,0.12326388888888888,-0.14583333333333331,1.0,1.0
Arc,PD1Low_vs_PD1High,-0.06731078904991948,0.04090177133655395,-0.10821256038647342,1.0,1.0
BIR,PD1Low_vs_PD1High,-0.23387611749680715,-0.11526181353767562,-0.11861430395913153,0.023686898649158905,0.1213953555769394
BRCT,PD1Low_vs_PD1High,0.20267489711934158,0.21856424325560128,-0.015889346136259697,0.027261934171623252,0.12419325567072814
CDC14,PD1Low_vs_PD1High,0.36747685185185186,0.36689814814814814,0.0005787037037037202,0.16558729363307279,0.3394539519477992
CKS1,PD1Low_vs_PD1High,0.36747685185185186,0.36689814814814814,0.0005787037037037202,0.16558729363307279,0.3394539519477992
CYCLIN,PD1Low_vs_PD1High,0.17908017908017906,0.25427350427350426,-0.0751933251933252,0.0002033602716168853,0.008337771136292298
Clathr,PD1Low_vs_PD1High,0.22610513739545998,0.09378733572281961,0.13231780167264037,0.06376696149089052,0.21787045176054262
FHA,PD1Low_vs_PD1High,-0.015603566529492454,0.09122085048010974,-0.10682441700960219,0.07466089273002392,0.2354689693793062
GBD,PD1Low_vs_PD1High,-0.27488425925925924,-0.2222222222222222,-0.052662037037037035,0.48305567238267755,0.7922113027075912
IRF7,PD1Low_vs_PD1High,0.4045138888888889,0.4178240740740741,-0.01331018518518523,0.29149673640767404,0.5432439178506653
Integrin,PD1Low_vs_PD1High,-0.07198327359617683,-0.025686977299880537,-0.046296296296296294,0.7784069627678982,1.0
LIR,PD1Low_vs_PD1High,-0.059891240446796,0.024617871840094063,-0.08450911228689006,1.0,1.0
LYPXL,PD1Low_vs_PD1High,-0.2690972222222222,-0.39699074074074076,0.12789351851851855,0.004120751872004291,0.06925801942390253
MAPK,PD1Low_vs_PD1High,0.04524959742351047,0.004589371980676329,0.040660225442834146,1.0,1.0
MYND,PD1Low_vs_PD1High,0.36747685185185186,0.36689814814814814,0.0005787037037037202,0.16558729363307279,0.3394539519477992
NRBOX,PD1Low_vs_PD1High,-0.29050925925925924,-0.05844907407407407,-0.23206018518518517,0.012322538527129206,0.07217486851604249
NRP,PD1Low_vs_PD1High,-0.08189300411522633,-0.05452674897119342,-0.027366255144032917,1.0,1.0
PCNA,PD1Low_vs_PD1High,0.01420817369093231,-0.04613665389527458,0.06034482758620689,0.7290105186517108,1.0
PDZ,PD1Low_vs_PD1High,-0.1179757343550447,0.030970625798212012,-0.1489463601532567,0.3804639660891743,0.6512508167910681
PP1,PD1Low_vs_PD1High,0.03703703703703703,-0.08285440613026819,0.11989144316730521,0.2511649279432161,0.4903696212224695
PP2A,PD1Low_vs_PD1High,0.16278006401463188,0.13923182441700963,0.023548239597622256,0.007099616853197445,0.06925801942390253
PP2B,PD1Low_vs_PD1High,0.1489463601532567,0.10041507024265645,0.04853128991060027,0.1047525451910525,0.25999739862896
PP4,PD1Low_vs_PD1High,-0.10978835978835977,-0.011640211640211638,-0.09814814814814812,0.6765105477239308,1.0
PTB,PD1Low_vs_PD1High,-0.022569444444444444,0.12326388888888888,-0.14583333333333331,1.0,1.0
Pex14,PD1Low_vs_PD1High,0.12244572158365262,0.04725415070242656,0.07519157088122605,1.0,1.0
SH2,PD1Low_vs_PD1High,0.14697236919459142,0.19650205761316872,-0.0495296884185773,0.00844609992974421,0.06925801942390253
SH3,PD1Low_vs_PD1High,-0.14383180172653856,-0.1308131439710387,-0.013018657755499874,0.08501390380685289,0.24896928972006918
SUMO,PD1Low_vs_PD1High,0.12407407407407407,0.110978835978836,0.013095238095238076,0.7298836239567058,1.0
TRAF2like,PD1Low_vs_PD1High,-0.29050925925925924,-0.05844907407407407,-0.23206018518518517,0.012322538527129206,0.07217486851604249
TRAF4,PD1Low_vs_PD1High,-0.017622461170848258,-0.20191158900836323,0.18428912783751497,0.7705419928920616,1.0
TRFH,PD1Low_vs_PD1High,0.19907407407407407,-0.2065972222222222,0.4056712962962963,0.38121999031672277,0.6512508167910681
TYR,PD1Low_vs_PD1High,-0.005967078189300412,0.01790123456790124,-0.02386831275720165,0.10780379943151999,0.25999739862896
UBA3,PD1Low_vs_PD1High,-0.05634920634920635,-0.07764550264550264,0.021296296296296292,0.03374563459416592,0.1257791834873457
USP7,PD1Low_vs_PD1High,0.13227513227513227,0.18511556669451404,-0.05284043441938177,0.03372305631428869,0.1257791834873457
WD40,PD1Low_vs_PD1High,-0.06893004115226338,0.03380364491475602,-0.10273368606701941,1.0,1.0
WRC,PD1Low_vs_PD1High,-0.07671957671957672,-0.07000407000407001,-0.0067155067155067055,0.5207816189343523,0.8212325529349401
WW,PD1Low_vs_PD1High,0.1037037037037037,0.08,0.0237037037037037,0.10297574408824473,0.25999739862896
deltaCOP1,PD1Low_vs_PD1High,0.14930555555555555,0.19618055555555558,-0.04687500000000003,1.0,1.0
