motif,contrast,log_effect,se_log_effect,z,logFC,pvalue,qvalue,neglog10_q
USP7,EM_vs_CM,0.2989114651987242,0.2077816626547591,1.4385844322334755,0.43123808850705336,0.15026829973154823,0.9189110612665977,0.03672652068169468
PP4,EM_vs_CM,-0.8843711324800075,0.6266420465970526,-1.4112859762324272,-1.2758778471342633,0.15816030784736124,0.9189110612665977,0.03672652068169468
BIR,EM_vs_CM,0.4811586788745338,0.3528002218955241,1.3638275970728297,0.6941652398929752,0.17262183246625418,0.9189110612665977,0.03672652068169468
F_14_3_3,EM_vs_CM,-0.5917424839048127,0.47850162081255154,-1.2366572194676477,-0.8537039470127905,0.21621436735684652,0.9189110612665977,0.03672652068169468
CYCLIN,EM_vs_CM,-0.3998922390013099,0.3695637934634142,-1.082065521770054,-0.5769225500971739,0.27922341468877077,0.9493596099418206,0.022569249079135916
WRC,EM_vs_CM,0.9122514441009177,1.01177445016425,0.9016351855424143,1.3161006344481896,0.3672506935799916,0.9597393200681734,0.017846711991246506
SUMO,EM_vs_CM,-0.20961474170466277,0.4535612900491604,-0.4621530679612079,-0.30241014835453794,0.6439715563726385,0.9597393200681734,0.017846711991246506
SH3,EM_vs_CM,0.19977266568301055,0.7047314354496272,0.2834734703661306,0.28821103408604815,0.7768139155453962,0.9597393200681734,0.017846711991246506
PP2A,EM_vs_CM,0.22522015584162958,0.8012626684620683,0.2810815537854944,0.3249240019409585,0.7786478490061162,0.9597393200681734,0.017846711991246506
SH2,EM_vs_CM,0.07664474081507522,0.2735721057791931,0.2801628499249741,0.11057498748412894,0.7793525672256383,0.9597393200681734,0.017846711991246506
FHA,EM_vs_CM,0.3087990153964424,1.3075112130237523,0.23617312977554766,0.44550280814384213,0.8132983291301434,0.9597393200681734,0.017846711991246506
PDZ,EM_vs_CM,0.22058777819346398,0.9971401463300171,0.22122043627000595,0.31824089368042513,0.8249207975868341,0.9597393200681734,0.017846711991246506
TRAF6,EM_vs_CM,-0.076789265159169,0.4108880278602644,-0.18688610996785637,-0.11078349203864078,0.8517499299679314,0.9597393200681734,0.017846711991246506
LIR,EM_vs_CM,-0.04643317831531313,0.35439479647167593,-0.13102104990704674,-0.06698891608821521,0.8957586555284273,0.9597393200681734,0.017846711991246506
MAPK,EM_vs_CM,0.0814892217690435,0.6383531151952401,0.12765539922856028,0.11756409613210002,0.8984216874825838,0.9597393200681734,0.017846711991246506
WW,EM_vs_CM,-0.038783556130264185,0.319169909101797,-0.12151382390466653,-0.0559528440971709,0.9032840659465161,0.9597393200681734,0.017846711991246506
WD40,EM_vs_CM,-0.03459902290177802,0.8020209608887104,-0.043139798819521166,-0.049915838759998825,0.9655900939447707,0.9655900939447707,0.015207198344832557
F_14_3_3,Naive_vs_CM,-1.272734723012071,0.5260800300926912,-2.4192796726912915,-1.8361680732567032,0.015551278510353346,0.12937339408902424,0.888155028059713
PP4,Naive_vs_CM,-0.6760633573913284,0.2933575454930077,-2.3045712229939648,-0.9753532530352125,0.02119059919219814,0.12937339408902424,0.888155028059713
SH2,Naive_vs_CM,-1.0706906905409093,0.47037326174904626,-2.2762575546059516,-1.5446801495693496,0.02283059895688663,0.12937339408902424,0.888155028059713
USP7,Naive_vs_CM,1.1585353614032612,0.5922695842351554,1.9560946437919307,1.671413220590988,0.05045400601180787,0.21442952555018344,0.6687154153380718
BIR,Naive_vs_CM,0.44947394822371023,0.26524716661213765,1.6945475948512636,0.6484538361111295,0.09016127559742776,0.2698475150648166,0.5688815768524528
LIR,Naive_vs_CM,0.5640506762414963,0.346288735312187,1.6288450033842194,0.813753113423673,0.10334583499852898,0.2698475150648166,0.5688815768524528
CYCLIN,Naive_vs_CM,-0.7207158216114461,0.4523678736019133,-1.5932073510721516,-1.0397731417290481,0.11111368267374801,0.2698475150648166,0.5688815768524528
SUMO,Naive_vs_CM,-0.7172591237420874,0.49586687715384586,-1.4464751665991056,-1.034786180855073,0.14804397240127184,0.3145934413527027,0.502250335794173
WW,Naive_vs_CM,-0.6028937476378969,0.451744256925849,-1.3345908407129083,-0.8697918199001561,0.18201029741293318,0.34379722844665156,0.46369762874023246
