motif,Naive,CM,EM,PD1_Low
F_14_3_3,-10.077682157105633,-7.982961865182106,-9.189835362518254,-8.364377363847638
BIR,4.356250957721759,3.7894916022374523,4.046521483142553,4.766015410550748
CYCLIN,-4.4238905574367795,-9.62244589890104,-4.879294759415766,-5.119296200007125
FHA,-10.130977873318207,-5.586148342548546,-8.75416319162361,-10.226789419961959
LIR,-4.482094863482896,-5.804950400328604,-7.459863626045614,-5.996292208141086
MAPK,-6.3433857699155025,-4.706783710760688,-5.556024119516913,-11.504525290259219
PDZ,11.7663810673251,6.293223767353317,12.131694040196424,12.8104668744766
PP2A,6.943309866227362,5.916653412686743,6.6981223189003165,9.839091935059407
PP4,-2.8085887409863695,-0.7453361430849207,-4.658975647581575,-1.7535783826385
SH2,3.7933413827769673,6.547115334688349,13.599643350463285,6.413838387690131
SH3,7.669774523803827,3.115012276750759,6.081160374596375,7.3971974280864154
SUMO,5.18469728575347,3.9097701823887245,9.300255341318337,5.960853767090233
TRAF6,-0.6746965217384756,-2.072293377840257,-1.4939520793150567,-1.2848835167692456
USP7,-0.1198476381934308,-3.572144210196725,-4.05338584873949,-2.139956744690275
WD40,-0.33850775846541303,-0.5901188420649227,-0.815885074475479,-0.10693679876746108
WRC,-6.814690890705816,-3.866966002519674,-4.884136787835221,-5.75008881070776
WW,-5.334599436036837,-3.6221591327578126,-5.189392768032481,-6.969807574036651
