ELM,effect,se,zscore,pvalue,contrast,pip,ci_excludes_zero,significant_pip,qvalue
14-3-3,0.08339788049857991,0.034002427783047226,2.452703701944484,0.014178707507438727,EM_vs_CM,0.10047122557607377,True,False,0.34028898017852943
ANK,-0.001691904515672046,0.1690834920316438,-0.010006325841409805,0.9920162403320597,EM_vs_CM,0.09961901871482626,False,False,0.9976730174680067
APCC,0.0028049764325540774,0.11460847135779537,0.024474424964601803,0.9804741835248089,EM_vs_CM,0.09961100714850754,False,False,0.9976730174680067
Actin,-0.01582936252527336,0.08175837137009243,-0.19361151965245493,0.8464800774948098,EM_vs_CM,0.09959777818995447,False,False,0.9976730174680067
Arc,-0.032141832282437596,0.05423910671685108,-0.5925951629371456,0.5534521170297324,EM_vs_CM,0.09958286488186849,False,False,0.9976730174680067
BIR,0.011486405119748109,0.04821544938018655,0.23823080086168985,0.8117020890765462,EM_vs_CM,0.09954683755680592,False,False,0.9976730174680067
BRCT,0.01547364640200373,0.050651855254263974,0.3054902199401892,0.7599928175594535,EM_vs_CM,0.09955701856073293,False,False,0.9976730174680067
CDC14,-0.011122580352958792,0.15923798263576436,-0.06984878964712968,0.9443140134546486,EM_vs_CM,0.09961818648379679,False,False,0.9976730174680067
CKS1,0.008631997768471665,0.09296806989824932,0.09284905858451316,0.9260234761982619,EM_vs_CM,0.09960348372470808,False,False,0.9976730174680067
CSL,-0.010114483950146821,0.18244702145425687,-0.05543792312708555,0.955789583991459,EM_vs_CM,0.09961999813255001,False,False,0.9976730174680067
CYCLIN,-0.08701720881731495,0.04886406239300134,-1.7808017703779409,0.07494484012402161,EM_vs_CM,0.09980284799871016,True,False,0.9976730174680067
Clathr,-0.004464715426633079,0.3050597199938912,-0.01463554554735212,0.988322941039764,EM_vs_CM,0.09962374172165767,False,False,0.9976730174680067
DLG,0.008908444096879882,0.12294805488358772,0.07245697465742557,0.9422382446774391,EM_vs_CM,0.09961301016570527,False,False,0.9976730174680067
EVH1,0.017514026430268198,0.23286966267677942,0.07520956671190561,0.9400479727794472,EM_vs_CM,0.09962226168267889,False,False,0.9976730174680067
FHA,-0.004722842171389706,0.036057294850002294,-0.13098160000733958,0.8957898630605144,EM_vs_CM,0.09947880766830418,False,False,0.9976730174680067
GBD,-0.00799741532263418,0.15192556112420239,-0.05264035402242894,0.9580184636660295,EM_vs_CM,0.09961741470210522,False,False,0.9976730174680067
IRF7,0.011605686577742493,0.1119687329187319,0.10365113791334965,0.9174462039980432,EM_vs_CM,0.09961045754310183,False,False,0.9976730174680067
Integrin,0.014755456347867627,0.1964672113803233,0.075103912984767,0.9401320345086761,EM_vs_CM,0.0996208144938471,False,False,0.9976730174680067
LIR,-0.041476758322071546,0.03898569038396646,-1.0638969815224713,0.2873753705824651,EM_vs_CM,0.09964252071487853,False,False,0.9976730174680067
MAPK,0.009527382058408128,0.038115949866137366,0.24995788093614743,0.8026199210038351,EM_vs_CM,0.0995002854277103,False,False,0.9976730174680067
MSH2,-0.00025144605458983504,0.08621665081991899,-0.002916444239002409,0.9976730174680066,EM_vs_CM,0.09959962175925566,False,False,0.9976730174680067
MYND,-0.011533799374651177,0.1042135489127584,-0.11067466269963239,0.9118743387587855,EM_vs_CM,0.09960811123647463,False,False,0.9976730174680067
NRBOX,-0.023346474231890554,0.06854969319028145,-0.34057737015809825,0.733421767985142,EM_vs_CM,0.09958918380598417,False,False,0.9976730174680067
NRP,-0.0033865522472862506,0.11641752477221742,-0.029089711827427873,0.9767930410994504,EM_vs_CM,0.0996114678793124,False,False,0.9976730174680067
PCNA,-0.03395179381261945,0.06439086117475783,-0.5272765916342342,0.5980015273994908,EM_vs_CM,0.09959190697155038,False,False,0.9976730174680067
PDZ,0.09788402844787648,0.038380603821137116,2.5503514458511307,0.010761437554941893,EM_vs_CM,0.10035426885253183,True,False,0.34028898017852943
PP1,-0.026350451827143337,0.0600306483948344,-0.4389499785814537,0.6606977816531212,EM_vs_CM,0.09958219266425855,False,False,0.9976730174680067
PP2A,0.046407794716747185,0.08459545327890253,0.5485849761185799,0.5832902985109552,EM_vs_CM,0.09960679865559159,False,False,0.9976730174680067
PP2B,-0.04058233133642788,0.10369526221891481,-0.39136148043825814,0.6955300604546361,EM_vs_CM,0.0996104869462758,False,False,0.9976730174680067
