motif,tsubset,coef,se
14-3-3,Naive,1.007546887744186,0.2006551909677301
Arc,Naive,2.5125553814081205,0.24551924704351957
BIR,Naive,-1.0486719394426216,0.16684038832800857
CYCLIN,Naive,-4.065652165945655,0.28239517804965103
FHA,Naive,0.5885513593217827,0.0995091747370824
LIR,Naive,-0.6855142571161655,0.17088591790398258
MAPK,Naive,0.5179392510136107,0.16067252472932203
PDZ,Naive,-1.325560030682129,0.2190278013680176
PP1,Naive,-2.5809417448679643,0.24580855537991986
PP4,Naive,-5.434231612946004,0.22415491512065683
Pex14,Naive,-0.20341564953272914,0.20544185250181998
SH2,Naive,0.11692735782052002,0.1587729685751831
SH3,Naive,-0.24392963729590283,0.15285935475380913
SUMO,Naive,0.019125104147793295,0.21542130475884533
UBA3,Naive,-0.1981587414204005,0.2164814024014339
USP7,Naive,-0.7659712704198549,0.19254771123498626
WD40,Naive,0.9715068350084368,0.1291248284338743
WW,Naive,1.1876832384082276,0.17529055226150592
14-3-3,CM,1.5884619615958278,0.24022362054892318
Arc,CM,3.1378466550800663,0.2942399744196997
BIR,CM,-1.321255741354049,0.19998146712745368
CYCLIN,CM,-4.443389596115766,0.33828823641284667
FHA,CM,0.9424675585028885,0.11928140199896849
LIR,CM,-0.9124782233529323,0.2047654331422354
MAPK,CM,0.6649559725031529,0.1920798547905727
PDZ,CM,-0.6518807687528384,0.26221984946757376
PP1,CM,-3.0522066590884354,0.29402954481338067
PP4,CM,-5.907631902421051,0.26904524411168634
Pex14,CM,-0.4930603236484513,0.24663612905504545
SH2,CM,-0.017362801565313026,0.19006493861813595
SH3,CM,0.023160038416984628,0.1827872337125308
SUMO,CM,1.0610053240547705,0.25748835066321635
UBA3,CM,-0.808846236697491,0.25910498293101236
USP7,CM,-0.7394192832154663,0.23063814332763763
WD40,CM,0.7639249932841647,0.15467386793066992
WW,CM,0.8613201229253896,0.2097977508219741
14-3-3,EM,0.8464588336842271,0.276485537366172
Arc,EM,1.867038552186841,0.337914610290823
BIR,EM,-0.9944714406140103,0.23003334524245603
CYCLIN,EM,-3.2378847364844967,0.3887746224594697
FHA,EM,0.7514542788665096,0.13712304758649527
LIR,EM,-1.1768199840671054,0.23552304529114565
MAPK,EM,0.24382608369915187,0.22132484953452716
PDZ,EM,-1.2633667944218914,0.3019306089385118
PP1,EM,-2.2851480574685303,0.3389527878924008
PP4,EM,-4.80367315862025,0.30844159720229447
Pex14,EM,-0.8024034453454394,0.2831712074006837
SH2,EM,0.09871784877983175,0.2189339063608166
SH3,EM,-0.4622020093713451,0.21049064182149083
SUMO,EM,0.943663638675219,0.29677091024358776
UBA3,EM,-0.7696468330306908,0.2986718690336088
USP7,EM,-0.696737196778114,0.265530793332029
WD40,EM,1.0248878674128206,0.17807477692817042
WW,EM,1.0028907274057948,0.24182932122226264
14-3-3,High,1.328334118510559,0.19272724208722064
Arc,High,2.3168787059929405,0.23565275768478763
BIR,High,-1.2153552035721131,0.16039458491766725
CYCLIN,High,-3.7246633395867663,0.27106765049939213
FHA,High,0.8284994229239676,0.09563413752393014
LIR,High,-0.8167948926153501,0.16417609885490522
MAPK,High,0.6298534181853132,0.154140952802505
PDZ,High,-0.9614002526392732,0.21033903133604526
PP1,High,-2.733508574901286,0.23604865662087388
PP4,High,-5.274942157545377,0.2152712368447539
Pex14,High,-0.2642826965570601,0.19762650871991616
SH2,High,0.01453174187213413,0.15252449068792867
SH3,High,-0.08644760626633848,0.14666360688970137
SUMO,High,0.5280913556471161,0.20671627015432467
UBA3,High,-0.500985444820565,0.2080155217235651
USP7,High,-0.7664120585554011,0.18502405649653295
WD40,High,0.7676358499053253,0.12409214907995814
WW,High,1.0940558309085366,0.16841844623379335
14-3-3,Low,0.7713781942642743,0.20959907916184323
Arc,Low,2.4458761326593415,0.2564216857533318
BIR,Low,-0.9671594087713795,0.17432514424819806
CYCLIN,Low,-3.9146050152668312,0.294891942684803
FHA,Low,0.7129058351749057,0.10399280382550484
LIR,Low,-1.1353241127705949,0.17868350620802761
MAPK,Low,0.13379157533422265,0.1680604412003212
PDZ,Low,-1.4329081271565427,0.22904812205007063
PP1,Low,-2.3052945465052512,0.25701724153376865
PP4,Low,-5.2358159191527465,0.23393488962515632
Pex14,Low,-0.8159089673271822,0.2145866164290465
SH2,Low,0.19935848222575803,0.1659757283723848
SH3,Low,-0.4997531614782848,0.1596560600017657
SUMO,Low,0.9019832097338782,0.22511164739206738
UBA3,Low,-0.669655336689499,0.22636163166584242
USP7,Low,-0.6261682753776276,0.20126244428051487
WD40,Low,1.1402901635392126,0.13497273767056492
WW,Low,0.9943436652878201,0.183290038932907
