ELM,effect,se,zscore,pvalue,contrast,pip,ci_excludes_zero,significant_pip,qvalue
CKS1,-0.16469047794310188,71254.41099668668,-2.311302214690399e-06,0.9999981558476475,Naive_vs_CM,0.0999999179017301,False,False,1.0
CYCLIN,-0.24212517992717175,32692.095071640524,-7.406230142075188e-06,0.9999940906833159,Naive_vs_CM,0.09999991790172993,False,False,1.0
Clathr,0.1876301683717001,59157.772581318815,3.1716908900479974e-06,0.9999974693568072,Naive_vs_CM,0.09999991790173007,False,False,1.0
EVH1,0.058867789213599954,36638.740548190406,1.606708864246357e-06,0.9999987180318035,Naive_vs_CM,0.09999991790172998,False,False,1.0
FHA,0.35276935256186637,45877.81666417288,7.689323036973394e-06,0.9999938648078658,Naive_vs_CM,0.09999991790173006,False,False,1.0
IRF7,0.1525759239490195,62340.4097446518,2.4474642462886447e-06,0.9999980472060648,Naive_vs_CM,0.09999991790173006,False,False,1.0
Integrin,0.03308921926516453,58177.67307776073,5.687614769490217e-07,0.9999995461939988,Naive_vs_CM,0.09999991790173007,False,False,1.0
LIR,0.23441261412490097,30618.23014628679,7.655981844963995e-06,0.9999938914102882,Naive_vs_CM,0.09999991790172992,False,False,1.0
LYPXL,0.2717536857857855,61069.377915009994,4.4499173737119775e-06,0.9999964494796307,Naive_vs_CM,0.09999991790173009,False,False,1.0
MAPK,-0.129340736216379,31801.653003966272,-4.067107335591888e-06,0.9999967549178498,Naive_vs_CM,0.09999991790172993,False,False,1.0
MSH2,0.03505424442268052,60030.64717845774,5.839391389280222e-07,0.9999995340839766,Naive_vs_CM,0.09999991790173007,False,False,1.0
NRBOX,-0.16469047794310188,71253.960757378,-2.3113168193397444e-06,0.9999981558359947,Naive_vs_CM,0.09999991790173011,False,False,1.0
NRP,-0.1890035719104915,51118.248857752435,-3.6973796273114666e-06,0.99999704991788,Naive_vs_CM,0.09999991790173003,False,False,1.0
PDZ,-0.21013102657073313,45507.27578530235,-4.617525943809625e-06,0.9999963157473404,Naive_vs_CM,0.09999991790173002,False,False,1.0
PP1,-0.28758047644007795,64629.60131678194,-4.449671212274735e-06,0.9999964496760391,Naive_vs_CM,0.09999991790173007,False,False,1.0
PP2A,0.3340804452823214,38675.21972261432,8.638100770426306e-06,0.9999931077927607,Naive_vs_CM,0.09999991790172998,False,False,1.0
PP2B,-0.4889320481121068,50134.94516610025,-9.752320392337997e-06,0.999992218774127,Naive_vs_CM,0.09999991790173005,False,False,1.0
PP4,0.09285900050947063,22944.448775364235,4.047122744965423e-06,0.9999967708632461,Naive_vs_CM,0.09999991790172974,False,False,1.0
Pex14,-0.5621563983097337,30618.201992393173,-1.8360202811693404e-05,0.9999853506776442,Naive_vs_CM,0.0999999179017299,False,False,1.0
REV1ctd,0.44304000928949944,58912.274160740286,7.520334524528432e-06,0.9999939996411908,Naive_vs_CM,0.09999991790173006,False,False,1.0
SH2,0.09055729053941955,0.3609782308883214,0.25086634813564684,0.8019174428628161,Naive_vs_CM,0.09999846655987409,False,False,1.0
SH3,0.12624837436117115,34529.92449003197,3.656201866228126e-06,0.9999970827729797,Naive_vs_CM,0.09999991790172996,False,False,1.0
SUMO,-0.5216654193101509,20567.02973011339,-2.5364159344134658e-05,0.9999797623288638,Naive_vs_CM,0.09999991790172966,False,False,1.0
TRAF2like,0.3695922376457083,39085.869868677095,9.455904112854212e-06,0.9999924552801001,Naive_vs_CM,0.09999991790172999,False,False,1.0
TRAF6,0.23006616840943866,52464.06959587095,4.3852139222449e-06,0.9999965011055156,Naive_vs_CM,0.09999991790173007,False,False,1.0
TRFH,-0.16787484158449048,64447.65921736031,-2.604824498253769e-06,0.9999979216507493,Naive_vs_CM,0.09999991790173006,False,False,1.0
TYR,-0.7869518630043482,44791.40509563003,-1.7569260471382833e-05,0.9999859817583259,Naive_vs_CM,0.09999991790173002,False,False,1.0
UBA3,0.4820277718426462,33671.21018886593,1.4315724594954964e-05,0.9999885777043693,Naive_vs_CM,0.09999991790172996,False,False,1.0
USP7,-0.146322602877577,34529.92448818887,-4.237559306786997e-06,0.9999966189168537,Naive_vs_CM,0.09999991790172995,False,False,1.0
WD40,-0.1542686075745689,0.3608033935795545,-0.4275697244531427,0.6689644120264768,Naive_vs_CM,0.09999865100344991,False,False,1.0
WRC,0.024007556546501413,48340.71299227301,4.966322393784073e-07,0.9999996037448038,Naive_vs_CM,0.09999991790173005,False,False,1.0
WW,-0.0551753602088474,34529.92448613267,-1.5978998225439501e-06,0.9999987250604019,Naive_vs_CM,0.09999991790172998,False,False,1.0
14-3-3,-0.08237121977706319,33795.01015054743,-2.4373781635253894e-06,0.9999980552535945,Naive_vs_EM,0.09999991790172996,False,False,1.0
ANK,-0.11174145803967622,52544.3751417204,-2.1266112260026317e-06,0.9999983032097359,Naive_vs_EM,0.09999991790173006,False,False,1.0
APCC,0.0,86602.54037844387,0.0,1.0,Naive_vs_EM,0.09999991790173009,False,False,1.0
Actin,-0.020467302959251546,36347.42280738397,-5.6310190319996e-07,0.9999995507096853,Naive_vs_EM,0.09999991790172996,False,False,1.0
Arc,0.026715422962750833,0.7282194256143686,0.0366859520950188,0.9707354097079902,Naive_vs_EM,0.09999953783546549,False,False,1.0
BIR,-0.20643917702097397,33795.05612808753,-6.108561448708456e-06,0.9999951260731313,Naive_vs_EM,0.09999991790172993,False,False,1.0
BRCT,0.022072444095677577,48464.9437063172,4.554311303739434e-07,0.9999996366185325,Naive_vs_EM,0.09999991790173007,False,False,1.0
CDC14,-0.028808190201697427,60712.01894593351,-4.7450555428493124e-07,0.9999996213993442,Naive_vs_EM,0.09999991790173009,False,False,1.0
CKS1,-0.10897263374985819,69336.92797354415,-1.5716391962366322e-06,0.9999987460133501,Naive_vs_EM,0.09999991790173009,False,False,1.0
CYCLIN,-0.026600466309510837,32811.17965210551,-8.107135004456895e-07,0.9999993531442147,Naive_vs_EM,0.09999991790172993,False,False,1.0
Clathr,0.065623564377237,54057.52650482659,1.2139579559079109e-06,0.9999990314016896,Naive_vs_EM,0.09999991790173006,False,False,1.0
EVH1,0.2424644446265583,39090.3484631633,6.2026677724565214e-06,0.9999950509871486,Naive_vs_EM,0.09999991790172999,False,False,1.0
FHA,0.3000601597519808,43322.412358675014,6.9262107859489e-06,0.999994473683349,Naive_vs_EM,0.09999991790173002,False,False,1.0
IRF7,0.014059312540787142,63101.80702603406,2.228036438795906e-07,0.9999998222284124,Naive_vs_EM,0.09999991790173009,False,False,1.0
Integrin,0.1150635245180959,56231.92745799093,2.046231202088105e-06,0.999998367343716,Naive_vs_EM,0.09999991790173007,False,False,1.0
LIR,0.22515908450352873,23828.163683111263,9.449283943903541e-06,0.9999924605622307,Naive_vs_EM,0.09999991790172978,False,False,1.0
LYPXL,0.34537798732992925,61833.394566193456,5.585622296058768e-06,0.9999955433182075,Naive_vs_EM,0.09999991790173007,False,False,1.0
MAPK,-0.15777441962308528,34608.46475486696,-4.558839022204751e-06,0.9999963625727291,Naive_vs_EM,0.09999991790172998,False,False,1.0
MSH2,0.051564251836449734,55605.06278561261,9.273301611987676e-07,0.9999992600975817,Naive_vs_EM,0.09999991790173007,False,False,1.0
NRBOX,-0.10897263374985819,69859.76371957055,-1.559876929834656e-06,0.999998755398281,Naive_vs_EM,0.09999991790173006,False,False,1.0
NRP,-0.056370316049304064,50711.1538488311,-1.1115960054338895e-06,0.9999991130747095,Naive_vs_EM,0.09999991790173005,False,False,1.0
PDZ,-0.24450183702526665,35223.88952494912,-6.941363952782265e-06,0.9999944615928712,Naive_vs_EM,0.09999991790172996,False,False,1.0
PP1,-0.34340454395522074,57570.11101138337,-5.964979707739649e-06,0.9999952406347857,Naive_vs_EM,0.09999991790173007,False,False,1.0
PP2A,0.32669277784492307,34900.557422248574,9.360675071529413e-06,0.9999925312618818,Naive_vs_EM,0.09999991790172996,False,False,1.0
PP2B,-0.4371515914483526,41158.5938209678,-1.0621149822316099e-05,0.999991525548539,Naive_vs_EM,0.09999991790172998,False,False,1.0
PP4,0.25678577497808786,19912.906934760962,1.2895443935904196e-05,0.9999897109243792,Naive_vs_EM,0.0999999179017296,False,False,1.0
Pex14,-0.2011570673141498,23828.158915665947,-8.44198949764004e-06,0.9999932642669175,Naive_vs_EM,0.09999991790172978,False,False,1.0
REV1ctd,0.25041346353280275,55285.183485631125,4.52948598059526e-06,0.9999963859930677,Naive_vs_EM,0.09999991790173007,False,False,1.0
SH2,-0.22695385680594066,0.3588312313639572,-0.6324807791765057,0.5270727642348285,Naive_vs_EM,0.09999897749737953,False,False,1.0
SH3,-0.0572883340738479,30667.28060016592,-1.8680604524660056e-06,0.9999985095034063,Naive_vs_EM,0.0999999179017299,False,False,1.0
SUMO,0.022297352361983325,19109.233850704466,1.1668365428036943e-06,0.9999990689991375,Naive_vs_EM,0.09999991790172959,False,False,1.0
TRAF2like,-0.05376100385786303,35494.68254250968,-1.5146213462672037e-06,0.9999987915070123,Naive_vs_EM,0.09999991790172996,False,False,1.0
TRAF6,0.26244471949195064,47839.432310560456,5.485949703337439e-06,0.9999956228454304,Naive_vs_EM,0.09999991790173005,False,False,1.0
TRFH,0.021087263604879905,39445.966383513995,5.345860562740096e-07,0.9999995734620393,Naive_vs_EM,0.09999991790173,False,False,1.0
TYR,-0.5689814209005064,36703.8491743154,-1.550195507283928e-05,0.9999876312293856,Naive_vs_EM,0.09999991790172996,False,False,1.0
UBA3,0.3027548013139388,29642.96500202748,1.0213377821457179e-05,0.9999918509035227,Naive_vs_EM,0.09999991790172989,False,False,1.0
USP7,-0.06788656545153031,30667.28059642225,-2.213648035667375e-06,0.9999982337644093,Naive_vs_EM,0.0999999179017299,False,False,1.0
WD40,-0.0684701038467512,0.35734911428358085,-0.19160563468590414,0.8480511284555108,Naive_vs_EM,0.09999839549240963,False,False,1.0
WRC,0.0632369024000134,49787.712855736805,1.2701306963677265e-06,0.9999989865823272,Naive_vs_EM,0.09999991790173003,False,False,1.0
WW,-0.19011776072537045,30667.280597868426,-6.199368089343562e-06,0.9999950536199148,Naive_vs_EM,0.09999991790172992,False,False,1.0
14-3-3,-0.08330205613884963,22692.730156813534,-3.6708697262606824e-06,0.9999970710697207,PD1Low_vs_PD1High,0.09999991790172973,False,False,1.0
ANK,-0.04116172485272352,45190.61468335886,-9.108467574768584e-07,0.9999992732494349,PD1Low_vs_PD1High,0.09999991790173,False,False,1.0
APCC,0.0,74535.59924999299,0.0,1.0,PD1Low_vs_PD1High,0.09999991790173009,False,False,1.0
Actin,0.2457053230585286,30686.83776636409,8.00686355919823e-06,0.9999936114471857,PD1Low_vs_PD1High,0.0999999179017299,False,False,1.0
Arc,0.030775517645108698,0.5918097494681301,0.05200238365922021,0.958526794100278,PD1Low_vs_PD1High,0.09999934322030704,False,False,1.0
BIR,-0.041249406995760865,22692.67016695084,-1.817741442161165e-06,0.9999985496521677,PD1Low_vs_PD1High,0.09999991790172975,False,False,1.0
BRCT,0.25791648971871073,42855.4260000476,6.018292519561567e-06,0.9999951980973163,PD1Low_vs_PD1High,0.09999991790173003,False,False,1.0
CDC14,0.09208016937244673,51575.60566856948,1.7853434424825573e-06,0.9999985755020315,PD1Low_vs_PD1High,0.09999991790173005,False,False,1.0
CKS1,-0.11974714494543304,58434.7988348548,-2.049243726907588e-06,0.999998364940069,PD1Low_vs_PD1High,0.09999991790173009,False,False,1.0
CYCLIN,-0.06712701588933011,24521.6757174627,-2.7374563085640485e-06,0.9999978158258755,PD1Low_vs_PD1High,0.0999999179017298,False,False,1.0
Clathr,-0.22312590227516757,42466.79342549793,-5.254126442737215e-06,0.9999958078136308,PD1Low_vs_PD1High,0.09999991790173002,False,False,1.0
EVH1,-0.04785743747513608,30905.957087999464,-1.5484858578839722e-06,0.9999987644870414,PD1Low_vs_PD1High,0.09999991790172992,False,False,1.0
FHA,-0.020890995645643753,26944.737543899868,-7.753274869204785e-07,0.9999993813781686,PD1Low_vs_PD1High,0.09999991790172985,False,False,1.0
IRF7,-0.3025117249402429,52053.14002346668,-5.811594167111996e-06,0.9999953630187405,PD1Low_vs_PD1High,0.09999991790173003,False,False,1.0
Integrin,0.052809906724599634,49707.001659607886,1.062423903301196e-06,0.9999991523083706,PD1Low_vs_PD1High,0.09999991790173006,False,False,1.0
LIR,-0.007487970299505004,29189.041958136408,-2.565336097787801e-07,0.9999997953157934,PD1Low_vs_PD1High,0.09999991790172989,False,False,1.0
LYPXL,-0.017680436673925763,52007.632912659894,-3.399584961618571e-07,0.9999997287523646,PD1Low_vs_PD1High,0.09999991790173006,False,False,1.0
MAPK,-0.011111335455492496,24357.49026022113,-4.561773539385836e-07,0.9999996360231324,PD1Low_vs_PD1High,0.0999999179017298,False,False,1.0
MSH2,0.07938582266507538,38771.57678702589,2.0475262871341413e-06,0.9999983663103876,PD1Low_vs_PD1High,0.09999991790172999,False,False,1.0
NRBOX,-0.11974714494543304,59132.02667525798,-2.0250810208664407e-06,0.9999983842191191,PD1Low_vs_PD1High,0.09999991790173007,False,False,1.0
NRP,-0.22405232381595372,23382.36052901262,-9.582108852438215e-06,0.9999923545832868,PD1Low_vs_PD1High,0.09999991790172975,False,False,1.0
PDZ,-0.24624525488677562,30913.9606444122,-7.965503279221042e-06,0.9999936444479145,PD1Low_vs_PD1High,0.0999999179017299,False,False,1.0
PP1,0.037674797880873544,41800.02865968885,9.013103361148267e-07,0.9999992808583983,PD1Low_vs_PD1High,0.09999991790173002,False,False,1.0
PP2A,0.10329280944470565,34124.83233761187,3.0269103866294424e-06,0.9999975848749356,PD1Low_vs_PD1High,0.09999991790172995,False,False,1.0
PP2B,-0.4251750209863033,33895.01868671723,-1.2543879232405342e-05,0.9999899914324282,PD1Low_vs_PD1High,0.09999991790172996,False,False,1.0
PP4,-0.08138254802964223,20369.957489469598,-3.995224244906429e-06,0.999996812272258,PD1Low_vs_PD1High,0.09999991790172964,False,False,1.0
Pex14,0.20581071496772047,29189.020727834275,7.0509633360691e-06,0.9999943741452154,PD1Low_vs_PD1High,0.09999991790172989,False,False,1.0
REV1ctd,0.16743178511323772,48344.1818995615,3.463328544086013e-06,0.9999972366636257,PD1Low_vs_PD1High,0.09999991790173005,False,False,1.0
SH2,-0.09374890496848275,0.2938478369073989,-0.31903894871285404,0.7496969780283285,PD1Low_vs_PD1High,0.09999781851646104,False,False,1.0
SH3,-0.22628716784655062,11028.38654246804,-2.051861049439693e-05,0.9999836285174786,PD1Low_vs_PD1High,0.09999991790172846,False,False,1.0
SUMO,-0.08998676822552898,7141.48342880256,-1.2600570892960457e-05,0.9999899461990275,PD1Low_vs_PD1High,0.09999991790172617,False,False,1.0
TRAF2like,-0.2304758919080279,30149.445855022605,-7.644448691239638e-06,0.9999939006124134,PD1Low_vs_PD1High,0.09999991790172992,False,False,1.0
TRAF6,-0.15092233089909587,43677.657097802796,-3.455366906726506e-06,0.9999972430160933,PD1Low_vs_PD1High,0.09999991790173002,False,False,1.0
TRFH,0.07678331633496774,58783.23551346276,1.3062111274460646e-06,0.9999989577943083,PD1Low_vs_PD1High,0.09999991790173007,False,False,1.0
TYR,-0.09889913913182675,30187.254666750498,-3.2761885843418017e-06,0.9999973859797103,PD1Low_vs_PD1High,0.0999999179017299,False,False,1.0
UBA3,0.4120685071523555,28533.40963341868,1.4441614670184239e-05,0.9999884772586219,PD1Low_vs_PD1High,0.09999991790172988,False,False,1.0
USP7,0.17565268617209415,11028.386530972095,1.592732406311581e-05,0.9999872918340357,PD1Low_vs_PD1High,0.09999991790172846,False,False,1.0
WD40,0.009076754158094285,0.2949437471994176,0.030774526479306247,0.975449355719798,PD1Low_vs_PD1High,0.09999760015618793,False,False,1.0
WRC,0.054323051404821986,40461.03931709445,1.3426014833452621e-06,0.9999989287590051,PD1Low_vs_PD1High,0.09999991790173002,False,False,1.0
WW,0.09196892578288428,11028.386536421902,8.339291108373055e-06,0.9999933462083767,PD1Low_vs_PD1High,0.09999991790172846,False,False,1.0
