motif,Naive,CM,EM,PD1_Low
WW,-2.0412460917477335,-0.4760415011389769,-1.118538860512251,-1.3221412880704952
SUMO,1.9300313409943788,-0.856863599220173,-0.10700758617122313,0.7380202597600529
SH2,-1.6861403897880933,-0.30069687272723966,-1.2945501892282065,-1.847385573709817
LIR,-1.8284740035144076,0.031757736925467385,-0.6606879653962874,-0.9538075156622279
FHA,-1.5753071729658976,-0.7631058053440042,-1.346872909171031,-1.2737436998134724
WD40,-0.08178265376825138,0.9402013691211519,0.2963500045366753,0.16075001853194085
USP7,0.1739617078793963,-0.13535302617083161,-0.11875858815352143,-0.35773693136591606
