ELM,effect,se,zscore,pvalue,contrast,pip,ci_excludes_zero,significant_pip,qvalue
14-3-3,0.05287561484038086,59086.88406946199,8.948790526544061e-07,0.9999992859898201,EM_vs_CM,0.09999999999999981,False,False,1.0
ANK,-0.03708763027745986,69486.82310940805,-5.337361620211766e-07,0.9999995741401568,EM_vs_CM,0.09999999999999984,False,False,1.0
APCC,0.0,100000.0,0.0,1.0,EM_vs_CM,0.09999999999999985,False,False,1.0
Arc,0.11235339932033536,85747.30175639948,1.3102849537997295e-06,0.9999989545438651,EM_vs_CM,0.09999999999999985,False,False,1.0
BIR,0.09679624866583723,59086.83597571205,1.6382032828027182e-06,0.9999986929028932,EM_vs_CM,0.09999999999999984,False,False,1.0
BRCT,-0.1176911110306873,86887.53114599605,-1.3545224438813019e-06,0.9999989192474548,EM_vs_CM,0.09999999999999983,False,False,1.0
CDC14,0.003716279869881031,86046.78415635676,4.3189061698437554e-08,0.9999999655401145,EM_vs_CM,0.09999999999999985,False,False,1.0
CKS1,0.11235339932033536,85747.19203602901,1.310286630413822e-06,0.9999989545425274,EM_vs_CM,0.09999999999999985,False,False,1.0
CYCLIN,-0.2636315846183324,48936.60294975906,-5.387206482006745e-06,0.9999957016311222,EM_vs_CM,0.0999999999999998,False,False,1.0
EVH1,-0.25749977261213675,43889.17580553093,-5.867045071730112e-06,0.9999953187753198,EM_vs_CM,0.0999999999999998,False,False,1.0
FHA,0.23167079233304327,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
Integrin,-0.1176911110306873,86010.83039949539,-1.3683289707127136e-06,0.9999989082314402,EM_vs_CM,0.09999999999999984,False,False,1.0
LIR,-0.1176991847815498,46022.62946633122,-2.5574198203441416e-06,0.9999979594742099,EM_vs_CM,0.09999999999999977,False,False,1.0
LYPXL,-0.08415113226044701,79955.58922629258,-1.052473417740442e-06,0.9999991602477093,EM_vs_CM,0.09999999999999984,False,False,1.0
MAPK,-0.04767206619603023,26884.896421137917,-1.7731913654890878e-06,0.9999985851979861,EM_vs_CM,0.0999999999999996,False,False,1.0
NRBOX,0.11235339932033536,87719.05604123318,1.280832288796206e-06,0.9999989780436918,EM_vs_CM,0.09999999999999984,False,False,1.0
NRP,0.11552505394878598,69986.8458282294,1.6506681017218897e-06,0.9999986829574067,EM_vs_CM,0.09999999999999983,False,False,1.0
PDZ,0.1895137754053931,67847.76210096218,2.7932207273599303e-06,0.9999977713323067,EM_vs_CM,0.09999999999999983,False,False,1.0
PP2A,0.15072156531180916,85923.89085852655,1.7541287272473707e-06,0.9999986004077709,EM_vs_CM,0.09999999999999985,False,False,1.0
PP2B,0.03851035104880893,81479.93387847225,4.7263601252116033e-07,0.9999996228910227,EM_vs_CM,0.09999999999999984,False,False,1.0
PP4,-0.43689515565566134,51507.71629823013,-8.482130194358347e-06,0.9999932322392753,EM_vs_CM,0.0999999999999998,False,False,1.0
Pex14,-0.09644153180813561,53315.753123797884,-1.80887497892416e-06,0.9999985567265819,EM_vs_CM,0.09999999999999981,False,False,1.0
