ELM,phenotype,effect,se,pip,significant
14-3-3,Naive_High,0.10141296248210215,57377.97503196144,0.09999999999999933,False
14-3-3,CM_High,0.34019287113593394,61068.87516161987,0.09999999999999934,False
14-3-3,CM_Low,0.15790925934901373,56915.119820677144,0.09999999999999933,False
14-3-3,EM_High,0.23273443492395995,70403.89712542603,0.09999999999999938,False
14-3-3,EM_Low,0.37111892524174944,61578.065362901994,0.09999999999999933,False
ANK,Naive_High,-0.021949070568502312,45371.081197981955,0.09999999999999928,False
ANK,CM_High,0.10961407115918419,75570.1239323872,0.09999999999999937,False
ANK,CM_Low,0.13265011467214088,76321.31786416641,0.09999999999999935,False
ANK,EM_High,0.11130237316392161,59909.43595592239,0.09999999999999933,False
ANK,EM_Low,0.05678655211248376,64327.9638635152,0.09999999999999935,False
APCC,Naive_High,0.0,100000.0,0.09999999999999938,False
APCC,CM_High,0.0,100000.0,0.09999999999999938,False
APCC,CM_Low,0.0,100000.0,0.09999999999999938,False
APCC,EM_High,0.0,100000.0,0.09999999999999938,False
APCC,EM_Low,0.0,100000.0,0.09999999999999938,False
Arc,Naive_High,0.14470474460645236,86495.67610382204,0.09999999999999937,False
Arc,CM_High,0.026762884299810507,85150.72902397515,0.09999999999999937,False
Arc,CM_Low,-0.048926802108981766,87077.61384841862,0.09999999999999938,False
Arc,EM_High,0.03270341743451254,85662.69069984711,0.09999999999999937,False
Arc,EM_Low,0.16983946339698694,83956.6325008459,0.09999999999999938,False
BIR,Naive_High,0.03107366082291877,57377.98566816594,0.09999999999999933,False
BIR,CM_High,0.0005233487626733731,61068.8503055102,0.09999999999999937,False
BIR,CM_Low,0.23001243114732342,56915.24517948104,0.09999999999999933,False
BIR,EM_High,0.14923885165061404,70403.85787092433,0.09999999999999937,False
BIR,EM_Low,0.2748894255910572,61578.12362317149,0.09999999999999935,False
BRCT,Naive_High,-0.08381683824824156,85984.95776311264,0.09999999999999937,False
BRCT,CM_High,0.1453109202668123,94365.59260209242,0.0999999999999994,False
BRCT,CM_Low,-0.02112862870074034,83935.0148930728,0.09999999999999937,False
BRCT,EM_High,-0.010277490420626091,87193.29475086817,0.09999999999999941,False
BRCT,EM_Low,-0.10092244007467653,71328.9178980159,0.09999999999999938,False
CDC14,Naive_High,0.08792060960537783,99422.26621122698,0.09999999999999938,False
CDC14,CM_High,0.025049332932004287,99811.83317994028,0.09999999999999938,False
CDC14,CM_Low,-0.08889436082217696,83662.24889700866,0.09999999999999937,False
CDC14,EM_High,-0.03215699008346635,91497.20366456422,0.0999999999999994,False
CDC14,EM_Low,-0.02425547806694426,99055.9653637881,0.0999999999999994,False
CKS1,Naive_High,0.14470474460645236,86494.79366868675,0.09999999999999937,False
CKS1,CM_High,0.026762884299810507,85150.89213523899,0.09999999999999937,False
CKS1,CM_Low,-0.048926802108981766,87077.57067385696,0.09999999999999937,False
CKS1,EM_High,0.03270341743451254,85662.8250318391,0.09999999999999938,False
CKS1,EM_Low,0.16983946339698694,83956.18496897421,0.09999999999999937,False
