motif,contrast,log_effect,se_log_effect,z,logFC,pvalue,qvalue,neglog10_q
BIR,EM_vs_CM,-0.13743588640620066,0.032666583066611424,-4.2072317795207095,-0.1982780717584046,2.5851795757863697e-05,0.0004910267940715071,3.3088948088955448
UBA3,EM_vs_CM,-0.1349685725846146,0.033343153987274,-4.0478645972162,-0.19471849034368557,5.168703095489549e-05,0.0004910267940715071,3.3088948088955448
MAPK,EM_vs_CM,0.08355908616260237,0.022217256271657285,3.7609993394728627,0.12055027922800005,0.00016923587693386754,0.001071827220581161,2.9698752176244874
BRCT,EM_vs_CM,0.1641400811296842,0.06640086349797976,2.471957027105199,0.23680408105690753,0.01343756680116427,0.06382844230553028,1.1949857541346218
FHA,EM_vs_CM,-0.06173234907334857,0.03212868294599698,-1.9214092646471215,-0.08906095387054638,0.054680131457688005,0.2077844995392144,0.6823868533893825
WW,EM_vs_CM,0.07865802751494491,0.04278932032226604,1.8382630741160446,0.11347954622191866,0.06602364949973508,0.20907489008249439,0.6796981228659211
WD40,EM_vs_CM,-0.04865253063556128,0.029464704059610748,-1.6512139588142878,-0.07019076467462262,0.09869489381633603,0.2678861403586264,0.572049754930328
LIR,EM_vs_CM,-0.08193493908324022,0.05201826670959548,-1.57511859325613,-0.11820713029092998,0.11522907305091494,0.273669048495923,0.5627743177799972
SH2,EM_vs_CM,0.05055066887435085,0.03437119246010774,1.470727817576347,0.07292919929864605,0.14136474012058725,0.29843667358790643,0.5251478093554985
USP7,EM_vs_CM,0.049780985564283835,0.03817701937546868,1.3039516017395398,0.07181878100415737,0.19225008461189763,0.3652751607626055,0.4373798594347054
PP1,EM_vs_CM,-0.11186113123066194,0.09177402181747717,-1.2188757669695962,-0.16138149929470552,0.22289134856506365,0.3849941475214736,0.41454587235759843
PDZ,EM_vs_CM,0.07887616645775673,0.09524028344494512,0.8281807193838532,0.11379425419293804,0.40756816125749884,0.6253617337608155,0.20386869700573035
Pex14,EM_vs_CM,-0.07701251478887655,0.09713669069381636,-0.7928262146754306,-0.11110557317230016,0.4278790809942422,0.6253617337608155,0.20386869700573035
PP4,EM_vs_CM,0.05398026098173475,0.08209654433350762,0.6575217193362761,0.07787705482424073,0.510845510208837,0.654632701112629,0.18400230401114281
CYCLIN,EM_vs_CM,-0.018884689760675616,0.029131246295439988,-0.6482623355400933,-0.027244848266453296,0.5168152903520755,0.654632701112629,0.18400230401114281
SUMO,EM_vs_CM,0.016832467204774382,0.055521592387916534,0.3031697485758302,0.024284116962254115,0.7617605019098831,0.9045905960179862,0.04354793142397731
