ELM,tsubset,cliff_delta,pvalue,qvalue
SH3,Naive,0.09640522875816994,0.17031221850779454,0.7939730309333984
SH3,CM,-0.1326797385620915,0.04366094897615269,0.3711180662972979
SH3,EM,-0.05915032679738562,0.7572855107665982,0.9133024614045591
SUMO,Naive,0.02875816993464052,0.5472596141899708,0.7939730309333984
SUMO,CM,0.07777777777777778,0.6204533503091617,0.704752753592928
SUMO,EM,-0.049346405228758175,0.5449953414195059,0.8823734099172953
TRAF2like,Naive,-0.06458333333333333,0.8478919838987646,0.9406843151078105
TRAF2like,CM,-0.18819444444444444,0.2847192826353395,0.5625073725811449
TRAF2like,EM,-0.30625,0.037012436912224445,0.6292114275078156
TRAF6,Naive,0.097953216374269,0.5838036992157342,0.7939730309333984
TRAF6,CM,-0.08576998050682261,0.6632967092639322,0.704752753592928
TRAF6,EM,0.01608187134502924,0.9651724414046672,0.9837234530386186
TRFH,Naive,0.17063492063492064,0.5500310607535135,0.7939730309333984
TRFH,CM,0.16798941798941797,0.5701422666478593,0.692315609500972
TRFH,EM,0.015873015873015872,0.9508270413775365,0.9837234530386186
TYR,Naive,-0.21041666666666667,0.1805923748992374,0.7939730309333984
TYR,CM,-0.05972222222222222,0.5645391861908757,0.692315609500972
TYR,EM,0.10625,0.6543880276127482,0.9133024614045591
UBA3,Naive,0.07708333333333332,0.11395407752281184,0.7939730309333984
UBA3,CM,-0.10138888888888889,0.49762383820256684,0.692315609500972
UBA3,EM,0.14791666666666667,0.4079965765366004,0.7371188397761277
USP7,Naive,0.10343915343915344,0.3240346457278731,0.7939730309333984
USP7,CM,-0.011640211640211642,0.9863175488932132,0.9863175488932131
USP7,EM,0.15846560846560848,0.09251241182274594,0.713784802224699
WD40,Naive,0.05853174603174603,0.2285303336273622,0.7939730309333984
WD40,CM,-0.07043650793650794,0.0625147102916419,0.425100029983165
WD40,EM,-0.10441468253968254,0.30432493111283754,0.713784802224699
WRC,Naive,0.10300925925925926,0.46001987410048895,0.7939730309333984
WRC,CM,0.09876543209876543,0.49164733662810534,0.692315609500972
WRC,EM,0.08873456790123457,0.5943027326440176,0.9133024614045591
WW,Naive,-0.019576719576719574,0.9613727354594351,0.9613727354594352
WW,CM,-0.10291005291005291,0.2222228756229936,0.5625073725811449
WW,EM,0.10873015873015873,0.31490505980501426,0.713784802224699
