ELM,tsubset,cliff_delta,pvalue,qvalue
14-3-3,Naive,0.07908496732026145,0.5540116243130709,0.7939730309333984
14-3-3,CM,0.2218954248366013,0.02766818017866146,0.31357270869149656
14-3-3,EM,0.14248366013071895,0.2160352142508467,0.713784802224699
ANK,Naive,0.13541666666666669,0.02828529697183746,0.4808500485212368
ANK,CM,-0.24722222222222223,0.07654706521216692,0.43376670286894586
ANK,EM,0.14375,0.3381818842736537,0.7186365040815141
APCC,Naive,0.26190476190476186,0.27910420365175814,0.7939730309333984
APCC,CM,0.31746031746031744,0.15643406095701784,0.5625073725811449
APCC,EM,0.20634920634920634,0.4335993175153692,0.7371188397761277
Arc,Naive,0.1970899470899471,0.4787046517406285,0.7939730309333984
Arc,CM,0.23809523809523808,0.3143423552659339,0.5625073725811449
Arc,EM,0.10846560846560846,0.7789932759038887,0.9133024614045591
BIR,Naive,-0.01949317738791423,0.435302745497154,0.7939730309333984
BIR,CM,0.1466861598440546,0.25421676293566176,0.5625073725811449
BIR,EM,0.08869395711500974,0.6199228565013021,0.9133024614045591
BRCT,Naive,0.19513888888888886,0.24808777485897193,0.7939730309333984
BRCT,CM,0.23333333333333334,0.14107392176280986,0.5625073725811449
BRCT,EM,0.10069444444444445,0.68850893645456,0.9133024614045591
CDC14,Naive,0.25396825396825395,0.003903391059014938,0.1327152960065079
CDC14,CM,-0.11375661375661376,0.14576325066198648,0.5625073725811449
CDC14,EM,0.1283068783068783,0.19510345856026756,0.713784802224699
CKS1,Naive,0.1970899470899471,0.4787046517406285,0.7939730309333984
CKS1,CM,0.23809523809523808,0.3143423552659339,0.5625073725811449
CKS1,EM,0.10846560846560846,0.7789932759038887,0.9133024614045591
CYCLIN,Naive,-0.054398148148148154,0.6553382218929535,0.85698075170617
CYCLIN,CM,0.09760802469135803,0.3064562504950308,0.5625073725811449
CYCLIN,EM,-0.11535493827160494,0.4199580507707351,0.7371188397761277
EVH1,Naive,0.045138888888888895,0.9175043752973362,0.9453075381851342
EVH1,CM,0.0041666666666666675,0.9815017364915473,0.9863175488932131
EVH1,EM,-0.15347222222222223,0.4225708932445591,0.7371188397761277
FHA,Naive,0.12430555555555556,0.14260707811419215,0.7939730309333984
FHA,CM,-0.061111111111111116,0.5282729166054674,0.692315609500972
FHA,EM,-0.11041666666666666,0.27271798546070114,0.713784802224699
Integrin,Naive,0.17063492063492064,0.5500310607535135,0.7939730309333984
Integrin,CM,0.16798941798941797,0.5701422666478593,0.692315609500972
Integrin,EM,0.015873015873015872,0.9508270413775365,0.9837234530386186
LIR,Naive,0.03657407407407407,0.7808496599962926,0.9154789117197913
LIR,CM,0.11921296296296297,0.18849678462636876,0.5625073725811449
LIR,EM,-0.011805555555555555,0.9837234530386186,0.9837234530386186
LYPXL,Naive,0.0,0.8837439303271234,0.9406843151078105
LYPXL,CM,-0.1931216931216931,0.4916919071047213,0.692315609500972
LYPXL,EM,-0.3082010582010582,0.17519974492510137,0.713784802224699
MAPK,Naive,-0.10588235294117647,0.41949891780798065,0.7939730309333984
MAPK,CM,-0.0650326797385621,0.2718774723571511,0.5625073725811449
MAPK,EM,-0.13333333333333333,0.25704187520254007,0.713784802224699
NRBOX,Naive,0.1970899470899471,0.4787046517406285,0.7939730309333984
NRBOX,CM,0.23809523809523808,0.3143423552659339,0.5625073725811449
NRBOX,EM,0.10846560846560846,0.7789932759038887,0.9133024614045591
NRP,Naive,0.06746031746031747,0.22679009503997416,0.7939730309333984
NRP,CM,-0.17989417989417988,0.43380845469215157,0.692315609500972
NRP,EM,0.2328042328042328,0.2911574981039692,0.713784802224699
PDZ,Naive,-0.06895424836601308,0.6883084729433498,0.8667588177805146
PDZ,CM,-0.22156862745098038,0.013669385254713173,0.23237954933012395
PDZ,EM,-0.1588235294117647,0.14479339002625435,0.713784802224699
PP2A,Naive,0.08043981481481483,0.5617468613626303,0.7939730309333984
PP2A,CM,0.07002314814814814,0.6233214641816586,0.704752753592928
PP2A,EM,-0.005497685185185184,0.9122469850174791,0.9837234530386186
PP2B,Naive,0.08125,0.7686993606288124,0.9154789117197913
PP2B,CM,0.125,0.5386536188399416,0.692315609500972
PP2B,EM,0.18888888888888888,0.23387433036718863,0.713784802224699
PP4,Naive,-0.03819444444444445,0.8853499436308805,0.9406843151078105
PP4,CM,-0.06674382716049382,0.66247026843125,0.704752753592928
PP4,EM,-0.189429012345679,0.10500832921191827,0.713784802224699
Pex14,Naive,0.06041666666666666,0.4799841771882639,0.7939730309333984
Pex14,CM,0.38611111111111107,0.006129753686359485,0.20841162533622248
Pex14,EM,0.14236111111111113,0.2640701906492996,0.713784802224699
SH2,Naive,0.09300595238095238,0.20052673173425828,0.7939730309333984
SH2,CM,0.10912698412698413,0.23074365246639572,0.5625073725811449
SH2,EM,0.32217261904761907,2.3797335268360698e-05,0.0008091093991242637
