ELM,n_with,n_without,u_stat,pvalue,cliff_delta,n_pairs,mean_with,mean_without,median_with,median_without,phenotype,qvalue,sig_stars
14-3-3,5,17,1740.0,0.2552674536001478,0.13725490196078433,3060,-1.3951090213836679,-1.40336538062219,-0.682822944946595,-2.9852532003567016,Naive_High,0.8172450939369172,
ANK,2,20,600.0,0.3441706350963616,-0.16666666666666666,1440,-2.593930677597619,-1.2822447611150163,-10.205370391545006,-2.3185198423130826,Naive_High,0.8172450939369172,
APCC,1,21,486.0,0.24021735525511323,0.2857142857142857,756,0.0,-1.4682265036902649,0.0,-2.6866947559504917,Naive_High,0.8172450939369172,
Arc,1,21,461.0,0.3674196655646851,0.21957671957671956,756,0.0655337566246248,-1.4713471587676281,-0.923396393242829,-2.4928805594405583,Naive_High,0.8172450939369172,
BIR,3,19,1136.0,0.4677634943134904,0.10721247563352826,2052,-2.0288168433103184,-1.3024371603981377,-0.7025841707480226,-2.60658217358075,Naive_High,0.8172450939369172,
BRCT,2,20,897.0,0.1623635747567168,0.24583333333333332,1440,0.12180579493424011,-1.5538184083682027,-0.5621170348536846,-2.8093478702362047,Naive_High,0.8172450939369172,
CDC14,1,21,280.0,0.2867885501576878,-0.25925925925925924,756,-4.161075371414753,-1.2700800574324198,-14.763533128065752,-2.3185198423130826,Naive_High,0.8172450939369172,
CKS1,1,21,461.0,0.3674196655646851,0.21957671957671956,756,0.0655337566246248,-1.4713471587676281,-0.923396393242829,-2.4928805594405583,Naive_High,0.8172450939369172,
CYCLIN,4,18,1320.0,0.8897229155890108,0.018518518518518517,2592,-2.7451780426281993,-1.1028913559434874,-2.3717424479942313,-2.439657953759409,Naive_High,0.8927505335506606,
EVH1,2,20,778.0,0.6489887510675519,0.08055555555555556,1440,-1.0833935768974383,-1.4332984711850354,-2.654565351800824,-2.2914769262916312,Naive_High,0.8172450939369172,
FHA,12,10,2273.0,0.6071426195470833,0.052314814814814814,4320,-1.235981795594031,-1.6000975030367204,-2.1680535947066817,-3.6264503128043923,Naive_High,0.8172450939369172,
Integrin,1,21,471.0,0.312223322390185,0.24603174603174602,756,0.7015555777351056,-1.501633912153842,0.3325316172087809,-2.3717424479942313,Naive_High,0.8172450939369172,
LIR,12,10,2331.0,0.4358426802610369,0.07916666666666666,4320,-1.7167359607315997,-1.0231925048716377,-1.9104572888118958,-4.826925000622108,Naive_High,0.8172450939369172,
LYPXL,1,21,348.0,0.7472336157678428,-0.07936507936507936,756,-3.057190076434594,-1.3226460238600464,-2.9912448218112546,-2.3185198423130826,Naive_High,0.8195465463260211,
MAPK,5,17,1340.0,0.303459903728058,-0.12418300653594772,3060,-3.952212327930051,-0.6512761728144306,-4.077559309531022,-1.8600323108227796,Naive_High,0.8172450939369172,
NRBOX,1,21,461.0,0.3674196655646851,0.21957671957671956,756,0.0655337566246248,-1.4713471587676281,-0.923396393242829,-2.4928805594405583,Naive_High,0.8172450939369172,
NRP,1,21,298.0,0.3850976488480218,-0.21164021164021163,756,-6.58555639721714,-1.1546285800132583,-9.512481760866377,-2.3185198423130826,Naive_High,0.8172450939369172,
PDZ,5,17,1425.0,0.5703972980327182,-0.06862745098039216,3060,-0.9551259243077482,-1.532772173879813,-4.5068159131416445,-1.9898856377484904,Naive_High,0.8172450939369172,
PP2A,6,16,1838.0,0.575810165506545,0.06365740740740741,3456,-2.251997482868984,-1.0825482300176044,-1.9898856377484904,-2.930538793243217,Naive_High,0.8172450939369172,
PP2B,2,20,807.0,0.49351417837769207,0.12083333333333333,1440,-3.24210108809158,-1.21742772006562,0.0,-2.6866947559504917,Naive_High,0.8172450939369172,
PP4,4,18,1197.0,0.5611257264460006,-0.0763888888888889,2592,-3.205475389590172,-1.0006030566186046,-3.2341239753219178,-1.805131012540881,Naive_High,0.8172450939369172,
Pex14,2,20,862.0,0.26266782313199954,0.19722222222222222,1440,0.6944263523330262,-1.6110804641080814,0.0,-2.7546334631227203,Naive_High,0.8172450939369172,
SH2,14,8,1987.0,0.8927505335506606,-0.014384920634920634,4032,-2.6885439348081226,0.8508573137272674,-1.9104572888118958,-3.1328885812670606,Naive_High,0.8927505335506606,
SH3,5,17,1470.0,0.7466172984114947,-0.0392156862745098,3060,-2.115234269045579,-1.1915638371922157,-2.8093478702362047,-1.9104572888118958,Naive_High,0.8195465463260211,
SUMO,5,17,1442.0,0.6346790974016311,-0.05751633986928104,3060,-3.304658934158197,-0.8417330533355646,-2.2614899968012177,-2.3717424479942313,Naive_High,0.8172450939369172,
TRAF2like,2,20,652.0,0.5931152826393639,-0.09444444444444444,1440,-2.732569242216846,-1.268380904653094,-3.6772668557153096,-2.1546673829105765,Naive_High,0.8172450939369172,
TRAF6,3,19,1082.0,0.7128472540252425,0.05458089668615984,2052,-1.3613253534050267,-1.4078305535410782,-0.9238386340965608,-2.6866947559504917,Naive_High,0.8195465463260211,
TRFH,1,21,471.0,0.312223322390185,0.24603174603174602,756,0.7015555777351056,-1.501633912153842,0.3325316172087809,-2.3717424479942313,Naive_High,0.8172450939369172,
TYR,2,20,505.0,0.08951293042146084,-0.2986111111111111,1440,-7.1866916979883015,-0.8229686590759488,-8.410391761842726,-2.1546673829105765,Naive_High,0.8172450939369172,
UBA3,2,20,601.0,0.348223435056775,-0.16527777777777777,1440,-5.322638773798957,-1.009373951494883,-14.763533128065752,-2.3185198423130826,Naive_High,0.8172450939369172,
USP7,7,15,1989.0,0.6303355058617823,0.05238095238095238,3780,-1.9770577400607061,-1.1328901598047083,-1.805131012540881,-2.5729931418103,Naive_High,0.8172450939369172,
