ELM,contrast,effect_ts1,effect_ts2,diff,pvalue,qvalue
14-3-3,EM_vs_CM,0.14248366013071895,0.2218954248366013,-0.07941176470588235,0.05533636035732292,0.47035906303724484
ANK,EM_vs_CM,0.14375,-0.24722222222222223,0.3909722222222222,0.15309413042433384,0.6506500543034188
APCC,EM_vs_CM,0.20634920634920634,0.31746031746031744,-0.1111111111111111,0.3128681219140357,0.8182704726982473
Arc,EM_vs_CM,0.10846560846560846,0.23809523809523808,-0.12962962962962962,0.6286847105318678,0.8550112063233403
BIR,EM_vs_CM,0.08869395711500974,0.1466861598440546,-0.057992202729044845,0.5084335258713235,0.8550112063233403
BRCT,EM_vs_CM,0.10069444444444445,0.23333333333333334,-0.1326388888888889,0.2821478435256197,0.8182704726982473
CDC14,EM_vs_CM,0.1283068783068783,-0.11375661375661376,0.2420634920634921,0.29152650132397295,0.8182704726982473
CKS1,EM_vs_CM,0.10846560846560846,0.23809523809523808,-0.12962962962962962,0.6286847105318678,0.8550112063233403
CYCLIN,EM_vs_CM,-0.11535493827160494,0.09760802469135803,-0.21296296296296297,0.6129125009900616,0.8550112063233403
EVH1,EM_vs_CM,-0.15347222222222223,0.0041666666666666675,-0.1576388888888889,0.8451417864891182,1.0
FHA,EM_vs_CM,-0.11041666666666666,-0.061111111111111116,-0.04930555555555555,0.5454359709214023,0.8550112063233403
Integrin,EM_vs_CM,0.015873015873015872,0.16798941798941797,-0.1521164021164021,1.0,1.0
LIR,EM_vs_CM,-0.011805555555555555,0.11921296296296297,-0.13101851851851853,0.3769935692527375,0.8545187569728718
LYPXL,EM_vs_CM,-0.3082010582010582,-0.1931216931216931,-0.11507936507936509,0.35039948985020275,0.8509701896362066
MAPK,EM_vs_CM,-0.13333333333333333,-0.0650326797385621,-0.06830065359477124,0.5140837504050801,0.8550112063233403
NRBOX,EM_vs_CM,0.10846560846560846,0.23809523809523808,-0.12962962962962962,0.6286847105318678,0.8550112063233403
NRP,EM_vs_CM,0.2328042328042328,-0.17989417989417988,0.4126984126984127,0.5823149962079384,0.8550112063233403
PDZ,EM_vs_CM,-0.1588235294117647,-0.22156862745098038,0.06274509803921569,0.027338770509426347,0.30983939910683195
PP2A,EM_vs_CM,-0.005497685185185184,0.07002314814814814,-0.07552083333333333,1.0,1.0
PP2B,EM_vs_CM,0.18888888888888888,0.125,0.06388888888888888,0.46774866073437726,0.8550112063233403
PP4,EM_vs_CM,-0.189429012345679,-0.06674382716049382,-0.12268518518518517,0.21001665842383654,0.7140566386410443
