ELM,contrast,effect_low,effect_high,diff,pvalue,qvalue
14-3-3,PD1Low_vs_PD1High,0.13115468409586056,0.16448801742919392,-0.033333333333333354,0.33358206624709075,1.0
ANK,PD1Low_vs_PD1High,0.016203703703703703,0.005092592592592593,0.01111111111111111,0.07673901767956329,0.5075022880728531
APCC,PD1Low_vs_PD1High,0.28571428571428564,0.23809523809523805,0.04761904761904759,0.9049132244581638,1.0
Arc,PD1Low_vs_PD1High,0.18783068783068782,0.17460317460317457,0.013227513227513255,0.9621455733232085,1.0
BIR,PD1Low_vs_PD1High,0.08349577647823263,0.06042884990253411,0.023066926575698518,0.5412650957987303,1.0
BRCT,PD1Low_vs_PD1High,0.17731481481481481,0.17546296296296296,0.0018518518518518545,0.6227679884083149,1.0
CDC14,PD1Low_vs_PD1High,0.06261022927689595,0.1164021164021164,-0.05379188712522044,0.009375444499185334,0.15938255648615068
CKS1,PD1Low_vs_PD1High,0.18783068783068782,0.17460317460317457,0.013227513227513255,0.9621455733232085,1.0
CYCLIN,PD1Low_vs_PD1High,-0.014403292181069957,-0.03369341563786008,0.019290123456790126,0.6093980264727644,1.0
EVH1,PD1Low_vs_PD1High,-0.028703703703703703,-0.040740740740740744,0.01203703703703704,1.0,1.0
FHA,PD1Low_vs_PD1High,0.03225308641975309,-0.06373456790123457,0.09598765432098766,0.31756398756150533,1.0
Integrin,PD1Low_vs_PD1High,0.09523809523809523,0.14109347442680775,-0.04585537918871252,1.0,1.0
LIR,PD1Low_vs_PD1High,0.04969135802469136,0.04629629629629629,0.0033950617283950713,0.5424033454292096,1.0
LYPXL,PD1Low_vs_PD1High,-0.13403880070546736,-0.2001763668430335,0.06613756613756613,1.0,1.0
MAPK,PD1Low_vs_PD1High,-0.06209150326797386,-0.14074074074074075,0.07864923747276689,0.7185606515999431,1.0
NRBOX,PD1Low_vs_PD1High,0.18783068783068782,0.17460317460317457,0.013227513227513255,0.9621455733232085,1.0
NRP,PD1Low_vs_PD1High,0.13668430335097,-0.05643738977072312,0.19312169312169314,0.671555565852695,1.0
PDZ,PD1Low_vs_PD1High,-0.09847494553376906,-0.20108932461873638,0.10261437908496732,0.028720808909780085,0.3255025009775076
PP2A,PD1Low_vs_PD1High,0.05285493827160493,0.04378858024691359,0.009066358024691343,1.0,1.0
PP2B,PD1Low_vs_PD1High,0.17129629629629628,0.09212962962962963,0.07916666666666665,0.6028428697796534,1.0
PP4,PD1Low_vs_PD1High,-0.06764403292181069,-0.1286008230452675,0.0609567901234568,0.7117028110618293,1.0
Pex14,PD1Low_vs_PD1High,0.08194444444444444,0.3106481481481482,-0.22870370370370374,0.08955922730697409,0.5075022880728531
SH2,PD1Low_vs_PD1High,0.1498015873015873,0.19973544973544974,-0.04993386243386244,0.00023399148797423656,0.007955710591124043
SH3,PD1Low_vs_PD1High,-0.04727668845315904,-0.016339869281045753,-0.03093681917211329,0.06175981537409114,0.5075022880728531
SUMO,PD1Low_vs_PD1High,0.024836601307189538,0.013289760348583876,0.011546840958605661,1.0,1.0
TRAF2like,PD1Low_vs_PD1High,-0.15324074074074076,-0.21944444444444444,0.06620370370370368,0.2307013914950306,0.98048091385388
TRAF6,PD1Low_vs_PD1High,0.044184535412605586,-0.025341130604288498,0.06952566601689408,1.0,1.0
TRFH,PD1Low_vs_PD1High,0.09523809523809523,0.14109347442680775,-0.04585537918871252,1.0,1.0
TYR,PD1Low_vs_PD1High,-0.056018518518518516,-0.053240740740740734,-0.002777777777777782,0.537077582528765,1.0
UBA3,PD1Low_vs_PD1High,0.05416666666666666,0.028240740740740743,0.025925925925925918,0.4155673772690863,1.0
USP7,PD1Low_vs_PD1High,0.08835978835978836,0.07848324514991183,0.009876543209876534,0.40813376766547094,1.0
WD40,PD1Low_vs_PD1High,0.037533068783068786,-0.11507936507936507,0.15261243386243387,0.1720423004222164,0.835634030622194
WRC,PD1Low_vs_PD1High,0.10108024691358025,0.0925925925925926,0.00848765432098765,1.0,1.0
WW,PD1Low_vs_PD1High,-0.026102292768959433,0.016931216931216932,-0.043033509700176366,0.34606062661494685,1.0
