motif,Naive,CM,EM,PD1_Low
F_14_3_3,-6.894898147631499,-8.65685560952406,-7.093780159417937,-10.373917032532042
Arc,-9.010215905824403,-8.01114876060519,-17.049575228367942,-12.774611675239617
BIR,0.6172997003408471,-4.71408744064617,2.2369396626315883,0.09250319639432796
BRCT,-11.650503269642583,-5.15705872025916,-4.601629698998947,-10.197432951698866
CYCLIN,-5.247557051541123,-6.409436693287009,-5.786994671570544,-8.576932909308457
FHA,-13.497884548979359,-9.657174678141452,-10.072295791841276,-19.01456659102643
LIR,7.991204395913689,6.732108973875387,5.804964767065316,6.143575686101435
MAPK,-4.427322096072517,-2.9823665767765988,-4.740335601417574,-2.598412344187653
NRBOX,-2.395318415250503,-3.4052110763441137,-2.6111786435719355,-0.3122550691779123
PCNA,-11.846834160149223,-5.483595917889846,-6.462249251296358,-8.125794566126984
PDZ,-3.5915651288777855,-3.0591365134103365,-3.9617014937373645,-4.727425972516168
PP1,-3.1410674976602673,-1.8566164479280398,-20.844121455529095,-2.92808438795678
PP2A,-2.758501907583837,-5.206962548640092,-1.9040694619767837,-3.345455314517005
PP4,-5.994830841401696,-15.784664925427153,-9.669919738558965,-9.698311401981863
PTB,2.591611035415694,3.992872836883115,1.7366841389943706,2.1531046797651796
Pex14,-10.94566812224184,-6.588574477563686,-6.371925253487597,-12.346742756528855
SH2,-10.666413974539726,-12.95388939422539,-11.437708387141894,-11.825078596568684
SH3,-4.526375415866161,-5.48440697936132,-6.258376658380434,-11.153191506347902
SUMO,-1.4343125268836663,0.10849356405740596,-1.6341453853966206,0.11218257801833229
TRAF4,-0.8429533275141483,-3.7117398861359523,-2.4054366000680782,-3.4395548839794485
TYR,-5.448166797397008,-2.1544214783498803,-3.389759611083591,-4.113699513479961
UBA3,12.61774357318192,7.277918985282327,9.441699750774013,10.810491601857208
USP7,-51.035643700821254,-39.42205699923706,-30.190535769674163,-24.464516479092886
WD40,-18.827965365223847,-32.328847699488605,-17.156838947948522,-20.268949406170915
WW,-27.50376954824736,-19.16167897372394,-23.577744189005045,-44.71347308638216
