motif,contrast,log_effect,se_log_effect,z,logFC,pvalue,qvalue,neglog10_q
BIR,EM_vs_CM,0.13864090131881907,0.03060605977128344,4.52985135476017,0.20001654079703643,5.902519910958203e-06,0.00014756299777395507,3.8310225305700496
F_14_3_3,EM_vs_CM,0.12690861318169067,0.0350012862334332,3.625827129188974,0.18309042688332086,0.0002880380047582982,0.0036004750594787276,2.44364019309422
PP1,EM_vs_CM,-0.16960835350434877,0.04909139581948832,-3.454950723503722,-0.2446931304940662,0.000550393405485173,0.0045866117123764425,2.3385080242695837
Arc,EM_vs_CM,-0.2010865808800662,0.08361393585578131,-2.404940980495209,-0.29010661302498897,0.01617507783353486,0.10109423645959287,0.9952736035103418
UBA3,EM_vs_CM,0.1814587198158466,0.08331585568619516,2.1779614254854613,0.2617895952043818,0.029408908729101114,0.14704454364550557,0.8325510861423797
PTB,EM_vs_CM,-0.12688179758739815,0.08304881665765827,-1.5277977783889094,-0.18305174015841655,0.12656275403811423,0.5273448084921427,0.27790532509543714
BRCT,EM_vs_CM,0.1307661997257264,0.0995276375542264,1.3138682173027572,0.1886557478602012,0.18889055595238124,0.5937890258142559,0.22636783313329475
MAPK,EM_vs_CM,-0.06018709406940445,0.04884725440448936,-1.2321489672892012,-0.08683162213944734,0.21789344249233944,0.5937890258142559,0.22636783313329475
PP2A,EM_vs_CM,0.24542473857095473,0.2023683085895351,1.21276271112564,0.3540730532477867,0.22522055580014622,0.5937890258142559,0.22636783313329475
TYR,EM_vs_CM,-0.23370935014733313,0.19785432498276667,-1.1812193146027485,-0.33717132046693987,0.23751561032570234,0.5937890258142559,0.22636783313329475
PP4,EM_vs_CM,0.05798348041764001,0.05451795273543691,1.0635667245067055,0.08365247965201157,0.28752502325719465,0.6534659619481696,0.1847770292358133
TRAF4,EM_vs_CM,0.18009444137476657,0.20472833321737127,0.8796752190794738,0.2598213574630439,0.3790352775957968,0.7896568283245767,0.10256160484235662
Pex14,EM_vs_CM,0.06928055867672123,0.09598452347570534,0.7217888485351166,0.09995071843292257,0.47042430657294587,0.8719486672373712,0.05950908180110539
PCNA,EM_vs_CM,0.05060155303483907,0.07314158259634833,0.6918301633435726,0.07300260962464221,0.48904399179904523,0.8719486672373712,0.05950908180110539
SH2,EM_vs_CM,-0.024424885495892557,0.0386164551645497,-0.6324994200481366,-0.03523766117920496,0.5270605873026877,0.8719486672373712,0.05950908180110539
LIR,EM_vs_CM,0.02102318127113384,0.03967960845185865,0.5298233044975795,0.030330039363574524,0.5962344457800942,0.8719486672373712,0.05950908180110539
