ELM,n_with,n_without,u_stat,pvalue,cliff_delta,n_pairs,mean_with,mean_without,median_with,median_without,phenotype,qvalue,sig_stars
PTB,23,684,277734.5,0.7006123110755405,-0.019215964629770883,566352,0.22623848043371356,0.4168485062985444,-1.9874119839831748,-1.5301444544903857,Naive_Low,0.880256493402602,
Pex14,107,600,1107701.5,0.09382990076687518,-0.04144903080650744,2311200,-0.48455253402148485,0.5702916408307978,-2.5526283051870085,-1.3603434847251366,Naive_Low,0.5570895792467394,
REV1ctd,18,689,221413.0,0.8846696023647924,-0.008166245587629236,446472,-0.017762505072060567,0.42183975101520604,-1.8221808680589124,-1.5451054777482294,Naive_Low,0.963306900352774,
SH2,288,419,2164253.0,0.8413998363336613,-0.0036107980494416454,4344192,0.344890403968612,0.45584588786448565,-1.4132693100622886,-1.8087247984143362,Naive_Low,0.9588044646592885,
SH3,123,584,1246449.0,0.12388593963401615,-0.03598442662508817,2585952,-0.7572844864376422,0.6566333136815236,-1.6672280696934245,-1.52094034486145,Naive_Low,0.6070411042066791,
SUMO,68,639,780280.5,0.9371316852772887,-0.0023723495658044126,1564272,0.6189166443712888,0.38848439990756184,-2.0587051740309104,-1.5231133235778738,Naive_Low,0.9723494989217996,
TRAF2like,16,691,210040.0,0.35242046384763126,0.05543495738864769,398016,2.897295123052929,0.35306966915967125,-0.5850453717039696,-1.5972969915702857,Naive_Low,0.8151733302644675,
TRAF4,25,682,308645.0,0.9057377782121864,0.005685891169762138,613800,1.5244632230416804,0.3698185964547474,-1.5305862153567835,-1.5650313320239042,Naive_Low,0.964807633312981,
TRAF6,13,694,158785.5,0.7362170583817608,-0.022232690460356166,324792,-0.3227989419724804,0.42438652680666006,-0.9737055750438959,-1.5742779904864834,Naive_Low,0.901865896517657,
TRFH,5,702,67987.0,0.47209057263481613,0.07608420386198164,126360,6.11001819877747,0.3700538067867413,-1.3052389915031406,-1.568838472442684,Naive_Low,0.8477272744861847,
TYR,47,660,554881.0,0.8610365916740149,-0.006230747188193997,1116720,0.045140773215015945,0.4366761318440515,-2.0698113610114275,-1.5256713604329102,Naive_Low,0.9588816589096983,
UBA3,73,634,877445.0,0.0675524870132563,0.0532592464553054,1666152,2.1389830219496004,0.21164369519851567,-0.8542368799379925,-1.5742779904864834,Naive_Low,0.47286740909279407,
USP7,318,389,2174053.0,0.18513082917556078,-0.023615445003134772,4453272,-0.287892438495854,0.9816906395883326,-1.757744998992848,-1.3603434847251366,Naive_Low,0.7126546638927902,
WD40,379,328,2164822.0,0.06725759970924328,-0.03253194471258697,4475232,0.13385442908005432,0.730478764441583,-1.6984844197079743,-1.2539728227234317,Naive_Low,0.47286740909279407,
WRC,23,684,283667.0,0.9723494989217996,0.00173390400316411,566352,3.9757121830151965,0.2907697122058922,-3.5494576968216656,-1.4981400185665943,Naive_Low,0.9723494989217996,
WW,143,564,1352369.0,0.001927124797467393,-0.06844701791510302,2903472,-1.4913837356625392,0.8929002438970264,-2.0231186478865117,-1.371859463842385,Naive_Low,0.06576725583192652,
deltaCOP1,8,699,88492.0,0.14938427203555776,-0.12084724209187729,201312,-2.501694347794038,0.4439791389707184,-5.058019872363832,-1.5189668949712662,Naive_Low,0.6654390299765756,
eIF4E,8,699,104426.0,0.6550270046908189,0.037454299793355586,201312,2.594617088916538,0.3856522555748889,-1.7477710883787458,-1.552990180737207,Naive_Low,0.8727739247773255,
14-3-3,295,412,2179444.0,0.8333586122058652,-0.0037829338306547456,4375440,-0.43295719412136047,-0.44434816628876334,-2.5928807630439574,-2.34436210808801,CM_High,0.9502290680774549,
ANK,8,699,93399.0,0.38973661964718,-0.07209704339532666,201312,-4.468526463932309,-0.3934844135412209,-3.666492901450866,-2.461845292094491,CM_High,0.636569812090394,
APCC,28,679,384534.0,0.006523240611476918,0.12365874184725437,684432,4.803017425464361,-0.655785426641788,-1.1685634135216092,-2.5484912218337747,CM_High,0.08057280869851743,
Actin,23,684,309383.0,0.06403872657187915,0.09254668474729497,566352,1.0270401632189332,-0.4889119013608294,-1.2363260016930777,-2.5692990082230125,CM_High,0.26149146683517316,
Arc,83,624,963157.5,0.22878508213416748,0.033147011121408713,1864512,0.7234374583648212,-0.5942934708670706,-1.5420753639453397,-2.650513382268152,CM_High,0.5162112423632914,
BIR,124,583,1293978.5,0.8104164035472128,-0.005592673540025944,2602512,-0.13575466691092702,-0.504219962401058,-2.216463537577996,-2.5855710987067884,CM_High,0.9502290680774549,
BRCT,72,635,794892.5,0.2446491271604362,-0.03410554583454846,1645920,-1.1351123565471393,-0.36073342851240603,-2.9134480421917166,-2.398332032409901,CM_High,0.5162112423632914,
CDC14,7,700,88206.0,0.9994443420487467,6.802721088435374e-05,176400,-1.0568681219852278,-0.4334224856041077,-1.0113031553278538,-2.503281580865607,CM_High,0.9994443420487467,
CKS1,24,683,272360.0,0.11614025827155051,-0.07692099126945394,590112,-2.4442596668109027,-0.3691531255831775,-4.533352458678499,-2.3719025718045765,CM_High,0.4064909039504268,
CSL,5,702,63281.0,0.9880039281114759,0.0015986071541627097,126360,-1.2805208684557658,-0.4336057157186511,-4.150650216682186,-2.461845292094491,CM_High,0.9994443420487467,
CYCLIN,112,595,1266193.0,0.022068234791009923,0.05558306655995732,2399040,0.1850940167394399,-0.5571837758850237,-1.3935204674306263,-2.7453710325412937,CM_High,0.13516793809493577,
Clathr,9,698,111200.0,0.8338744883128686,-0.016590611624040467,226152,-2.4165942057253464,-0.4141038236751343,-1.4806791765352996,-2.500677384040868,CM_High,0.9502290680774549,
DLG,9,698,91455.0,0.015614835380795732,-0.19120768332802718,226152,-5.916116186197053,-0.36898104742263393,-8.207244716070901,-2.403328936225338,CM_High,0.10930384766557012,
EVH1,3,704,22617.0,0.002979464976720338,-0.4050662878787879,76032,-11.275055506121987,-0.3934213782079628,-10.656979154496472,-2.406892572442569,CM_High,0.08057280869851743,
FHA,257,450,2112615.0,0.4203956249539791,0.014850843060959792,4163400,-0.35460008877885507,-0.4881368754680136,-2.0333318959378808,-2.8768002628314457,CM_High,0.6644963104111282,
GBD,7,700,95941.0,0.3270329238648473,0.08776643990929706,176400,-0.7964210477776461,-0.4360269563461833,-1.4760414253339809,-2.5057652986760717,CM_High,0.5875657807286678,
IRF7,13,694,159595.0,0.7938390753442033,-0.01724796177245745,324792,-2.132589753777398,-0.40788206048655,-4.081618358592291,-2.452970954797978,CM_High,0.9502290680774549,
Integrin,7,700,86297.5,0.8096848380117726,-0.021570294784580498,176400,-2.1476821765520397,-0.4225143450584394,-2.531733291631814,-2.464512836775641,CM_High,0.9502290680774549,
LIR,249,458,2156295.0,0.006577372138654484,0.05043901954250773,4105512,0.6311403815710246,-1.0217200257378973,-1.9956747107443507,-2.8382809096672794,CM_High,0.08057280869851743,
LYPXL,10,697,133647.0,0.3847760363054301,0.06525585844093736,250920,2.327380068499245,-0.4792935688117136,-0.179606407860811,-2.491427660009365,CM_High,0.636569812090394,
MAPK,211,496,1837059.5,0.20026132540252473,-0.024815957889551377,3767616,-0.9290161959227065,-0.2313939504779855,-2.820812513539144,-2.3597527708647466,CM_High,0.5162112423632914,
MSH2,20,687,229517.0,0.17825711464544658,-0.07198366488759501,494640,-1.79733900359297,-0.4000684668193778,-3.9069846907755217,-2.403328936225338,CM_High,0.5162112423632914,
MYND,19,688,242648.0,0.5687373873314205,0.03124575003399973,470592,-1.0776169044764654,-0.42197542963912643,-1.334682753481363,-2.5484912218337747,CM_High,0.8637343062880034,
NRBOX,25,682,289112.0,0.22727341899925402,-0.057960247637666995,613800,-1.6380159030609067,-0.39566483753702236,-3.599514019143364,-2.3928808470260092,CM_High,0.5162112423632914,
NRP,24,683,290741.5,0.7652047462060233,-0.014622647904126674,590112,-3.2233087427954774,-0.34177804824257746,-1.1661262561773618,-2.5484912218337747,CM_High,0.9502290680774549,
PCNA,31,676,392930.0,0.3357518747020959,0.04167992195287481,754416,0.1302785592497109,-0.46572847945785933,-1.6584385594737205,-2.5230861344285067,CM_High,0.5875657807286678,
PDZ,137,570,1327427.5,0.01313491687059909,-0.055628477113302315,2811240,-1.871573007377365,-0.09541809608082948,-3.5430344431527114,-2.2031777973930353,CM_High,0.10726848777655923,
