CCD,Naive_High,Naive_Low,CM_High,CM_Low,EM_High,EM_Low
GPR150-1,-1.3044232529250763,0.05249616155422099,-1.2864809477303447,2.052741565087807,-1.395599143993381,-0.4697713465387363
PAQR8-2,-0.8512915925290563,0.2961398162425515,-1.329484489165448,-0.23390321440917017,-0.9092129511389773,1.2091001704672204
RXFP3-1,0.5194028183121775,0.295878893827882,-0.548932532398561,-1.2397285901039428,-0.11265766890609807,0.16087369059898537
CELSR1-1,-0.6365310700955407,-0.3490117388195306,-0.18366093102538095,0.9318983320494625,-0.24740610779712524,0.15701939136892418
PRLHR-1,-0.2460444702213418,-0.08097384992001899,-0.11672122581303168,-0.703992382285108,-0.49705456958003724,0.7835525548742557
TAS1R2-1,0.17977995247093959,0.1816617750088867,0.3046074373505798,-0.1630324296397112,-0.7221435281641313,-0.16203483421097142
SYVN1-1,-0.37643909859284075,-0.7058703005434492,0.41718072386939387,0.49286617384700104,-0.3397712479214654,0.12298635175448602
TRPM4-2,-0.33652241848133624,-0.007612615781047216,-0.6980701907075946,0.6463607171182031,0.3218064458435119,-0.0081384485004381
ADGRA2-1,0.675126885200936,-0.20816323743829623,-0.44585327875185743,-0.1528607899963641,-0.2560803597214367,0.0023875609182373303
P2RY8-1,-0.255519949553322,0.4258376447701344,-0.6270009434556256,0.5054472039310407,-0.5573198116605345,0.1401395089025126
OR51J1-1,-0.5543473132432095,-0.007151096577477256,-0.5175144691197424,0.35830538042214677,-0.16962398952482793,0.5313646275980248
TMEM161A-1,0.4285937773816355,-0.2851243174199807,-0.10855216229596754,0.5447440130984036,-0.3825365098073161,-0.3813378902548896
CXCR4-1,0.1880563702024729,0.2584752975404303,0.10414906657057665,-0.5230432923194994,-0.26387922804885955,-0.05906393794137621
TAS2R4-1,-0.14017936990398439,-0.2324647869248191,-0.48137238151152895,0.47726008004804443,-0.03902848114085211,0.27056494322459823
OR2V1-1,0.003862727877381511,0.09628560527447849,0.14268050091371043,-0.47964340939492645,0.03032910544388212,0.027880205759967858
TAS2R38-1,0.16167960293623063,-0.11327649689643904,0.1345042225421451,-0.45599437593617576,-0.24665884941146055,0.18913751687723535
ADGRE3-1,-0.44591743832868747,0.2977487074182581,0.21480061197117628,-0.44307810555321847,0.02054815840804114,0.10561123936865036
OR1E2-1,-0.2515318144058827,-0.29394231849097685,0.18823607417820565,0.0395169010423666,0.4399801474337106,-0.10695028214567381
EDNRA-1,0.06738871308800443,0.1177380252827489,0.07381724495203179,-0.42867443970035746,-0.24931408741933692,0.1458169127225719
GPR139-1,-0.35589234429963823,-0.263882521213177,0.39092659397468177,0.41980678195071874,-0.37476770311501073,-0.015790652838994612
OR11H7-1,-0.3164870772880577,0.007377742067624649,0.06682950474594751,0.4080931294989618,0.02230378836509317,-0.13026031106631542
OR6S1-1,-0.25354949631198753,0.36588780912477126,0.007519811390587883,0.03078183476281282,-0.11165623726121754,-0.07645278453197846
OR8G2P-1,-0.36520376949525213,-0.04741330913938868,0.16149592532578194,0.2075674034432744,-0.048330240288644966,0.06197513222639928
P2RY12-1,-0.27808377884734314,-0.10332949526959534,-0.0595235998444692,-0.004761883535439049,-0.061942314311042246,0.3515613126390601
OR6C76-1,-0.34279123482421503,-0.21958823850113895,-0.23757345663272256,0.18470479688355068,0.17305183307025218,0.3368979601638028
