motif,contrast,log_effect,se_log_effect,z,logFC,pvalue,qvalue,neglog10_q
PP2A,EM_vs_CM,2.0116070212022517,0.4704993874433991,4.275472136388801,2.9021354737059086,1.9073265572477954e-05,0.0004567481739097925,3.3403231802917595
NRP,EM_vs_CM,-2.5420866147912284,0.6144243365229819,-4.13734688501575,-3.667455752669518,3.513447491613788e-05,0.0004567481739097925,3.3403231802917595
PP2B,EM_vs_CM,4.055896983815891,1.1474050386744468,3.5348432742647824,5.85142246490769,0.00040801708297911885,0.003536148052485697,2.4514695601093264
Pex14,EM_vs_CM,1.9862285816908671,0.5786373741191477,3.4325964248584486,2.8655221248773333,0.0005978312559400114,0.0038859031636100743,2.41050802618446
TYR,EM_vs_CM,1.6220074445521226,0.6804108977101588,2.383864588310966,2.340062096540328,0.01713190496738818,0.07648096675835506,1.116446630993916
WRC,EM_vs_CM,-0.9282001431227015,0.40086768559838565,-2.31547759140813,-1.3391097434355477,0.02058680951959487,0.07648096675835506,1.116446630993916
PP1,EM_vs_CM,-3.542966646153539,1.5301744968441184,-2.315400402673465,-5.111420410440713,0.020591029511864825,0.07648096675835506,1.116446630993916
BRCT,EM_vs_CM,0.7885367056575122,0.38141463998644426,2.067400206991366,1.1376179948110132,0.03869645877026316,0.12576349100335527,0.900445415782636
FHA,EM_vs_CM,0.940859754983258,0.5113468257229941,1.8399640080936748,1.3573737026863515,0.06577352159554475,0.1613772638911206,0.7921576521552686
CYCLIN,EM_vs_CM,-1.6428333430165099,0.8940833086902454,-1.837449963609228,-2.3701075169769563,0.06614349668150354,0.1613772638911206,0.7921576521552686
PDZ,EM_vs_CM,0.5392241599348929,0.2957590249352172,1.8231875089965692,0.7779360214655873,0.06827499626162793,0.1613772638911206,0.7921576521552686
SH3,EM_vs_CM,1.179944091902623,0.7013182382228487,1.68246600130152,1.7022994899141455,0.09247851230556119,0.20037010999538254,0.6981670634047904
SUMO,EM_vs_CM,-0.749341877969808,0.48646736061559803,-1.540374418998135,-1.0810718112774649,0.12346911320245775,0.2469382264049155,0.6074116754318517
SH2,EM_vs_CM,-0.6190967118317957,0.4137439941639559,-1.496327972283421,-0.8931677559903953,0.13456820919124987,0.24991238849803546,0.6022122147699872
WD40,EM_vs_CM,-0.6760130503311533,0.5051133614975577,-1.3383392756170873,-0.9752806752889762,0.18078586417291187,0.3133621645663806,0.5039534415368179
