CCD,contrast,effect,EM_effect,CM_effect,overall_pvalue,overall_qvalue,max_pip,contrast_max_pip,Naive_effect,Low_effect,High_effect
ADAM10-1,EM_vs_CM,0.733265967294774,0.29678496051723413,-0.43648100677753987,4.879554299730683e-65,5.758336590677441e-65,1.0,1.0,,,
ADAM10-1,Naive_vs_CM,0.17184657906092327,,-0.43648100677753987,4.879554299730683e-65,5.758336590677441e-65,1.0,1.0,-0.2646344277166166,,
ADAM10-1,Naive_vs_EM,-0.5614193882338507,0.29678496051723413,,4.879554299730683e-65,5.758336590677441e-65,1.0,1.0,-0.2646344277166166,,
ADAM10-1,PD1Low_vs_PD1High,1.0049156257607752,,,4.879554299730683e-65,5.758336590677441e-65,1.0,1.0,,0.36768098822141343,-0.6372346375393617
ADCY7-1,EM_vs_CM,-0.3065197784128909,-0.18685306142245306,0.11966671699043785,0.0,0.0,1.0,1.0,,,
ADCY7-1,Naive_vs_CM,-0.03233309606940149,,0.11966671699043785,0.0,0.0,1.0,1.0,0.08733362092103636,,
ADCY7-1,Naive_vs_EM,0.2741866823434894,-0.18685306142245306,,0.0,0.0,1.0,1.0,0.08733362092103636,,
ADCY7-1,PD1Low_vs_PD1High,0.3254060609613748,,,0.0,0.0,1.0,1.0,,0.16941878931036114,-0.1559872716510137
AGER-1,EM_vs_CM,-0.3371515278055154,-0.12507336538833447,0.21207816241718092,2.961993405370407e-205,4.0747865079405044e-205,1.0,1.0,,,
AGER-1,Naive_vs_CM,-0.24416412449149716,,0.21207816241718092,2.961993405370407e-205,4.0747865079405044e-205,1.0,1.0,-0.03208596207431624,,
AGER-1,Naive_vs_EM,0.09298740331401822,-0.12507336538833447,,2.961993405370407e-205,4.0747865079405044e-205,1.0,1.0,-0.03208596207431624,,
AGER-1,PD1Low_vs_PD1High,0.10095870117602468,,,2.961993405370407e-205,4.0747865079405044e-205,1.0,1.0,,0.06878562890618907,-0.0321730722698356
APP-1,EM_vs_CM,-0.7519261034889374,-1.1082839967631992,-0.3563578932742618,6.892871354327785e-108,8.372316913305456e-108,1.0,1.0,,,
APP-1,Naive_vs_CM,0.9669803186084541,,-0.3563578932742618,6.892871354327785e-108,8.372316913305456e-108,1.0,1.0,0.6106224253341923,,
APP-1,Naive_vs_EM,1.7189064220973915,-1.1082839967631992,,6.892871354327785e-108,8.372316913305456e-108,1.0,1.0,0.6106224253341923,,
APP-1,PD1Low_vs_PD1High,-0.23595631636395903,,,6.892871354327785e-108,8.372316913305456e-108,1.0,1.0,,-0.40265131308306906,-0.16669499671911003
ARL6IP1-1,EM_vs_CM,0.014062021909693856,-0.1085585930310663,-0.12262061494076015,3.1836978084015866e-31,3.636425478403647e-31,1.0,0.9999999888864969,,,
ARL6IP1-1,Naive_vs_CM,0.2458554335112214,,-0.12262061494076015,3.1836978084015866e-31,3.636425478403647e-31,1.0,1.0,0.12323481857046126,,
ARL6IP1-1,Naive_vs_EM,0.23179341160152755,-0.1085585930310663,,3.1836978084015866e-31,3.636425478403647e-31,1.0,1.0,0.12323481857046126,,
ARL6IP1-1,PD1Low_vs_PD1High,-0.482827153011431,,,3.1836978084015866e-31,3.636425478403647e-31,1.0,1.0,,-0.2773950396395039,0.2054321133719271
ASIC2-1,EM_vs_CM,-0.7434129117678674,-0.3156828480856192,0.4277300636822482,0.0,0.0,1.0,1.0,,,
ASIC2-1,Naive_vs_CM,-0.6529084199738868,,0.4277300636822482,0.0,0.0,1.0,1.0,-0.22517835629163863,,
ASIC2-1,Naive_vs_EM,0.09050449179398057,-0.3156828480856192,,0.0,0.0,1.0,1.0,-0.22517835629163863,,
ASIC2-1,PD1Low_vs_PD1High,0.4652671720374312,,,0.0,0.0,1.0,1.0,,0.19492320578704572,-0.2703439662503855
ATP6AP2-1,EM_vs_CM,0.16902264016811186,0.14938522078774275,-0.019637419380369114,0.0,0.0,1.0,1.0,,,
ATP6AP2-1,Naive_vs_CM,-0.38001043167959914,,-0.019637419380369114,0.0,0.0,1.0,1.0,-0.39964785105996825,,
ATP6AP2-1,Naive_vs_EM,-0.549033071847711,0.14938522078774275,,0.0,0.0,1.0,1.0,-0.39964785105996825,,
ATP6AP2-1,PD1Low_vs_PD1High,0.8239063728219758,,,0.0,0.0,1.0,1.0,,0.32198650319345634,-0.5019198696285194
BCAM-1,EM_vs_CM,-0.19453518584424156,0.011540889077169658,0.20607607492141122,0.026582600611276125,0.02865397208747946,0.9868897302271639,0.9868897302271639,,,
BCAM-1,Naive_vs_CM,-0.35766027255860355,,0.20607607492141122,0.026582600611276125,0.02865397208747946,0.9868897302271639,0.9868897302271639,-0.15158419763719233,,
BCAM-1,Naive_vs_EM,-0.163125086714362,0.011540889077169658,,0.026582600611276125,0.02865397208747946,0.9868897302271639,0.9855050140366564,-0.15158419763719233,,
BCAM-1,PD1Low_vs_PD1High,-0.21629089915769922,,,0.026582600611276125,0.02865397208747946,0.9868897302271639,0.9868897302271639,,-0.08613452745838675,0.13015637169931246
BSG-1,EM_vs_CM,2.1862981977985423,0.45027106956365015,-1.7360271282348922,0.0,0.0,1.0,1.0,,,
BSG-1,Naive_vs_CM,0.9212775383223356,,-1.7360271282348922,0.0,0.0,1.0,1.0,-0.8147495899125566,,
BSG-1,Naive_vs_EM,-1.2650206594762068,0.45027106956365015,,0.0,0.0,1.0,1.0,-0.8147495899125566,,
BSG-1,PD1Low_vs_PD1High,1.8255673190939936,,,0.0,0.0,1.0,1.0,,0.21261511001906377,-1.6129522090749298
BTC-1,EM_vs_CM,0.8429924355786417,0.07271028282266423,-0.7702821527559774,0.0,0.0,1.0,1.0,,,
BTC-1,Naive_vs_CM,1.0002323584948032,,-0.7702821527559774,0.0,0.0,1.0,1.0,0.22995020573882574,,
BTC-1,Naive_vs_EM,0.1572399229161615,0.07271028282266423,,0.0,0.0,1.0,1.0,0.22995020573882574,,
BTC-1,PD1Low_vs_PD1High,-0.3263531610400213,,,0.0,0.0,1.0,1.0,,-0.3190504685848398,0.007302692455181485
BTN3A2-1,EM_vs_CM,1.2497336263836645,0.36709886816977827,-0.8826347582138862,0.0,0.0,1.0,1.0,,,
BTN3A2-1,Naive_vs_CM,0.31243074417846173,,-0.8826347582138862,0.0,0.0,1.0,1.0,-0.5702040140354244,,
BTN3A2-1,Naive_vs_EM,-0.9373028822052027,0.36709886816977827,,0.0,0.0,1.0,1.0,-0.5702040140354244,,
BTN3A2-1,PD1Low_vs_PD1High,0.14306081063894477,,,0.0,0.0,1.0,1.0,,-0.2903828960403717,-0.4334437066793165
CADM1-1,EM_vs_CM,-0.445607742254047,-0.1436604906192207,0.3019472516348263,0.0,0.0,1.0,1.0,,,
CADM1-1,Naive_vs_CM,-0.7142795413200057,,0.3019472516348263,0.0,0.0,1.0,1.0,-0.41233228968517943,,
CADM1-1,Naive_vs_EM,-0.2686717990659587,-0.1436604906192207,,0.0,0.0,1.0,1.0,-0.41233228968517943,,
CADM1-1,PD1Low_vs_PD1High,0.08152802466400133,,,0.0,0.0,1.0,1.0,,-0.043917830557857286,-0.1254458552218586
CD200R1-1,EM_vs_CM,0.1572736091369351,-0.5336549651419142,-0.6909285742788494,1.8116362041643814e-231,2.548572965180401e-231,1.0,1.0,,,
CD200R1-1,Naive_vs_CM,0.850285409961094,,-0.6909285742788494,1.8116362041643814e-231,2.548572965180401e-231,1.0,1.0,0.15935683568224468,,
CD200R1-1,Naive_vs_EM,0.6930118008241589,-0.5336549651419142,,1.8116362041643814e-231,2.548572965180401e-231,1.0,1.0,0.15935683568224468,,
CD200R1-1,PD1Low_vs_PD1High,-1.2261666206259743,,,1.8116362041643814e-231,2.548572965180401e-231,1.0,1.0,,-0.9681588782258267,0.2580077424001475
CD209-1,EM_vs_CM,-0.8900602364821902,-0.24236521184629023,0.6476950246359,0.0,0.0,1.0,1.0,,,
CD209-1,Naive_vs_CM,-1.2061195815113859,,0.6476950246359,0.0,0.0,1.0,1.0,-0.5584245568754859,,
CD209-1,Naive_vs_EM,-0.31605934502919564,-0.24236521184629023,,0.0,0.0,1.0,1.0,-0.5584245568754859,,
CD209-1,PD1Low_vs_PD1High,0.15240220287959882,,,0.0,0.0,1.0,1.0,,0.025169520077840717,-0.12723268280175812
CD226-1,EM_vs_CM,2.5685887650738453,0.14692773939688641,-2.4216610256769586,0.0,0.0,1.0,1.0,,,
CD226-1,Naive_vs_CM,2.0015758983048393,,-2.4216610256769586,0.0,0.0,1.0,1.0,-0.4200851273721192,,
CD226-1,Naive_vs_EM,-0.5670128667690056,0.14692773939688641,,0.0,0.0,1.0,1.0,-0.4200851273721192,,
CD226-1,PD1Low_vs_PD1High,1.430637515804776,,,0.0,0.0,1.0,1.0,,-0.18295404664834244,-1.6135915624531183
CD247-1,EM_vs_CM,2.549020424742932,1.1170849556535771,-1.4319354690893547,3.775405972031228e-20,4.23457696862962e-20,0.9999999999999631,0.9999999999999631,,,
CD247-1,Naive_vs_CM,-0.6936897126361501,,-1.4319354690893547,3.775405972031228e-20,4.23457696862962e-20,0.9999999999999631,0.9989123132686506,-2.1256251817255047,,
CD247-1,Naive_vs_EM,-3.242710137379082,1.1170849556535771,,3.775405972031228e-20,4.23457696862962e-20,0.9999999999999631,0.9999999999999631,-2.1256251817255047,,
CD247-1,PD1Low_vs_PD1High,-0.41118177385355625,,,3.775405972031228e-20,4.23457696862962e-20,0.9999999999999631,0.9999999999999631,,-1.0190827853138722,-0.6079010114603159
CD27-1,EM_vs_CM,0.32215329733868636,0.07237142027821564,-0.24978187706047073,0.0,0.0,1.0,1.0,,,
CD27-1,Naive_vs_CM,0.12974738235542982,,-0.24978187706047073,0.0,0.0,1.0,1.0,-0.1200344947050409,,
