CCD,Naive_High,Naive_Low,CM_High,CM_Low,EM_High,EM_Low
IL6R-1,-1.221135698288619,-0.20119179768654338,-3.5449361771813317,1.1513525675142922,-1.2603394661742253,0.9961542332593858
NFAM1-1,-3.254414921593454,2.80254574807425,-2.719406758017512,-2.686316143566128,-3.167740942354658,-0.20882513460613206
IL2RG-1,-1.1298863563721646,-1.4905134326805132,-3.234786999662037,2.698006777282047,0.06922660534523706,-1.1459483394577643
KLRC4-1,-1.291988780433024,1.4128709216175332,-3.1676486191786717,0.6848734322787804,-2.67811332078199,0.22880793049355042
ITGAL-1,-0.7240082426725061,-1.2005248631000567,-1.238012106337318,-2.3145985740498154,0.506269505297817,1.3924155735662558
MS4A2-1,1.498727507974333,-0.5338512713475021,-0.024790155642754108,-1.4698891513455048,0.23535752148096156,-2.113209574815965
KLRC2-1,0.11807347925305534,-0.09642847111756003,-0.7296390429167381,-2.076141410585768,0.4629227023345024,0.46475916514111903
KLRC3-1,1.3523189221441991,-1.0777622049920443,-1.4597909060512122,-1.1763289034815911,1.1998876110350543,-2.0373818649422857
ITGB5-1,0.2647148489014741,0.5915992668429702,0.22303493008753628,-1.8874762544592132,-0.6769437465566126,-0.10499379758541938
LYVE1-1,-0.5105065805861577,-0.2841447559500181,-0.9929645154473608,1.1498424166503687,-1.7135520628430039,0.6026147646303391
LAG3-1,0.3535550609936966,-0.6506654675354211,-1.6439080893977676,-1.3477073095359904,0.19059575867569678,0.8103673678188322
MICA-1,-0.8357655572153277,1.40845409628066,-1.5361188312436473,0.3153073177782282,0.4095949304364299,-0.973396137166683
KLRB1-1,0.3555877911627363,0.10373635949471205,-0.4469740724186193,-1.4950622467021564,-0.2731040254413195,0.4030099164780174
ITGB1-1,-0.048458431220871345,-0.4233174856613833,0.3428461380607022,-1.2914629451583375,-1.4940738294658968,0.8044455614619305
ITGA6-1,-0.9315635039574088,-0.1905557091782737,-1.3957734051778732,-0.597340416946591,-0.44901296659983103,1.436954246794314
KLRC1-1,-1.19739564445206,0.9198400279666262,-0.7556225176307307,-0.5474713106273432,1.401372130703582,-1.1760514383932885
KLRK1-1,0.03925848151277167,0.19681617628798787,-0.6144734506212237,-1.344140477001206,0.16931823339677488,0.424960987859925
MICB-1,-0.77407378533295,-0.17317896909733022,-0.36368491382091905,1.2637358292100571,-0.4044708962204273,0.03340743911894317
ADAM10-1,-0.6992398065880354,0.1699709511548022,-1.1362779775330798,0.26331596397800006,-0.07618612849696982,0.6697560495314381
MADCAM1-1,-0.5110775808403178,0.6872543527842561,0.6281756820627649,-1.1239623150738156,-0.24628339422853895,-0.2626702045936744
MS4A1-1,0.12329920842563524,-0.5026342846754719,-0.4216056665913883,1.0862335366682647,-0.3435331325954687,-0.22424021134188243
IL5RA-1,0.14198182394017045,1.0620104679819085,-0.3617455674809824,-0.8488675713642837,-0.45720274382519976,-0.3988704864377397
ITGB3-1,-0.9925657326262307,-0.00995125827200205,0.9032636060743824,-0.25195470744847137,-0.40105616445320624,0.10515681036586355
ITGA5-1,-0.6999618949249216,-0.47709882020535654,-0.21179293476783578,-0.1231692245163285,0.927671213629182,0.18783853179672794
NAT8-1,0.6633193146437382,-0.30771179818961625,-0.7852795265507302,-0.9266132660775797,0.37398419637292046,0.006014635490176667
ITGAM-1,-0.6254126207111341,-0.4397469578225768,-0.6842301324075606,0.1324349834138041,-0.1203052549808028,0.905341800686037
ITGB2-1,-0.20025034847435386,0.3764220647736003,0.3777428545610433,-0.8813649269598813,-0.5240077257212166,0.14356642577531453
