CCD,total_counts,g_statistic,df,pvalue,Naive_High_prop,Naive_Low_prop,CM_High_prop,CM_Low_prop,EM_High_prop,EM_Low_prop,Naive_High_effect,Naive_Low_effect,CM_High_effect,CM_Low_effect,EM_High_effect,EM_Low_effect,Naive_High_se,Naive_Low_se,CM_High_se,CM_Low_se,EM_High_se,EM_Low_se,qvalue,Naive_High_pip,Naive_Low_pip,CM_High_pip,CM_Low_pip,EM_High_pip,EM_Low_pip,max_pip,Naive_High_ci_excludes_zero,Naive_Low_ci_excludes_zero,CM_High_ci_excludes_zero,CM_Low_ci_excludes_zero,EM_High_ci_excludes_zero,EM_Low_ci_excludes_zero,significant_pip
ADAM10-1,1451,310.7534229262627,5,4.879554299730683e-65,0.10957960027567196,0.17505168849069608,0.055823569951757405,0.13645761543762921,0.12267401791867677,0.40041350792556857,-0.6992398065880354,0.1699709511548022,-1.1362779775330798,0.26331596397800006,-0.07618612849696982,0.6697560495314381,0.08404603817935381,0.06908665970228563,0.11435091762173545,0.07648075297047921,0.080025810306376,0.053581338415964234,5.758336590677441e-65,0.9999999999999997,0.98296763458839,1.0,0.9991105289149906,0.8384263516707442,1.0,1.0,True,True,True,True,False,True,True
ADCY7-1,120930,3833.3977181171176,5,0.0,0.18103034813528487,0.19251633176217647,0.14359546845282395,0.1446043165467626,0.10450673943603737,0.23374679566691475,-0.11444769256484233,0.28911493440691505,-0.09459314520850048,0.3339265791893762,-0.2589209771796983,-0.11478514566520781,0.007497590320682727,0.00733051825198144,0.00823245681667624,0.008220472541421307,0.009432483205480797,0.006821710162367835,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True
AGER-1,27458,959.8459219271158,5,2.961993405370407e-205,0.2032194624517445,0.14017772598149902,0.14542209920606017,0.1671279772743827,0.12586495738946754,0.21818777769684608,0.0296226639115984,-0.09379458806023089,-0.07919835017464383,0.5033546750090057,-0.04694353054646139,-0.20320320023020755,0.015011823623650658,0.017398337648859202,0.017134240395018603,0.016197455598799156,0.018210517189150035,0.014624120131941127,4.0747865079405044e-205,0.8139375988231679,0.9999993201347529,0.9999676590979334,1.0,0.9544989906965304,1.0,1.0,True,True,True,True,True,True,True
APP-1,1104,509.5610093328,5,6.892871354327785e-108,0.2318840579710145,0.33242753623188404,0.24547101449275363,0.03260869565217391,0.04076086956521739,0.11684782608695653,0.1981715643502624,1.0230732863181222,0.5690524795998224,-1.281768266148346,-1.267309034107415,-0.9492589594189833,0.07131570543000258,0.06389197563517457,0.06993599550785502,0.16945448718202422,0.15220747708251878,0.09369067787659734,8.372316913305456e-108,0.9927031384654914,1.0,0.9999999999999981,0.9999999999998035,0.9999999999999996,1.0,1.0,True,True,True,True,True,True,True
ARL6IP1-1,2932,152.92431638533895,5,3.1836978084015866e-31,0.2752387448840382,0.12994542974079126,0.17394270122783084,0.0767394270122783,0.13744884038199182,0.20668485675306958,0.42775313613756416,-0.18128349899664165,0.1340052624482697,-0.37924649232979,0.0545379415299474,-0.27165512759208,0.041354325560949055,0.05492915322584232,0.048725687913109925,0.06938712434998245,0.05364149222514934,0.045611969788894126,3.636425478403647e-31,1.0,0.9980614619574242,0.9887091041312142,0.9999998727402927,0.7884064012021251,0.9999999888864969,1.0,True,True,True,True,False,True,True
ASIC2-1,57938,5907.71953974539,5,0.0,0.13386723739169457,0.15476889088335807,0.2079291656598433,0.16640201594808243,0.07023024612516829,0.2668024439918534,-0.4729631628616151,0.022606450278337853,0.35606701488786463,0.49939311247663176,-0.694135750777406,0.06277005460616758,0.012218663683988683,0.011509960258590466,0.010262943061213734,0.011187000627405035,0.016276745143069676,0.009412625261444773,0.0,1.0,0.7671728652037735,1.0,1.0,1.0,0.9999999994357543,1.0,True,True,True,True,True,True,True
ATP6AP2-1,78336,15992.21452142025,5,0.0,0.057368259803921566,0.24687244689542484,0.13500816993464052,0.12110651552287582,0.13909313725490197,0.3005514705882353,-1.4081479575666063,0.6088522554466698,-0.16631995537737598,0.12704511661663775,0.06870830405842399,0.2300621375170615,0.015378457719333775,0.008318663318877817,0.01048048412837238,0.01098417420899706,0.010354469783501756,0.007816061488151867,0.0,1.0,1.0,1.0,1.0,0.9999999993603634,1.0,1.0,True,True,True,True,True,True,True
BCAM-1,190,12.67875017917206,5,0.026582600611276125,0.2,0.11578947368421053,0.15263157894736842,0.15789473684210525,0.18421052631578946,0.18947368421052632,0.009564492101299393,-0.31273288737568405,-0.022193792190483563,0.434345942033306,0.40309841518712153,-0.3800166370327822,0.18137026042999035,0.22673213962461822,0.20172869173180788,0.19895740545594598,0.18714606130102956,0.18512603373975256,0.02865397208747946,0.8804450199095767,0.9561469711917105,0.8910380198892187,0.9868897302271639,0.9855050140366564,0.982191055459207,0.9868897302271639,False,False,False,True,True,True,True
BSG-1,5525,5650.785825392613,5,0.0,0.05176470588235294,0.13737556561085973,0.018642533936651582,0.03529411764705882,0.04995475113122172,0.7069683257918552,-1.5123876875652669,-0.1171114922598464,-2.2719741448288833,-1.2000801116409012,-1.0544947948306387,1.955036933957939,0.06072737613445609,0.03908809955733077,0.09946707005409587,0.07291459620502366,0.06176008233035454,0.029564269063579392,0.0,1.0,0.9930540189868113,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,True
BTC-1,161778,16235.304872358145,5,0.0,0.23845640321922634,0.18234865061998543,0.13215023056287012,0.030838556540444314,0.1284908949300894,0.28771526412738446,0.23754262062778175,0.22235779084986973,-0.19217552437975916,-1.3483887811321957,-0.023459018882478144,0.1688795845278066,0.0058718982156728185,0.006480891301902138,0.007377598659804685,0.014406172318819672,0.007470820626226121,0.005525471383390971,0.0,1.0,1.0,1.0,1.0,0.977279580405678,1.0,1.0,True,True,True,True,True,True,True
