ELM,effect,se,zscore,pvalue,contrast,pip,ci_excludes_zero,significant_pip,qvalue
MSH2,-0.018099400032964265,50557194.33941761,-3.579985058398073e-10,0.9999999997143585,Naive_vs_EM,0.0999999999999982,False,False,1.0
MYND,0.03752066782468981,0.0,0.0,1.0,Naive_vs_EM,,True,False,1.0
PCNA,-0.03375337860863272,15047435.920965252,-2.243131573107741e-09,0.99999999821024,Naive_vs_EM,0.0999999999999982,False,False,1.0
PDZ,0.07028699846029772,23053926.12014674,3.0488081767067943e-09,0.999999997567403,Naive_vs_EM,0.0999999999999982,False,False,1.0
PP1,0.06259533287152172,15893900.08366883,3.938324296869034e-09,0.9999999968576718,Naive_vs_EM,0.0999999999999982,False,False,1.0
PP2A,-0.010078094839682998,0.0,0.0,1.0,Naive_vs_EM,,True,False,1.0
PP2B,0.04162617517971254,0.0,0.0,1.0,Naive_vs_EM,,True,False,1.0
PP4,0.06852089873559561,0.0,0.0,1.0,Naive_vs_EM,,True,False,1.0
PTB,0.0021098109491446,663262.3050686858,3.180960131491436e-09,0.999999997461961,Naive_vs_EM,0.0999999999999982,False,False,1.0
Pex14,0.08285441942664713,0.0,0.0,1.0,Naive_vs_EM,,True,False,1.0
REV1ctd,0.02978245700089239,0.0,0.0,1.0,Naive_vs_EM,,True,False,1.0
SH2,0.03244755529315996,0.0,0.0,1.0,Naive_vs_EM,,True,False,1.0
SH3,0.14566135868575492,0.0,0.0,1.0,Naive_vs_EM,,True,False,1.0
SUMO,-0.04642465475057523,133509.97602437096,-3.4772423854005377e-07,0.9999997225561986,Naive_vs_EM,0.09999999999999798,False,False,1.0
TRAF2like,-0.007909356725945497,0.0,0.0,1.0,Naive_vs_EM,,True,False,1.0
TRAF4,0.09259288625322018,472984.4710935003,1.9576305758866294e-07,0.9999998438036788,Naive_vs_EM,0.09999999999999817,False,False,1.0
UBA3,-0.11807407193158406,64316.34485970041,-1.8358330559541386e-06,0.9999985352171484,Naive_vs_EM,0.09999999999999729,False,False,1.0
USP7,-0.12919762377078653,58301.24716287682,-2.216035334713265e-06,0.9999982318596202,Naive_vs_EM,0.09999999999999706,False,False,1.0
WD40,-0.11000411576900258,27343.933792381144,-4.022980621744085e-06,0.9999967901258735,Naive_vs_EM,0.09999999999999315,False,False,1.0
WRC,-0.07541574351959342,336656.0443306493,-2.2401422695243003e-07,0.9999998212625069,Naive_vs_EM,0.09999999999999816,False,False,1.0
WW,0.16710238713632447,44303.348367669976,3.771777829286288e-06,0.9999969905567032,Naive_vs_EM,0.09999999999999627,False,False,1.0
deltaCOP1,-0.010078094839682998,0.0,0.0,1.0,Naive_vs_EM,,True,False,1.0
eIF4E,-0.010078094839682998,1.5769742533682885e+31,-6.390779569265008e-34,1.0,Naive_vs_EM,0.0999999999999982,False,False,1.0
14-3-3,0.12328263694187307,10253227.000618184,1.20237888944076e-08,0.9999999904064045,PD1Low_vs_PD1High,0.0999999999999982,False,False,1.0
ANK,0.07070999129949726,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
Arc,-0.1137743114956023,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
BIR,-0.038412964294791595,5753087.391466009,-6.676930434217366e-09,0.9999999946725803,PD1Low_vs_PD1High,0.0999999999999982,False,False,1.0
BRCT,-0.15221221168436885,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
CKS1,0.056519931626622055,43097162.334105596,1.3114536680735043e-09,0.9999999989536114,PD1Low_vs_PD1High,0.0999999999999982,False,False,1.0
CYCLIN,0.15506987270679767,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
Clathr,0.055077699147093546,53858462.39541332,1.0226377935324061e-09,0.9999999991840531,PD1Low_vs_PD1High,0.0999999999999982,False,False,1.0
FHA,0.06438177949837708,8291955.243985808,7.764366497886426e-09,0.9999999938049319,PD1Low_vs_PD1High,0.0999999999999982,False,False,1.0
IRF7,-0.07359496101905573,7495051.218679335,-9.819140506423853e-09,0.9999999921654594,PD1Low_vs_PD1High,0.0999999999999982,False,False,1.0
Integrin,0.09648473652709405,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
LIR,0.03277866269909163,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
MAPK,0.013178244380930898,0.0,0.0,1.0,PD1Low_vs_PD1High,,True,False,1.0
