ELM,phenotype,effect,se,pip,significant
14-3-3,Naive_High,0.08812532368776477,9348119.063152399,0.0999999999999991,False
14-3-3,CM_High,0.08172351190298141,18602923.678189572,0.0999999999999991,False
14-3-3,CM_Low,0.015153401832328895,13416443.445932925,0.09999999999999909,False
14-3-3,EM_High,0.08604727017438898,0.0,,False
14-3-3,EM_Low,-0.12910520689281296,0.0,,False
ANK,Naive_High,0.022646261135984613,2190605.3312475127,0.09999999999999909,False
ANK,CM_High,0.14572589757471469,2350855.2671160577,0.09999999999999909,False
ANK,CM_Low,-0.0378623292204646,19657668.11153175,0.0999999999999991,False
ANK,EM_High,-0.034313130381870116,0.0,,False
ANK,EM_Low,-0.040208616349198034,0.0,,False
Arc,Naive_High,-0.15609135805764077,54902200.4086794,0.09999999999999909,False
Arc,CM_High,-0.022687309078486907,10907361.002076225,0.09999999999999909,False
Arc,CM_Low,0.06070796680447444,0.0,,False
Arc,EM_High,-0.1400213708879883,0.0,,False
Arc,EM_Low,-0.03818507034178352,11965263.906825548,0.09999999999999909,False
BIR,Naive_High,-0.10092170670681827,0.0,,False
BIR,CM_High,0.059094789684473646,6138431.881003349,0.09999999999999909,False
BIR,CM_Low,0.06936189014381705,0.0,,False
BIR,EM_High,-0.0872137348437448,4702608.004344308,0.09999999999999909,False
BIR,EM_Low,-0.08316364912553167,0.0,,False
BRCT,Naive_High,0.26270355594064765,0.0,,False
BRCT,CM_High,-0.2154240088164512,0.0,,False
BRCT,CM_Low,0.07114083764275231,0.0,,False
BRCT,EM_High,-0.1797385914993163,63629925.91187306,0.09999999999999909,False
BRCT,EM_Low,0.25303675303523443,21977178.456408765,0.09999999999999909,False
CKS1,Naive_High,-0.026971220819092402,0.0,,False
CKS1,CM_High,0.11483628982316353,0.0,,False
CKS1,CM_Low,-0.03515210038181272,0.0,,False
CKS1,EM_High,-0.013155920977417522,54525880.695392154,0.09999999999999909,False
CKS1,EM_Low,-0.059698546471399834,0.0,,False
CYCLIN,Naive_High,0.018431532937970292,0.0,,False
CYCLIN,CM_High,0.1766613791070225,0.0,,False
CYCLIN,CM_Low,0.011209787632450861,54414686.91255585,0.09999999999999909,False
CYCLIN,EM_High,0.21198596578342432,0.0,,False
CYCLIN,EM_Low,-0.0693405279244268,10351344.864550522,0.09999999999999909,False
Clathr,Naive_High,-0.02893433762452849,0.0,,False
Clathr,CM_High,0.09535209887798646,0.0,,False
Clathr,CM_Low,-0.0033230343107944114,0.0,,False
Clathr,EM_High,0.12817557967456805,125979471.48782028,0.09999999999999908,False
Clathr,EM_Low,0.0326832777975398,914810.6383370667,0.09999999999999909,False
FHA,Naive_High,0.048077630794539986,0.0,,False
FHA,CM_High,0.024301011266253347,4682373.07211243,0.09999999999999909,False
FHA,CM_Low,-0.09880904968053832,5478213.927301612,0.09999999999999908,False
FHA,EM_High,0.0071104706366581245,14340049.239953978,0.09999999999999909,False
FHA,EM_Low,-0.01484717611714147,0.0,,False
IRF7,Naive_High,0.00730703680101351,17110907.458498817,0.09999999999999909,False
IRF7,CM_High,-0.17007998794401058,0.0,,False
IRF7,CM_Low,0.10616892840323904,22808418.197374713,0.09999999999999909,False
IRF7,EM_High,-0.04090362984402534,10492253.015607122,0.09999999999999909,False
