motif,Naive,CM,EM,PD1_Low
PP1,0.01976538527166029,-0.19566087434668913,-0.04282994759986142,-0.06947894265399741
MAPK,-0.14595915929765013,0.04728722000471799,-0.07586169190762301,-0.06476699925731717
WD40,-0.03942647772889039,-0.14000636540371245,0.0705776380401122,0.04850999303806864
WRC,-0.0011746424693910922,-0.13843615374470442,0.07424110105020232,0.04380098251664938
BRCT,0.13135177797032382,-0.07214158558684945,0.03664908076795906,0.10805919689266225
USP7,-0.0019640534863956133,-0.02912986926104697,0.12723357028439092,0.06595764952138435
TRAF4,0.1256810576498616,-0.06360295634923961,0.033088171396641414,0.04055306583962498
WW,0.11098048278989184,-0.007790914937453708,-0.05612190434643264,-0.02750687386247742
UBA3,-0.011902124954927642,-0.021621902990456462,0.10617194697665643,0.018057430947373453
PDZ,-0.0071090031592842984,0.06894006026539191,-0.07739600161958202,-0.10516964409454484
Pex14,0.02354414186247107,0.007635693573577768,-0.05931027756417606,-0.10410565221297373
LIR,-0.019195618139447722,-0.04045767253745153,-0.09791322093320476,-0.06891150188624716
CYCLIN,0.009215766468985146,0.09393558336973669,0.07132271892949876,-0.019376913430658647
Arc,-0.07804567902882038,0.019010328862993767,-0.0891032206148859,0.007507632154230307
SH3,0.08369890946734214,0.08872960127157391,-0.06196244921841279,-0.07776786796337047
BIR,-0.050460853353409135,0.06422833991414535,-0.08518869198463824,-0.004600586327238208
Clathr,-0.014467168812264244,0.046014532283596025,0.08042942873605392,0.009786747828915131
MYND,0.018463458614732395,0.061759741677240784,-0.019057209209957418,-0.07990157261413715
SUMO,-0.014559916997851826,0.019687739916649544,0.0318647377527234,0.07864359797191821
PTB,0.0056707203204622685,-0.008538629237609854,0.003560909371317672,0.06750613105303727
IRF7,0.003653518400506755,-0.03195552977038577,-0.0649821280885598,0.005702767356714923
PCNA,-0.003856085198398016,0.005591982013226721,0.029897293410234706,0.058516840413101755
PP2B,-0.012100406972473445,-0.0062232177444115876,-0.05372658215218598,-0.058435409721168154
MSH2,-0.0396669233525306,0.05568982280158062,-0.021567523319566344,-0.04984777950737177
ANK,0.011323130567992307,0.05393178417712505,-0.037260873365534075,-0.026023648523220876
deltaCOP1,-0.004567118892954194,0.05108096996838536,0.005510975946728803,0.005273813198813531
PP2A,-0.004567118892954194,0.05108096996838536,0.005510975946728803,0.005273813198813531
eIF4E,-0.004567118892954194,0.05108096996838536,0.005510975946728803,0.005273813198813531
Integrin,0.0402116677278987,-0.03722205865039601,-0.011094671358718878,-0.050944055690619085
PP4,0.05088314981717093,-0.02481512300092601,-0.017637748918424692,0.017445262424035726
TRAF2like,-0.009551183232761568,0.05040816154074568,-0.0016418265068160708,-0.03097164781650537
14-3-3,0.044062661843882384,0.048438456867655154,-0.02152896835921199,-0.037983935020161355
REV1ctd,-0.013034366755600942,0.045142156074165676,-0.04281682375649333,-0.014848662585930329
CKS1,-0.013485610409546201,0.0398420947206754,-0.036427233724408675,-0.03161688228440419
FHA,0.024038815397269993,-0.03725401920714248,-0.003868352740241673,-0.037885408599226594
SH2,0.023837255407550335,-0.004745602550009512,-0.008610299885609626,-0.01608976119680306
