motif,Naive,CM,EM,PD1_Low
14-3-3,0.0999999999999991,0.09999999999999909,,0.09999999999999909
PCNA,0.0999999999999991,0.09999999999999908,0.09999999999999909,
TRAF4,0.09999999999999909,0.09999999999999909,0.0999999999999991,0.0999999999999991
Integrin,,0.0999999999999991,0.09999999999999909,
ANK,0.09999999999999909,0.09999999999999909,,0.0999999999999991
MAPK,0.09999999999999909,0.09999999999999909,0.0999999999999991,0.09999999999999909
deltaCOP1,,,0.09999999999999909,0.09999999999999909
WW,,0.09999999999999892,0.09999999999999909,
WRC,0.09999999999999909,,0.09999999999999906,0.09999999999999905
REV1ctd,0.09999999999999909,,0.09999999999999909,
PTB,,0.09999999999999909,0.09999999999999909,0.09999999999999909
PP4,,0.09999999999999909,0.09999999999999909,0.09999999999999909
PP2B,,0.09999999999999908,0.09999999999999909,0.09999999999999908
PP1,0.09999999999999909,,0.09999999999999909,
PP2A,0.09999999999999909,0.09999999999999909,,0.09999999999999909
MYND,0.09999999999999909,0.09999999999999909,0.09999999999999909,0.09999999999999909
CYCLIN,,0.09999999999999909,0.09999999999999909,0.09999999999999909
Arc,0.09999999999999909,0.09999999999999909,0.09999999999999909,0.09999999999999909
BIR,,0.09999999999999909,0.09999999999999909,
BRCT,,,0.09999999999999909,0.09999999999999909
CKS1,,,0.09999999999999909,
MSH2,0.09999999999999909,,0.09999999999999909,0.09999999999999909
eIF4E,0.09999999999999909,,0.09999999999999909,0.09999999999999909
Clathr,,,0.09999999999999909,0.09999999999999909
FHA,,0.09999999999999909,0.09999999999999909,0.09999999999999908
IRF7,0.09999999999999909,0.09999999999999909,0.09999999999999909,0.09999999999999909
LIR,,0.09999999999999909,0.09999999999999909,0.09999999999999909
SH3,0.09999999999999905,0.09999999999999903,,0.09999999999999908
Pex14,,0.09999999999999908,,0.09999999999999908
TRAF2like,0.09999999999999906,0.09999999999999905,0.09999999999999776,0.09999999999999902
UBA3,0.09999999999999903,0.09999999999999887,0.09999999999999905,0.09999999999999887
USP7,0.0999999999999989,0.09999999999999895,0.09999999999999754,0.09999999999999831
SUMO,,,0.09999999999999894,0.09999999999999878
SH2,,,0.09999999999999892,
WD40,0.09999999999999891,,0.09999999999999824,0.09999999999999824
