ELM,contrast,effect_ts1,effect_ts2,diff,pvalue,qvalue
14-3-3,EM_vs_CM,0.02443750963168439,0.02332601325319772,0.001111496378486669,0.013436263685783212,0.3090340647730139
ANK,EM_vs_CM,-0.2125979714153988,-0.25795297372060855,0.04535500230520975,0.14610888758010043,0.5791212986639134
APCC,EM_vs_CM,0.036111111111111115,0.05003858024691357,-0.013927469135802457,1.0,1.0
Actin,EM_vs_CM,0.014275625504439067,0.1415287866559053,-0.12725316115146623,0.14537693538891028,0.5791212986639134
Arc,EM_vs_CM,-0.0163052943225357,0.004745733194009054,-0.021051027516544755,0.38913616580520216,0.7458443177933042
BIR,EM_vs_CM,-0.04752931323283082,0.047437312826760065,-0.09496662605959089,0.18900071373871508,0.6687717563062225
BRCT,EM_vs_CM,0.05571348940914158,0.016815310293571164,0.03889817911557042,0.3805324720586931,0.7458443177933042
CDC14,EM_vs_CM,0.03042876901798064,-0.09912402028584602,0.12955278930382666,1.0,1.0
CKS1,EM_vs_CM,-0.11888576340053134,-0.020882169088920148,-0.09800359431161118,0.21145749875819653,0.6947889244912171
CYCLIN,EM_vs_CM,-0.0006410256410256422,0.012171855921855922,-0.012812881562881564,0.3696865139845509,0.7458443177933042
Clathr,EM_vs_CM,0.023919753086419752,-0.08962191358024692,0.11354166666666667,1.0,1.0
DLG,EM_vs_CM,0.05388427846934071,-0.1286307053941909,0.1825149838635316,0.7133805705872138,0.99440928021248
EVH1,EM_vs_CM,-0.3098025711662075,0.05704775022956841,-0.36685032139577595,0.2684658161621791,0.7264369143211906
FHA,EM_vs_CM,-0.005224723634309692,0.004458161865569275,-0.009682885499878967,0.3076717431035614,0.7458443177933042
GBD,EM_vs_CM,0.03523875114784206,0.09653351698806244,-0.06129476584022038,1.0,1.0
IRF7,EM_vs_CM,-0.05613185799907792,0.04742969110189027,-0.10356154910096818,1.0,1.0
Integrin,EM_vs_CM,0.13831018518518517,-0.007445987654320987,0.14575617283950615,0.6104001201166269,0.8774501726676512
LIR,EM_vs_CM,0.012402525605214154,0.07011124689633767,-0.05770872129112352,0.023791591012070068,0.3648043955184077
LYPXL,EM_vs_CM,-0.14061065197428835,-0.299127640036731,0.15851698806244263,0.010439580217100453,0.3090340647730139
MAPK,EM_vs_CM,0.03174352969434937,-0.015224984487279571,0.04696851418162894,0.2598778318003532,0.7264369143211906
MSH2,EM_vs_CM,0.17865375749193177,-0.22833102812355927,0.406984785615491,0.24154908492454408,0.7264369143211906
MYND,EM_vs_CM,-0.0283179012345679,-0.08668981481481482,0.05837191358024692,1.0,1.0
NRBOX,EM_vs_CM,-0.1526629935720845,-0.029269972451790624,-0.12339302112029386,1.0,1.0
NRP,EM_vs_CM,0.07060546198100782,-0.009981285090455396,0.08058674707146322,0.10813867438143565,0.5791212986639134
PCNA,EM_vs_CM,-0.030112044817927168,-0.004365079365079367,-0.0257469654528478,0.31640696909491695,0.7458443177933042
PDZ,EM_vs_CM,0.0856928356928357,-0.08218337385004051,0.16787620954287621,0.040627910590179894,0.41133368260481085
PP1,EM_vs_CM,0.0458578071463534,0.09593734703866863,-0.05007953989231523,0.13794904711821965,0.5791212986639134
PP2A,EM_vs_CM,-0.014846069698390373,0.07020628223159868,-0.08505235192998906,0.3560890724634369,0.7458443177933042
PP2B,EM_vs_CM,0.061541143654114366,-0.06084379358437936,0.12238493723849372,0.8660052853620626,1.0
PP4,EM_vs_CM,-0.0007816257816257808,0.013087221420554754,-0.013868847202180535,1.0,1.0
Pex14,EM_vs_CM,-0.03382878492527615,-0.03164392462638077,-0.0021848602988953775,0.8807932394101834,1.0
REV1ctd,EM_vs_CM,-0.11773858921161826,0.16534117104656523,-0.2830797602581835,0.1510751213905861,0.5791212986639134
SH2,EM_vs_CM,0.02964007488853983,0.017807844257223093,0.011832230631316738,0.6100064862096011,0.8774501726676512
SH3,EM_vs_CM,0.01744044513997566,-0.05047383063814989,0.06791427577812555,0.49473797594493907,0.8428869219802665
SUMO,EM_vs_CM,0.047696812108912565,0.0016436242178251292,0.046053187891087435,0.4687088070188974,0.8332767115969033
TRAF2like,EM_vs_CM,-0.011122637159981547,0.1729483633010604,-0.18407100046104194,0.044710182891827266,0.41133368260481085
TRAF4,EM_vs_CM,0.00256769374416433,-0.017717086834733893,0.020284780578898223,1.0,1.0
TRAF6,EM_vs_CM,0.1111111111111111,0.02079475308641976,0.09031635802469135,0.5372165403038558,0.8521365811716334
TRFH,EM_vs_CM,-0.1345270890725436,-0.22359963269054178,0.08907254361799818,0.5251666974373368,0.8521365811716334
TYR,EM_vs_CM,0.1050925925925926,0.14992283950617283,-0.04483024691358023,0.3412069599913685,0.7458443177933042
UBA3,EM_vs_CM,-0.020410664773111518,0.07576756610536281,-0.09617823087847432,0.056327462678187334,0.43184388053276956
USP7,EM_vs_CM,0.027866760571913243,0.01783631709681328,0.010030443475099963,0.7688416160807021,1.0
WD40,EM_vs_CM,-0.022533897533897534,-0.02781569448236115,0.005281796948463615,0.564073145635271,0.8649121566407488
WRC,EM_vs_CM,0.1223622782446312,0.09470121381886087,0.02766106442577032,0.4709824891634671,0.8332767115969033
WW,EM_vs_CM,0.06266222597491948,-0.027875504268693126,0.09053773024361261,0.13304253454448434,0.5791212986639134
eIF4E,EM_vs_CM,0.05757261410788382,0.05924389119409867,-0.0016712770862148466,0.9001620714796736,1.0
14-3-3,Naive_vs_CM,-0.007849822777007243,0.02332601325319772,-0.031175836030204962,0.013436263685783212,0.15451703238650694
ANK,Naive_vs_CM,-0.40819502074688796,-0.25795297372060855,-0.1502420470262794,0.003577488996020728,0.08228224690847674
APCC,Naive_vs_CM,0.014313271604938275,0.05003858024691357,-0.0357253086419753,1.0,1.0
Actin,Naive_vs_CM,-0.041717110573042775,0.1415287866559053,-0.18324589722894807,0.14537693538891028,0.5791212986639134
Arc,Naive_vs_CM,0.012702455590386625,0.004745733194009054,0.00795672239637757,0.38913616580520216,0.8136483466836046
BIR,Naive_vs_CM,-0.024002588701081164,0.047437312826760065,-0.07143990152784123,0.18900071373871508,0.6687717563062225
BRCT,Naive_vs_CM,-0.04954477889260498,0.016815310293571164,-0.06636008918617614,0.5677157265196331,0.9518221683688344
CDC14,Naive_vs_CM,0.05884047948363301,-0.09912402028584602,0.15796449976947902,1.0,1.0
CKS1,Naive_vs_CM,-0.27660571964369435,-0.020882169088920148,-0.2557235505547742,0.00031932603257178727,0.014688997498302214
CYCLIN,Naive_vs_CM,-0.07105845543345543,0.012171855921855922,-0.08323031135531135,0.0960547721033378,0.4909466129726154
Clathr,Naive_vs_CM,-0.05,-0.08962191358024692,0.039621913580246915,1.0,1.0
DLG,Naive_vs_CM,-0.021380820654679576,-0.1286307053941909,0.1072498847395113,0.7133805705872138,0.987497806204416
