ELM,tsubset,cliff_delta,pvalue,qvalue
14-3-3,Naive,-0.007849822777007243,0.9236018860456948,0.9960988843354414
14-3-3,CM,0.02332601325319772,0.006718131842891606,0.15451703238650694
14-3-3,EM,0.02443750963168439,0.026981721596330388,0.6119956589046279
ANK,Naive,-0.40819502074688796,0.001788744498010364,0.04114112345423837
ANK,CM,-0.25795297372060855,0.07305444379005022,0.38608086577594225
ANK,EM,-0.2125979714153988,0.13400895510013922,0.6860793079700134
APCC,Naive,0.014313271604938275,0.8368329992637327,0.9960988843354414
APCC,CM,0.05003858024691357,0.5787745115913911,0.8349195331612099
APCC,EM,0.036111111111111115,0.7677046272222489,0.9664248229094746
Actin,Naive,-0.041717110573042775,0.5816623472025848,0.9960988843354414
Actin,CM,0.1415287866559053,0.07268846769445514,0.38608086577594225
Actin,EM,0.014275625504439067,0.11827585975158594,0.6860793079700134
Arc,Naive,0.012702455590386625,0.9631169573028511,0.9960988843354414
Arc,CM,0.004745733194009054,0.19456808290260108,0.5264783419717441
Arc,EM,-0.0163052943225357,0.9373866801361207,0.973200677368979
BIR,Naive,-0.024002588701081164,0.6136245037771673,0.9960988843354414
BIR,CM,0.047437312826760065,0.09450035686935754,0.4347016415990447
BIR,EM,-0.04752931323283082,0.20321403127967996,0.6874437123662518
BRCT,Naive,-0.04954477889260498,0.28385786325981655,0.9311928145405517
BRCT,CM,0.016815310293571164,0.9234809810687696,0.9654573892991682
BRCT,EM,0.05571348940914158,0.19026623602934656,0.6874437123662518
CDC14,Naive,0.05884047948363301,0.8002014492382221,0.9960988843354414
CDC14,CM,-0.09912402028584602,0.6694391179658705,0.8349195331612099
CDC14,EM,0.03042876901798064,0.9033971170675524,0.9664248229094746
CKS1,Naive,-0.27660571964369435,0.00015966301628589363,0.007344498749151107
CKS1,CM,-0.020882169088920148,0.18616556446032761,0.5264783419717441
CKS1,EM,-0.11888576340053134,0.10572874937909826,0.6860793079700134
CYCLIN,Naive,-0.07105845543345543,0.0480273860516689,0.3682099597294615
CYCLIN,CM,0.012171855921855922,0.4625252766748492,0.7336607836911402
CYCLIN,EM,-0.0006410256410256422,0.18484325699227544,0.6874437123662518
Clathr,Naive,-0.05,0.8287384283682531,0.9960988843354414
Clathr,CM,-0.08962191358024692,0.6143538045371579,0.8349195331612099
Clathr,EM,0.023919753086419752,0.8873888573949271,0.9664248229094746
DLG,Naive,-0.021380820654679576,0.7976934940318421,0.9960988843354414
DLG,CM,-0.1286307053941909,0.3566902852936069,0.6714985082190029
DLG,EM,0.05388427846934071,0.8716527318759789,0.9664248229094746
EVH1,Naive,0.28615702479338845,0.191362260221847,0.9311928145405517
EVH1,CM,0.05704775022956841,0.6715657114557558,0.8349195331612099
EVH1,EM,-0.3098025711662075,0.13423290808108956,0.6860793079700134
FHA,Naive,0.002729363350278383,0.5574664734796655,0.9960988843354414
FHA,CM,0.004458161865569275,0.1538358715517807,0.5264783419717441
