ELM,n_with,n_without,u_stat,pvalue,cliff_delta,n_pairs,mean_with,mean_without,median_with,median_without,phenotype,qvalue,sig_stars
14-3-3,103,140,257199.0,0.7663742605040551,-0.009096162736939436,519120,-1.4540751205674967,-0.28150606613003437,-1.830173946406957,-2.174387430154095,Naive_High,0.9426200211386997,
ANK,2,241,4531.0,0.004325619967538438,-0.4777547256800369,17352,-18.34163755664209,-0.6327689276488498,-20.102939394881048,-1.9213766431979895,Naive_High,0.19242134058794713,
APCC,3,240,12461.0,0.7788570890005906,-0.038503086419753085,25920,-3.1345175139026358,-0.7490709755622875,-2.4561555652285723,-1.941607220723982,Naive_High,0.9426200211386997,
Actin,7,236,26806.0,0.2759633367151032,-0.09853376378800108,59472,-3.863082996806707,-0.6870296851652967,-4.295587921971348,-1.9018830259308457,Naive_High,0.9426200211386997,
Arc,11,232,46685.0,0.8227913416926859,0.0163052943225357,91872,-0.4033171014784066,-0.796310769656873,-1.307308015306722,-1.9818775551948233,Naive_High,0.9426200211386997,
BIR,44,199,156194.0,0.8193931010048618,-0.00897162580579666,315216,-0.8728403851564992,-0.7576663805516135,-1.9031225632795532,-1.9609486378340941,Naive_High,0.9426200211386997,
BRCT,13,230,54521.0,0.8464615464084707,0.013024897807506503,107640,-3.8222865301905076,-0.6064820077573062,-1.452946606155788,-2.1066305538327805,Naive_High,0.9426200211386997,
CDC14,2,241,9762.0,0.454858551526756,0.1251728907330567,17352,4.6194953203350595,-0.8233177482046766,0.09437740990780646,-1.9688103353536466,Naive_High,0.9426200211386997,
CKS1,6,237,20277.0,0.033021420341531854,-0.20780590717299577,51192,-8.67607513936494,-0.5785828516475415,-7.144025880384734,-1.9018830259308457,Naive_High,0.5063284452368217,
CYCLIN,35,208,124224.0,0.2272860665899289,-0.05201465201465202,262080,-3.6384749336857367,-0.297278673065655,-1.3591383488546356,-1.9688103353536466,Naive_High,0.8712632552613941,
Clathr,3,240,12886.0,0.9669745445698328,-0.005709876543209876,25920,1.228855023944619,-0.8036131322853783,-1.7053770635875765,-1.9609486378340941,Naive_High,0.9669745445698328,
DLG,2,241,7859.0,0.5740207177456611,-0.09416781927155371,17352,-5.1960498786020795,-0.7418609415744928,-3.3764226368923884,-1.9524066961709514,Naive_High,0.9426200211386997,
EVH1,1,242,5284.0,0.36748554275666234,0.2130394857667585,8712,1.1265286337959821,-0.7863930384729462,3.554556079068172,-1.9651227906755153,Naive_High,0.9426200211386997,
FHA,90,153,254102.0,0.421420834336779,0.025183571370935205,495720,-0.7329671222195748,-0.8053172920058514,-1.5423809948586342,-2.3591076732679843,Naive_High,0.9426200211386997,
GBD,1,242,3699.0,0.5235519987455755,-0.15082644628099173,8712,-5.640739203857097,-0.7584291217884291,-3.39520442160212,-1.9557527344301406,Naive_High,0.9426200211386997,
IRF7,2,241,8023.0,0.6532657678707252,-0.07526509912402028,17352,-6.5413087983409,-0.7306969671368265,-1.6921591598185264,-1.9557527344301406,Naive_High,0.9426200211386997,
Integrin,3,240,12130.5,0.640512856760499,-0.06400462962962963,25920,-2.5547040169504296,-0.7563186442741903,-1.215655270040903,-1.9609486378340941,Naive_High,0.9426200211386997,
LIR,64,179,187535.0,0.008366145242954223,-0.09055419770328989,412416,-4.027183027078539,0.38301188299647776,-2.479715450655008,-1.8476550499035294,Naive_High,0.19242134058794713,
LYPXL,1,242,2579.0,0.08432706164938489,-0.40794306703397615,8712,-11.5922823057454,-0.7338359684748413,-17.394748138413565,-1.941607220723982,Naive_High,0.6028171211665391,
MAPK,61,182,197861.0,0.776986034422327,-0.009883104145399228,399672,-2.094319439997867,-0.33751154305926995,-1.3927174751170133,-2.224510386438108,Naive_High,0.9426200211386997,
MSH2,2,241,6069.0,0.07273176750521172,-0.30048409405255877,17352,-12.343708902845897,-0.6825442691741294,-6.872680672024422,-1.941607220723982,Naive_High,0.6028171211665391,
MYND,3,240,14050.0,0.5393980928291178,0.08410493827160494,25920,1.9025949128322484,-0.8120348808964738,-0.05188642914194669,-1.9688103353536466,Naive_High,0.9426200211386997,
NRBOX,1,242,3306.0,0.307855090890088,-0.24104683195592286,8712,-6.594046455314479,-0.7544898356253823,-10.330612122738792,-1.941607220723982,Naive_High,0.9426200211386997,
