ELM,contrast,effect_low,effect_high,diff,pvalue,qvalue
14-3-3,PD1Low_vs_PD1High,-0.02510145374223044,0.05171058714748036,-0.0768120408897108,0.026676647055349535,0.20452096075767978
ANK,PD1Low_vs_PD1High,-0.21511449208544645,-0.3707161518364838,0.15560165975103737,0.025953719805230632,0.20452096075767978
APCC,PD1Low_vs_PD1High,0.1017746913580247,-0.03479938271604938,0.13657407407407407,1.0,1.0
Actin,PD1Low_vs_PD1High,0.012151376558156221,0.06390682450004484,-0.05175544794188862,0.5951996548173986,1.0
Arc,PD1Low_vs_PD1High,0.032378381516312546,-0.03161645187507257,0.06399483339138512,1.0,1.0
BIR,PD1Low_vs_PD1High,0.0019246061959629797,-0.017987665600730927,0.019912271796693908,0.12447630894328658,0.5205372919446529
BRCT,PD1Low_vs_PD1High,-0.033952681778768735,0.049275362318840575,-0.08322804409760931,0.3467793499212466,0.9235952518696979
CDC14,PD1Low_vs_PD1High,-0.04045643153526971,0.0338865836791148,-0.07434301521438451,1.0,1.0
CKS1,PD1Low_vs_PD1High,-0.08923269260822003,-0.18834974214721048,0.09911704953899045,0.0023686564483567816,0.10895819662441196
CYCLIN,PD1Low_vs_PD1High,-0.03249643874643875,-0.007188644688644688,-0.02530779405779406,0.21887542777148133,0.8390224731240118
Clathr,PD1Low_vs_PD1High,-0.06581790123456789,-0.011316872427983543,-0.05450102880658435,1.0,1.0
DLG,PD1Low_vs_PD1High,0.05029199323805133,-0.11437682495773782,0.16466881819578916,0.6916956096919799,1.0
EVH1,PD1Low_vs_PD1High,0.11853382307927764,-0.09626568717477808,0.21479951025405572,0.43768781805826085,0.9235952518696979
FHA,PD1Low_vs_PD1High,-0.001627262702062992,0.002935797089754969,-0.004563059791817961,0.8768716875682593,1.0
GBD,PD1Low_vs_PD1High,0.013238445056626871,-0.02196204468931742,0.035200489745944294,1.0,1.0
IRF7,PD1Low_vs_PD1High,0.09508990318118948,-0.024665744582757027,0.11975564776394651,0.4169918157064212,0.9235952518696979
Integrin,PD1Low_vs_PD1High,0.06405606995884773,0.008371913580246915,0.055684156378600816,1.0,1.0
LIR,PD1Low_vs_PD1High,0.0317414132009104,-0.012088118146079041,0.04382953134698944,0.050196871457725334,0.32986515529362365
LYPXL,PD1Low_vs_PD1High,-0.13490970309152128,-0.4499540863177227,0.31504438322620143,0.007626383496246886,0.1754068204136784
MAPK,PD1Low_vs_PD1High,0.03748907437432028,-0.014823822200871384,0.05231289657519166,0.46179762593484897,0.9235952518696979
MSH2,PD1Low_vs_PD1High,-0.060780697710158295,-0.07553404026433073,0.01475334255417244,0.43639060503127036,0.9235952518696979
MYND,PD1Low_vs_PD1High,-0.009799382716049387,-0.00396090534979424,-0.005838477366255147,1.0,1.0
NRBOX,PD1Low_vs_PD1High,-0.023492500765228037,-0.18327211509029687,0.15977961432506882,1.0,1.0
NRP,PD1Low_vs_PD1High,0.0585938402532289,-0.007953836556456644,0.06654767680968554,0.07636356927273254,0.3903026873939663
PCNA,PD1Low_vs_PD1High,0.027061935885465294,-0.12822906940554,0.15529100529100529,0.6217016548770671,1.0
PDZ,PD1Low_vs_PD1High,0.01924146368590813,-0.02682444349111016,0.04606590717701829,0.01963966660963149,0.20452096075767978
PP1,PD1Low_vs_PD1High,0.031459047152879754,0.05327643171806167,-0.021817384565181917,0.4456997453655114,0.9235952518696979
PP2A,PD1Low_vs_PD1High,0.051212429025368544,-0.01655857686096786,0.0677710058863364,0.38016418786918715,0.9235952518696979
PP2B,PD1Low_vs_PD1High,0.01784053928405393,-0.075604370060437,0.09344490934449093,1.0,1.0
PP4,PD1Low_vs_PD1High,-0.012786596119929453,0.01636069691625247,-0.029147293036181923,1.0,1.0
Pex14,PD1Low_vs_PD1High,-0.002756118691791206,-0.0739874377301278,0.07123131903833659,1.0,1.0
REV1ctd,PD1Low_vs_PD1High,0.1851467650222837,-0.10554018749039495,0.2906869525126786,0.11944764620180778,0.5205372919446529
SH2,PD1Low_vs_PD1High,-0.0017651165373570056,0.01170662308745987,-0.013471739624816875,0.7644721433114066,1.0
SH3,PD1Low_vs_PD1High,-0.031600301396858516,-0.02572596070248653,-0.005874340694371986,0.23911216265148486,0.8460891909206387
SUMO,PD1Low_vs_PD1High,0.015254171599300976,0.04366966852697446,-0.028415496927673485,0.37896481206592947,0.9235952518696979
TRAF2like,PD1Low_vs_PD1High,-0.111648993391732,0.2118871984017212,-0.3235361917934532,0.2977469632041948,0.9130906871595308
TRAF4,PD1Low_vs_PD1High,-0.05669156551509493,0.06721132897603486,-0.12390289449112979,1.0,1.0
TRAF6,PD1Low_vs_PD1High,0.10465534979423868,-0.01617798353909465,0.12083333333333333,1.0,1.0
TRFH,PD1Low_vs_PD1High,0.009871441689623511,-0.26056014692378326,0.27043158861340677,0.6682715225544605,1.0
TYR,PD1Low_vs_PD1High,0.007355967078189301,0.06890432098765432,-0.061548353909465024,0.29524601130090633,0.9130906871595308
UBA3,PD1Low_vs_PD1High,0.01393115574491107,0.023224228488988075,-0.009293072744077006,0.05861055444307099,0.3370106880476582
USP7,PD1Low_vs_PD1High,-0.003878640090472151,0.015062704471101418,-0.018941344561573568,1.0,1.0
WD40,PD1Low_vs_PD1High,-0.020531263586819143,-0.024856295689629024,0.004325032102809882,0.5373266803080733,1.0
WRC,PD1Low_vs_PD1High,0.09231248054777468,0.05381263616557735,0.03849984438219733,0.9998611195593847,1.0
WW,PD1Low_vs_PD1High,-0.005264200310639937,-0.021877703766248657,0.01661350345560872,0.018516747934852196,0.20452096075767978
eIF4E,PD1Low_vs_PD1High,0.010027662517289074,0.1148762870754572,-0.10484862455816812,1.0,1.0
