motif,contrast,EM_coef,CM_coef,logFC,se,zscore,pvalue,Naive_coef,Low_coef,High_coef,qvalue
14-3-3,EM_vs_CM,-4.2263097892122845,-3.5196016774368966,-0.706708111775388,0.49709171150008175,-1.4216855671214943,0.15511755185940404,,,,0.5305917610888594
BIR,EM_vs_CM,1.2449470477423703,0.8762541215306694,0.3686929262117009,0.36217204730319136,1.01800492047099,0.3086756177201714,,,,0.5305917610888594
CYCLIN,EM_vs_CM,-1.9584684094565146,-1.3966943226848292,-0.5617740867716854,0.3261234203561764,-1.7225812428869494,0.08496427939458918,,,,0.5305917610888594
FHA,EM_vs_CM,-7.869209441436797,-7.49123040264641,-0.37797903879038675,0.8158839858170728,-0.4632754722006916,0.6431669246670251,,,,0.6833648574587141
LIR,EM_vs_CM,-2.8801842526003827,-2.467826254320384,-0.41235799827999875,0.44175861866347715,-0.9334464136264533,0.3505895257521483,,,,0.5305917610888594
MAPK,EM_vs_CM,-2.5530856728027076,-1.9339348267286591,-0.6191508460740485,0.46174063787707115,-1.3409061176003412,0.17995093574770427,,,,0.5305917610888594
PDZ,EM_vs_CM,7.304458150522318,6.5898532049143,0.7146049456080172,0.8473033823674866,0.8433873397404705,0.39901185013644025,,,,0.5305917610888594
PP2A,EM_vs_CM,5.364932865038235,4.244697469309617,1.120235395728618,0.7798396546029098,1.4364945269409721,0.15086167260503347,,,,0.5305917610888594
PP4,EM_vs_CM,-1.5022891980210904,-1.0086363609692781,-0.4936528370518123,0.42598890860171795,-1.1588396483659562,0.24652155287179978,,,,0.5305917610888594
SH2,EM_vs_CM,2.8501537467455647,2.701671471711818,0.14848227503374645,0.3011447095889221,0.49305955012934594,0.6219705109020754,,,,0.6833648574587141
SH3,EM_vs_CM,2.2986621904296975,1.7987533497629844,0.49990884066671315,0.49818223491132846,1.0034658115733333,0.31563616449822074,,,,0.5305917610888594
SUMO,EM_vs_CM,1.396225385823756,1.94207171304215,-0.545846327218394,0.4003754966596008,-1.3633359977633008,0.17277664191071695,,,,0.5305917610888594
