motif,contrast,log_effect,se_log_effect,z,logFC,pvalue,qvalue,neglog10_q
SH3,EM_vs_CM,-0.2360739104155561,0.058240861045663714,-4.053406941055739,-0.3405826598397882,5.047708454851635e-05,0.0012114500291643925,2.9166944952745113
WW,EM_vs_CM,0.2594373193482242,0.08157752400527508,3.18025488652301,0.3742889340452094,0.0014714556381796987,0.017657467658156387,1.7530715805403136
APCC,EM_vs_CM,-0.13018575017505676,0.04532540981954847,-2.8722465101442665,-0.1878183361719639,0.00407564908500948,0.03260519268007584,1.4867132289898306
MYND,EM_vs_CM,-0.2221133683889397,0.09035204667066181,-2.4583103158532222,-0.3204418550898668,0.013959249668936396,0.08375549801361837,1.0769866746958494
LYPXL,EM_vs_CM,0.12353871289879645,0.06988916050207893,1.7676376710108237,0.17822868845689907,0.07712149606420746,0.3701831811081958,0.43158331685764906
USP7,EM_vs_CM,0.1036614755988538,0.06289552033522737,1.6481535576198054,0.14955189677769867,0.0993211643021577,0.3972846572086308,0.4008982066997145
BIR,EM_vs_CM,-0.04527293980300824,0.03337055875934419,-1.356673112053637,-0.06531504574026456,0.17488509955238885,0.5878210270316754,0.23075488277430148
WD40,EM_vs_CM,-0.021645524845943814,0.016737897968844097,-1.293204492358286,-0.031227891352681985,0.1959403423438918,0.5878210270316754,0.23075488277430148
TYR,EM_vs_CM,0.05268430145595562,0.04996313840467382,1.054463413191579,0.07600738044320637,0.2916708027912176,0.777788807443247,0.10913831073935687
PP4,EM_vs_CM,-0.07711167893972162,0.0882102761131208,-0.87418022409128,-0.11124863680095831,0.3820201139364122,0.8944471828143715,0.04844529946721358
SH2,EM_vs_CM,-0.05539303311500654,0.06722676607305184,-0.8239728957780568,-0.07991525417481807,0.4099549587899203,0.8944471828143715,0.04844529946721358
SUMO,EM_vs_CM,0.020910540254307886,0.035861808882542374,0.5830866012028522,0.03016753272719903,0.5598350031087297,0.9838302454475407,0.007079830252943574
Clathr,EM_vs_CM,-0.06280051566651501,0.11438337245328495,-0.5490353564471377,-0.09060199251735086,0.5829811861796649,0.9838302454475407,0.007079830252943574
PDZ,EM_vs_CM,-0.050597109718339195,0.10250196561273137,-0.4936208726913889,-0.07299619927396274,0.6215739569619405,0.9838302454475407,0.007079830252943574
PP1,EM_vs_CM,-0.04539413443221285,0.11117277178168035,-0.4083206139841261,-0.06548989263080042,0.6830383071758745,0.9838302454475407,0.007079830252943574
CYCLIN,EM_vs_CM,0.026264440019986984,0.06659350832514664,0.3943994043946347,0.03789157736856085,0.6932861834526785,0.9838302454475407,0.007079830252943574
MAPK,EM_vs_CM,0.017339087913221862,0.0503602262256561,0.34430123160146636,0.025015016145942946,0.7306197581659986,0.9838302454475407,0.007079830252943574
