ELM,effect,se,zscore,pvalue,contrast,pip,ci_excludes_zero,significant_pip,qvalue
14-3-3,-0.006123579152991687,4859612009538.329,-1.260096308300431e-15,0.999999999999999,EM_vs_CM,0.4978070292055542,False,False,1.0
Actin,0.06306517341124866,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
Arc,0.17180734378510681,63534.60518225774,2.7041537960652126e-06,0.999997842397436,EM_vs_CM,0.4978070292026289,False,False,1.0
BIR,-0.1360140800406738,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
BRCT,-0.07615426398059938,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
CYCLIN,0.07471419341683819,304192472416603.8,2.4561486621705123e-16,0.9999999999999998,EM_vs_CM,0.4978070292055542,False,False,1.0
Clathr,-0.1043160530388311,1918380577.7164981,-5.437714197617732e-11,0.9999999999566134,EM_vs_CM,0.4978070292055542,False,False,1.0
FHA,-0.03512730047459075,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
IRF7,-0.006123579152991687,5227006547421.084,-1.1715269719746106e-15,0.9999999999999991,EM_vs_CM,0.4978070292055542,False,False,1.0
LIR,-0.16203016286130184,31227.781451375744,-5.18865431134121e-06,0.9999958600528337,EM_vs_CM,0.49780702919344516,False,False,1.0
MAPK,0.13457400947691303,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
MSH2,-0.09819247388583939,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
PDZ,-0.3600630915925429,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
PP1,-0.12989050088768225,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
PP2B,-0.06239761841170158,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
PP4,0.08083777256982988,49038.76391707114,1.648446374107913e-06,0.9999986847300888,EM_vs_CM,0.49780702920064396,False,False,1.0
Pex14,-0.3917611185943859,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
REV1ctd,0.05373623690708296,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
SH2,0.21646867778899218,16613.747431714524,1.3029491310056156e-05,0.9999896039700489,EM_vs_CM,0.4978070291627726,False,False,1.0
SH3,-0.06239761841170158,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
SUMO,-0.050579816131747696,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
TRFH,-0.26187061770670333,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
UBA3,0.07471419341683819,304176718717921.1,2.45627586922997e-16,0.9999999999999998,EM_vs_CM,0.4978070292055542,False,False,1.0
USP7,0.004251740071206867,0.0,0.0,1.0,EM_vs_CM,,True,False,1.0
