motif,Naive,CM,EM,PD1_Low
WD40,,0.5826242701071281,0.4304255186835194,0.4278252639237509
14-3-3,0.5002863644072639,,,
IRF7,0.5002863644072639,0.5002863644072639,0.5002863644072639,0.5002863644072639
UBA3,0.500286364406652,0.5002863644072639,0.5002863644072639,0.5002863644072639
SH3,,0.5002863644072639,0.5002863644072639,0.5002863644072639
Actin,0.5002863644072639,0.5002863644072639,0.5002863644072639,0.5002863644072639
PP2B,,0.5002863644072639,0.5002863644072639,0.5002863644072639
FHA,,0.5002863644072639,0.5002863644072639,0.5002863644072639
Clathr,,0.5002863644072639,,0.5002863644072639
CYCLIN,0.5002863644063759,0.5002863644072639,0.5002863644072639,0.5002863644072639
Pex14,0.5002863644069243,,,
TRFH,0.500286364406896,0.5002863644050846,,0.500286364403626
Arc,0.5002863644067784,,0.5002863644011412,0.5002863643977994
MAPK,,0.50028636440647,0.5002863644067176,
REV1ctd,0.5002863644063724,0.5002863644058755,0.5002863644062208,
MSH2,,0.5002863644053326,,
BIR,0.5002863644035024,,0.500286364404667,0.500286364404667
WW,0.5002863644046204,0.5002863643964546,,0.500286364396775
SUMO,0.500286364401902,0.5002863644045912,,0.5002863644031825
PP4,,0.5002863644019855,0.5002863644043871,0.5002863644042117
USP7,0.500286364402824,,0.5002863643909913,0.5002863643908105
PDZ,0.5002863643971078,0.5002863644020731,,0.5002863644020731
LIR,,0.500286364400682,0.5002863643083784,0.5002863643083784
SH2,,0.5002863643772868,,0.5002863643857837
