motif,Naive,CM,EM,PD1_Low
WD40,-0.2391803403810706,0.45323178853574964,-0.15990323797623274,-0.07989391547012993
Pex14,-0.19780314866595447,0.3942187585600456,0.0024576399656597303,-0.03445149095968091
PDZ,-0.10903363189324734,0.30019521887274736,-0.059867872719795504,0.016308327324823485
PP1,-0.04526995382289555,0.21923440553730178,0.08934390464961953,0.0022123092505760326
Arc,0.11461545857373974,-0.20057362448521432,-0.028766280700107505,-0.03412392646912523
LIR,-0.044827130614040735,0.19759498492310046,0.03556482206179862,0.07598590311149182
SH2,0.029273831673044613,-0.19752697509954187,0.018941702689450293,-0.0320740361893656
UBA3,0.0264475929654717,-0.17650609293459574,-0.10179189951775755,-0.0912892157825567
CYCLIN,0.0264475929654717,-0.17650609293459574,-0.10179189951775755,-0.0912892157825567
Actin,-0.04459244886832976,-0.15440300016493913,-0.09133782675369048,-0.17619252538808616
TRFH,-0.1525331948430589,0.1749843530227434,-0.08688626468395992,-0.03666380021025705
MAPK,0.1600240285193615,-0.13120080557919533,0.003373203897717718,-0.10627448236069686
PP2B,-0.1551265120319011,0.09558416859912683,0.03318655018742524,0.1238313880627309
SH3,-0.1551265120319011,0.09558416859912683,0.03318655018742524,0.1238313880627309
BRCT,0.0403522255025773,0.15330604340856577,0.07715177942796639,-0.009528396703762898
USP7,0.046702542354314903,0.13035810269167936,0.13460984276288623,-0.046285893586964076
MSH2,0.043499562949811575,0.12521086585000385,0.02701839196416447,0.052972127535080606
FHA,-0.001092885918518147,-0.029192134314935295,-0.06431943478952604,-0.12322039785300559
14-3-3,-0.047954256228417,-0.11123364948413642,-0.11735722863712811,0.0032445606238012677
IRF7,-0.047954256228417,-0.11123364948413642,-0.11735722863712811,0.0032445606238012677
BIR,-0.0932242100513125,0.10800075605316509,-0.02801332398750872,0.00545686987437725
SUMO,0.08116748604686733,-0.05195114576286874,-0.10253096189461644,0.04447598220454286
PP4,0.07440184919388868,-0.06527244345045918,0.01556532911937071,-0.09453377640635785
Clathr,-0.004454693278605477,0.013977216365867268,-0.09033883667296383,0.05621668815888181
REV1ctd,0.08562217932547282,-0.06592836212873598,-0.01219212522165303,-0.011740705954338966
WW,-0.03302021978185877,-0.06120590844253928,-0.07909279129892444,-0.0532308209773483
