ELM_mw,n_with,n_without,u_stat,pvalue,cliff_delta,n_pairs,mean_with,mean_without,median_with,median_without,phenotype,qvalue,sig_stars,ELM_dm,Phenotype,Effect,SE,Pvalue,FDR,log2FC,ELM_raw
deltaCOP1,14,979,239202.0,0.6315921289977462,-0.030424631548227055,493416,-4.372923659656693,-0.8520488295866262,-4.042028645387904,-4.593803795006556,Naive_Low,0.7834940334402422,,deltaCOP1,Naive_Low,0.0,0.0,,,0.0,deltaCOP1
eIF4E,14,979,289169.0,0.006676183422707788,0.17211034907664122,493416,4.660013930048777,-0.9812226051288901,-2.9820865534202134,-4.593803795006556,Naive_Low,0.045646463401769526,*,eIF4E,Naive_Low,0.0,0.0,,,0.0,eIF4E
14-3-3,393,600,4313388.0,0.2879840614890966,0.016253887475261523,8488800,-0.8487651005931578,-2.3412407982884464,-5.006057998889456,-5.252976614962048,CM_High,0.5024735345904315,,ELM_14_3_3,CM_High,-0.0439746202849189,0.0263125617862223,0.0946741733525218,0.9998849800444912,-0.0634419666100277,14-3-3
ANK,16,977,291118.0,0.5600715828400342,0.0346227112475833,562752,-4.586315723625234,-1.7041229395375386,-3.361849435924527,-5.165494666305536,CM_High,0.7372341347600978,,ANK,CM_High,0.0037727798749477,0.1158546875063945,0.9740216738671618,0.9998849800444912,0.0054429708159528,ANK
APCC,38,955,661575.0,0.7429083416577494,0.012790484063562046,1306440,-2.401669040172802,-1.724655225109542,-4.551329220202422,-5.1439614560059335,CM_High,0.8599017812888912,,APCC,CM_High,-0.003842960595472,0.0719825608057103,0.9574232572041524,0.9998849800444912,-0.0055442201934191,APCC
Actin,26,967,454644.0,0.9215635366592485,0.00461379365205632,905112,-4.3712855674484405,-1.680099005948831,-4.475768587714258,-5.11685656531157,CM_High,0.9506655430800668,,Actin,CM_High,0.0066609652352279,0.0866916664055724,0.9387547056802998,0.9998849800444912,0.0096097415123971,Actin
Arc,147,846,2350819.0,0.017230056524459827,0.050168504491368386,4477032,-1.1203369810815962,-1.860070481426932,-4.205442431985475,-5.358166925819393,CM_High,0.08170381642243854,,Arc,CM_High,0.0150839739835164,0.0402890456829895,0.7081112613447967,0.9998849800444912,0.0217615744629173,Arc
BIR,163,830,2348957.5,0.07942374905992496,-0.03542287760448748,4870440,-2.442346846133051,-1.6147067802246888,-5.730086903733476,-5.019100845310391,CM_High,0.21822974040764428,,BIR,CM_High,-0.0008223541158253,0.0338061437254472,0.9805929078101664,0.9998849800444912,-0.0011864062047559,BIR
BRCT,103,890,1660458.0,0.7972998555938311,0.0063015890331260685,3300120,-0.41527610059309183,-1.9050963203877425,-4.658331419788922,-5.172151910868682,CM_High,0.8720680134303134,,BRCT,CM_High,-0.0105592333268732,0.0474047653805422,0.823733009685385,0.9998849800444912,-0.0152337535562695,BRCT
CDC14,12,981,204562.0,0.6131932401650515,-0.03461131876014649,423792,-7.643453965553369,-1.678478813373638,-4.082985374453148,-5.126884212398724,CM_High,0.7781525411853807,,CDC14,CM_High,-8.250021841747675e-05,0.1497625569127417,0.9995604665908098,0.9998849800444912,-0.0001190226559831,CDC14
CKS1,45,948,708988.5,0.0329649001359852,-0.07669362400375059,1535760,-5.462704867092587,-1.574353844395583,-6.326986148871945,-5.051543951681143,CM_High,0.12752211368394276,,CKS1,CM_High,0.0073392809783046,0.0705985558254152,0.917202720514751,0.9998849800444912,0.0105883442710908,CKS1
CSL,10,983,170886.0,0.6479233860506168,-0.03421498813157002,353880,-5.30986437442858,-1.7143545470619463,-4.136058057676339,-5.1130234701578114,CM_High,0.7915657642086564,,CSL,CM_High,-0.0034095253537974,0.1440910537092177,0.9811219799603896,0.9998849800444912,-0.0049189053197088,CSL
CYCLIN,139,854,2234303.5,0.034126371544927,0.0456756374759677,4273416,-1.2970947748431887,-1.8243711824390816,-4.30555378639396,-5.28011350686166,CM_High,0.12863016966934024,,CYCLIN,CM_High,0.0151454078711443,0.0396776165318448,0.7026752690932075,0.9998849800444912,0.0218502048279406,CYCLIN
Clathr,14,979,241795.0,0.7536471815066386,-0.019914230588387892,493416,-2.60342590465081,-1.7383669058642164,-5.633577040753673,-5.097389507255738,CM_High,0.8621489158091508,,Clathr,CM_High,0.0056738083719766,0.1187855238815059,0.9619034110697656,0.9998849800444912,0.008185575201205,Clathr
DLG,13,980,195405.0,0.024623394796855002,-0.1478937728937729,458640,-5.99943202564019,-1.6942005583396498,-7.501949883484902,-5.064796599322525,CM_High,0.10341825814679101,,DLG,CM_High,-0.0082417894919039,0.1098796072156187,0.9402087818331628,0.9998849800444912,-0.0118903888280205,DLG
EVH1,12,981,202994.0,0.5394746419943872,-0.042011175293540225,423792,-3.855917671773373,-1.7248095325636073,-5.518559334736055,-5.1011631098855865,CM_High,0.7242262317184924,,EVH1,CM_High,-0.0121038237001966,0.1260356481906575,0.923492836627116,0.9998849800444912,-0.0174621264280679,EVH1
FHA,402,591,4295899.0,0.7656849488937681,0.004541823688476213,8552952,-2.217447670181945,-1.4329868021878804,-4.960591205887823,-5.271037399810888,CM_High,0.8644105565385074,,FHA,CM_High,-0.0371569993809582,0.0266008026576423,0.1624624347806452,0.9998849800444912,-0.0536062187412226,FHA
GBD,11,982,153843.0,0.0034879809118403215,-0.20877306671604023,388872,-9.253393805629365,-1.6665191768271446,-7.90086721838723,-5.061778419771713,CM_High,0.029299039659458702,*,GBD,CM_High,-0.0021424497645243,0.1321294704773766,0.9870630474839016,0.9998849800444912,-0.0030909016506329,GBD
IRF7,17,976,292079.0,0.7025691463380408,-0.02202199185685203,597312,-4.657805387887015,-1.6999246638443648,-6.389566480570673,-5.084704866587245,CM_High,0.8341216202594965,,IRF7,CM_High,-0.0003851838458395,0.1000271102993359,0.9969275181178784,0.9998849800444912,-0.0005557028242233,IRF7
Integrin,11,982,211779.0,0.21203346562221093,0.08919644510275875,388872,-0.07914310953199409,-1.7692857324860765,-3.093723489814883,-5.11685656531157,CM_High,0.399601531364936,,Integrin,CM_High,-0.0020121163015308,0.126791915928895,0.9873385528008348,0.9998849800444912,-0.0029028702099103,Integrin
LIR,412,581,4312295.0,0.956130913983199,0.0008352875208647814,8617392,-1.9421003623455662,-1.614739783510853,-4.963602553666406,-5.215029971934484,CM_High,0.9664980980793746,,LIR,CM_High,-0.0163441455716207,0.0299378428153078,0.5851099445185897,0.9998849800444912,-0.0235796177637445,LIR
LYPXL,12,981,188366.0,0.10481182332859873,-0.11104504096349152,423792,-6.958742400855005,-1.6868544900060336,-5.569977221240756,-5.1011631098855865,CM_High,0.25257931195580346,,LYPXL,CM_High,-0.0016233870479853,0.1162453615086807,0.9888577630615568,0.9998849800444912,-0.0023420524435717,LYPXL
MAPK,271,722,3540245.0,0.7566344070375156,0.005204269494218488,7043832,-1.8456327351835051,-1.7148790751682124,-4.962853547523725,-5.175782993719471,CM_High,0.8622113010427503,,MAPK,CM_High,-0.0253351894375009,0.0304934819370716,0.4060643021907693,0.9998849800444912,-0.036550952161465,MAPK
MSH2,28,965,443138.0,0.049232578683188435,-0.08886832798749897,972720,-5.050666517595838,-1.6548088093404099,-6.115874103194636,-5.0595279190541,CM_High,0.15905910036107032,,MSH2,CM_High,-0.0043165091502186,0.0835919321976493,0.9588172453752366,0.9998849800444912,-0.0062274063449723,MSH2
MYND,25,968,418101.0,0.4001853913892668,-0.04017217630853995,871200,-5.102181542178411,-1.6640027117269822,-4.945277717827107,-5.111482409658901,CM_High,0.6096088345515256,,MYND,CM_High,-0.0010664685194541,0.0941064465864119,0.990958105592778,0.9998849800444912,-0.0015385888442806,MYND
NRBOX,26,967,388862.0,0.00266164951509524,-0.14074280310061074,905112,-5.156448933390612,-1.6589880984881318,-8.228911063170953,-5.01707554018461,CM_High,0.02301543992464708,*,NRBOX,CM_High,-0.0032436664546945,0.0805325396045956,0.9678717224276469,0.9998849800444912,-0.0046796215084857,NRBOX
NRP,32,961,560998.0,0.7503099102041584,0.013480604694184299,1107072,-3.0917622536105682,-1.7059029879195016,-3.3117338939782215,-5.126884212398724,CM_High,0.8616840375000882,,NRP,CM_High,-0.0092431529921627,0.0707150284388025,0.8960048150565432,0.9998849800444912,-0.0133350509839712,NRP
PCNA,35,958,594225.0,0.7036127953209359,-0.015433939755442888,1207080,-2.8824853886105553,-1.7092089508400934,-5.663809126132539,-5.078843985993707,CM_High,0.8341216202594965,,PCNA,CM_High,0.0074967074170358,0.0686279349339041,0.9130145408474706,0.9998849800444912,0.0108154626135531,PCNA
PDZ,207,786,2722376.0,0.0001310586839308029,-0.07042869103569034,5857272,-4.006406226050173,-1.1564670161753094,-6.182384851814347,-4.893440523180403,CM_High,0.002963942544281235,**,PDZ,CM_High,-0.0513933654936181,0.0325259450661878,0.1140901645576307,0.9998849800444912,-0.0741449535322368,PDZ
PP1,77,916,1290183.0,0.5617021979124555,0.016231403240136864,2539152,-2.3606193761619862,-1.6992810824691116,-4.806009574480823,-5.1384871273418025,CM_High,0.7372341347600978,,PP1,CM_High,-0.0079109351186047,0.0481123705098673,0.8693956255256706,0.9998849800444912,-0.0114130668644053,PP1
PP2A,56,937,1023334.5,0.010050284822980319,0.08347150226152361,1888992,-0.4382872800023874,-1.8289915430374017,-3.652023157437892,-5.311531041436777,CM_High,0.060301708937881913,,PP2A,CM_High,-0.007680438633804,0.0645872922878522,0.9053421976810304,0.9998849800444912,-0.0110805307288411,PP2A
PP2B,32,961,549117.0,0.8505257051168528,-0.007983220603537981,1107072,-4.388357304538821,-1.6627281267023275,-4.458091200557744,-5.11685656531157,CM_High,0.915592546168298,,PP2B,CM_High,-0.0052442597702924,0.0843923836138308,0.9504502386032444,0.9998849800444912,-0.0075658675637343,PP2B
PP4,66,927,1095160.5,0.8533073389459648,-0.005553103854074728,2202552,-2.036957580615473,-1.7301725600707205,-4.986410382142289,-5.113870788783727,CM_High,0.915592546168298,,PP4,CM_High,-0.0021584293513316,0.0568289163055836,0.9697026866560468,0.9998849800444912,-0.0031139553212753,PP4
PTB,46,947,798764.0,0.5996647174816652,0.01868090945727418,1568232,-1.9702237180992532,-1.7398932127493278,-4.686098763250705,-5.1531301719355955,CM_High,0.7732518725421472,,PTB,CM_High,-0.0013912861790153,0.0643366121409909,0.9827470050106492,0.9998849800444912,-0.0020072016709227,PTB
Pex14,131,862,2010533.5,0.6234050271083968,-0.010854345870994531,4065192,-2.427940484789986,-1.647620603246741,-5.745229263341548,-5.029758486237724,CM_High,0.7801733651118551,,Pex14,CM_High,-0.024529942053755,0.0400501343798874,0.5402196360518222,0.9998849800444912,-0.0353892257542459,Pex14
REV1ctd,29,964,532028.0,0.19734784941037964,0.05727253938729114,1006416,0.46759149044214415,-1.8172918223329888,-5.13759281568373,-5.107149297347338,CM_High,0.3947472205267471,,REV1ctd,CM_High,-0.0008603683276044,0.0743272593907227,0.9907643671917234,0.9998849800444912,-0.0012412491195728,REV1ctd
SH2,452,541,4378183.0,0.7234865512332108,-0.005314687284736195,8803152,-2.3259451578773023,-1.269837249807095,-4.969981059863727,-5.271037399810888,CM_High,0.8440676431054126,,SH2,CM_High,-0.0350828030672887,0.0284391149586276,0.217347918001837,0.9998849800444912,-0.0506137860056615,SH2
SH3,231,762,3204690.0,0.5176379449187397,0.011455007517999645,6336792,-2.5121034191668317,-1.5197024588958545,-4.573347098940361,-5.4917476823420515,CM_High,0.7078397944470208,,SH3,CM_High,-0.0318865813324259,0.033676773027158,0.3437193235406715,0.9998849800444912,-0.0460026127591934,SH3
SUMO,105,888,1692795.5,0.7229312477483965,0.008624994041660708,3356640,-1.8633940478664044,-1.7372216086488812,-4.951052038907891,-5.1463597984735925,CM_High,0.8440676431054126,,SUMO,CM_High,0.0114593927419015,0.0433370060456621,0.7914523622151668,0.9998849800444912,0.0165324090803403,SUMO
TRAF2like,45,948,829508.0,0.025641257968209874,0.0802573318747721,1535760,-0.5963684059942531,-1.8053508283084787,-3.4221388214635993,-5.266495729875015,CM_High,0.10617647665709441,,TRAF2like,CM_High,-0.0051999498797952,0.0698864632850196,0.9406875887064904,0.9998849800444912,-0.0075019419044517,TRAF2like
TRAF4,32,961,598172.0,0.05695047103261062,0.08063793502138976,1107072,-1.0242867741619959,-1.7747471245920865,-3.1527427239490304,-5.208671479605789,CM_High,0.17458670302701051,,TRAF4,CM_High,0.0023843795928792,0.0736345444617952,0.9741680041486712,0.9998849800444912,0.0034399326142437,TRAF4
TRAF6,30,963,490147.5,0.18869569019281252,-0.05744490596515519,1040040,-5.538486552180925,-1.6325592595438745,-5.676664566272339,-5.081184761867439,CM_High,0.39221620385498646,,TRAF6,CM_High,-0.0140446694980431,0.0842548454085865,0.8676118326484566,0.9998849800444912,-0.0202621750357513,TRAF6
TRFH,11,982,166753.0,0.04636272033693808,-0.14237589746754717,388872,-7.640527811356693,-1.6845859038505657,-6.75845982063439,-5.071949611969657,CM_High,0.15315325594449208,,TRFH,CM_High,-0.0068700474397898,0.1415660367437003,0.9612947135637115,0.9998849800444912,-0.0099113833720567,TRFH
TYR,88,905,1390346.0,0.25253811583190433,-0.030117473073274177,2867040,-4.527282155898764,-1.480561694792362,-4.776220767919128,-5.1463597984735925,CM_High,0.45272076862548705,,TYR,CM_High,0.0043406246362359,0.0544027890860593,0.93640682023665,0.9998849800444912,0.006262197637058,TYR
UBA3,92,901,1421176.5,0.06558419055376186,-0.04750458427833808,2984112,-3.0004197538748447,-1.6229417826300705,-6.216324531720613,-5.0595279190541,CM_High,0.18753638773298636,,UBA3,CM_High,-0.0052176891455152,0.0434976636842922,0.904520126578254,0.9998849800444912,-0.007527534255135,UBA3
USP7,449,544,4533863.0,0.03779266335085713,0.031218384718401094,8793216,-1.4928804662171662,-1.9632460187034406,-4.644284599426339,-5.791130877456061,CM_High,0.13717337068088883,,USP7,CM_High,-0.0240552399269234,0.0256145596884503,0.3476672402264263,0.9998849800444912,-0.0347043753499666,USP7
WD40,534,459,4343099.5,0.29858321747297867,-0.015596086772434965,8823816,-2.78170301829987,-0.5509362782876877,-5.061778419771713,-5.253351246506114,CM_High,0.510368988006138,,WD40,CM_High,-0.0535706087230623,0.0264965199969965,0.0431972339021933,0.9998849800444912,-0.0772860515421651,WD40
WRC,44,949,734511.0,0.5314793215467131,-0.022747229939010762,1503216,-3.260431895702326,-1.680558651312199,-5.644510074588322,-5.073693472463055,CM_High,0.716765690526301,,WRC,CM_High,-0.0141417629120779,0.0664804132921957,0.8315447864419931,0.9998849800444912,-0.0204022512226823,WRC
WW,254,739,3545455.5,0.0039952596036871655,0.04935244478066764,6757416,-1.8561709981524976,-1.7142648578828747,-4.2019453030357825,-5.81920168486463,CM_High,0.03174611685091964,*,WW,CM_High,-0.0038691718999525,0.0349107047415687,0.9117507352555324,0.9998849800444912,-0.0055820351124085,WW
deltaCOP1,14,979,284767.0,0.01504232629416931,0.15426739303143797,493416,2.0220483051300344,-1.8045126044719095,-2.24870911781285,-5.160212754734264,CM_High,0.07495667678789454,,deltaCOP1,CM_High,0.0086738280111395,0.1203264183838618,0.9425336143438088,0.9998849800444912,0.0125136886571947,deltaCOP1
eIF4E,14,979,258630.0,0.4462974304914591,0.048324334841188775,493416,-0.1527742889925354,-1.7734119749338952,-6.141664527815511,-5.090849091581209,CM_High,0.6431933557082793,,eIF4E,CM_High,-0.0086840504747167,0.1051107843548936,0.9341552300787426,0.9998849800444912,-0.0125284365547032,eIF4E
14-3-3,393,600,4135017.0,0.09204193705764854,-0.025771133729148996,8488800,-1.400105058193462,-0.08924578869540804,-4.841299238031968,-4.4530917040772815,CM_Low,0.23226520813404058,,ELM_14_3_3,CM_Low,-0.0525969408572658,0.0275744769984364,0.0564623178222158,0.9998849800444912,-0.0758813457407075,14-3-3
ANK,16,977,267309.0,0.4000924748517004,-0.04999360286591607,562752,-2.649830983564772,-0.5746074363871434,-3.6451335112878294,-4.64748483153394,CM_Low,0.6096088345515256,,ANK,CM_Low,-0.0053828416427281,0.1188507056523733,0.9638755331725696,0.9998849800444912,-0.0077657989438544,ANK
APCC,38,955,643006.0,0.6884273184800733,-0.015636385903677167,1306440,-2.9623597042660053,-0.5143655417017458,-4.873803074170755,-4.589429966366245,CM_Low,0.826112782176088,,APCC,CM_Low,-0.0004591393946908,0.0755946872216616,0.9951539189407922,0.9998849800444912,-0.0006623981277972,APCC
Actin,26,967,442897.0,0.6486936854383242,-0.02134321498333908,905112,-0.9110444188465021,-0.5998982483942775,-4.3491455423203735,-4.612388070431667,CM_Low,0.7915657642086564,,Actin,CM_Low,0.0010491419934509,0.090439315875942,0.9907443414840144,0.9998849800444912,0.00151359195114,Actin
Arc,147,846,2299631.5,0.1949223898992326,0.027301792794869457,4477032,-0.06315510836452685,-0.7027245391934871,-3.7934331542569137,-4.821078384607903,CM_Low,0.3947472205267471,,Arc,CM_Low,-0.0268744165813434,0.0420867153273163,0.5231165751381234,0.9998849800444912,-0.0387715875286883,Arc
BIR,163,830,2494105.5,0.23116651940925292,0.024180772168428316,4870440,1.4235517615435442,-1.0070213231552687,-4.140737830698341,-4.672952533392385,CM_Low,0.4274399792850337,,BIR,CM_Low,0.0253924582390389,0.0358445328821354,0.4786935818301222,0.9998849800444912,0.0366335735774416,BIR
BRCT,103,890,1630345.0,0.6262616128108769,-0.011948050373925797,3300120,0.10592851712896748,-0.6906734812938867,-4.3456406192185515,-4.655346300312894,CM_Low,0.7801733651118551,,BRCT,CM_Low,-0.0119126010491373,0.0496254368163782,0.8102912617688947,0.9998849800444912,-0.0171862504576791,BRCT
CDC14,12,981,210663.5,0.9323205958321029,-0.005816532638652924,423792,7.218170077269046,-0.7037785953256923,-3.4140547072191176,-4.621427872150669,CM_Low,0.9525050520191274,,CDC14,CM_Low,0.0045304926619371,0.1652860762464382,0.9781327160686654,0.9998849800444912,0.0065361192961606,CDC14
CKS1,45,948,772096.5,0.8786615275660182,0.005491092358180966,1535760,2.299674451715251,-0.7460697377789679,-4.34304200545056,-4.618700114377965,CM_Low,0.9297038077393421,,CKS1,CM_Low,-0.0010212009327244,0.0757710513594108,0.9892468722977552,0.9998849800444912,-0.0014732815213926,CKS1
CSL,10,983,182927.0,0.6515609351649485,0.03383632869899401,353880,1.0362466509162072,-0.6247723576769457,-3.5803991917298505,-4.612388070431667,CM_Low,0.7915657642086564,,CSL,CM_Low,0.0062320790182004,0.1647760012167867,0.96982998523517,0.9998849800444912,0.008990989493986,CSL
CYCLIN,139,854,2240762.0,0.02389736328853785,0.04869827791162854,4273416,1.7145305018546722,-0.9860755279216333,-3.833532566281315,-4.782779395278277,CM_Low,0.10294694136114764,,CYCLIN,CM_Low,0.0280470222888708,0.0419736762575957,0.5040027146769483,0.9998849800444912,0.0404632999678562,CYCLIN
Clathr,14,979,261048.0,0.35962723460258705,0.05812539520404689,493416,-1.2925351232043998,-0.5982566592057342,-4.187846090104012,-4.612388070431667,CM_Low,0.5846848397405312,,Clathr,CM_Low,0.0038246420661971,0.1257284932266321,0.9757322131453802,0.9998849800444912,0.0055177921420779,Clathr
DLG,13,980,201521.0,0.0654753345558685,-0.12122361765218909,458640,-3.468631120564066,-0.5700985270611659,-6.0899306216436395,-4.562826867996977,CM_Low,0.18753638773298636,,DLG,CM_Low,-0.0050653084956206,0.1141988511036007,0.964621302304102,0.9998849800444912,-0.0073076954472046,DLG
EVH1,12,981,235523.0,0.10338778422458776,0.1115028127005701,423792,2.959585013779995,-0.6516858116744499,-2.8449796144558235,-4.650732248407625,CM_Low,0.25120668233081656,,EVH1,CM_Low,0.0017570997297244,0.1401544033486903,0.989997274518136,0.9998849800444912,0.0025349590664207,EVH1
FHA,402,591,4269577.5,0.9157055730458203,-0.001613127257115438,8552952,-1.2764483017532529,-0.15339516714461546,-4.555594532142408,-4.674284137006311,CM_Low,0.947948727026307,,FHA,CM_Low,-0.0486736569872741,0.0279780727320821,0.0819104292821136,0.9998849800444912,-0.0702212435574707,FHA
GBD,11,982,165824.0,0.03950110873274864,-0.14715381925157892,388872,-5.169141579426301,-0.5569533642704543,-5.973999549185164,-4.562826867996977,CM_Low,0.13991958996901324,,GBD,CM_Low,0.0003285966857886,0.1422283234693185,0.9981566119695084,0.9998849800444912,0.0004740648090397,GBD
IRF7,17,976,266477.0,0.0617067879811286,-0.10774603557269903,597312,-3.7953441228070646,-0.55252859733561,-6.850318334242342,-4.561961068416741,CM_Low,0.183250461277291,,IRF7,CM_Low,-0.0085392800940932,0.1011827106318241,0.93274265573198,0.9998849800444912,-0.0123195770445101,IRF7
Integrin,11,982,182102.0,0.37478934408309084,-0.0634347548807834,388872,-5.405714105529734,-0.5543033665238781,-5.430519578108873,-4.599555128871515,CM_Low,0.5959636395468912,,Integrin,CM_Low,-0.0070729447594878,0.1284280109132858,0.9560801270034376,0.9998849800444912,-0.0102041023289947,Integrin
LIR,412,581,4240129.5,0.2945679668873703,-0.015913515365205622,8617392,-0.7848951380133254,-0.48263677147295253,-4.681990266855479,-4.523710913298039,CM_Low,0.5071892323794766,,LIR,CM_Low,-0.0318841938403727,0.0315077427451293,0.311562968896066,0.9998849800444912,-0.0459991683362482,LIR
LYPXL,12,981,203224.0,0.5500047396035815,-0.04092573715407558,423792,-1.9053413485870105,-0.5921760090766883,-4.710616720576454,-4.609947472859421,CM_Low,0.7316805133187918,,LYPXL,CM_Low,0.0041273501791761,0.1274998031591155,0.974175850939788,0.9998849800444912,0.0059545076355095,LYPXL
MAPK,271,722,3705368.5,0.0019231030206081825,0.05208883460025736,7043832,1.0183467010522664,-1.2185051482997782,-3.7989170989313896,-4.944641748840072,CM_Low,0.01879192018740574,*,MAPK,CM_Low,0.0258889848166301,0.0320127740378116,0.4186831551074675,0.9998849800444912,0.0373499100086019,MAPK
MSH2,28,965,435327.0,0.02023447976372479,-0.1049284480631631,972720,-4.122105672443403,-0.5060826966413058,-6.086586616667585,-4.536903333963695,CM_Low,0.09295214141461076,,MSH2,CM_Low,-0.0110796196423002,0.0858258833097412,0.8972831491626518,0.9998849800444912,-0.0159845123128825,MSH2
MYND,25,968,420176.0,0.4583729674771354,-0.035408631772268134,871200,-3.540610782215114,-0.532307325962704,-4.739326970298109,-4.599555128871515,CM_Low,0.6541827788265914,,MYND,CM_Low,-0.0030065201642788,0.098049967863984,0.975538185131328,0.9998849800444912,-0.0043374917313378,MYND
NRBOX,26,967,414804.0,0.07496400469451452,-0.083419510513616,905112,-1.889053183307036,-0.5736022526590409,-6.789927885132187,-4.525007604744969,CM_Low,0.20791903188855912,,NRBOX,CM_Low,0.0010199021890017,0.0856567947941076,0.9904999365875776,0.9998849800444912,0.0014714078302646,NRBOX
NRP,32,961,613650.0,0.010352637245056811,0.10859998265695456,1107072,0.29757198117922873,-0.6382008995681694,-2.3400078812954455,-4.706616759039083,CM_Low,0.06087350700093405,,NRP,CM_Low,0.0037286571663238,0.0755862661168835,0.9606564527293456,0.9998849800444912,0.0053793152030305,NRP
PCNA,35,958,572650.0,0.20706650482253108,-0.05118136328992279,1207080,-2.546032980757274,-0.5372417607106167,-5.399315434485404,-4.576695867125666,CM_Low,0.399601531364936,,PCNA,CM_Low,0.0031616870686506,0.0719137589093708,0.9649323177036696,0.9998849800444912,0.0045613502547851,PCNA
PDZ,207,786,2772356.5,0.0037588249086675254,-0.05336255512805279,5857272,-2.1497410576253166,-0.20202590605449727,-5.276869718105219,-4.345806390936639,CM_Low,0.03069707008745146,*,PDZ,CM_Low,-0.0504969517743413,0.0341978108181867,0.1397792500779701,0.9998849800444912,-0.0728517019048513,PDZ
PP1,77,916,1346540.5,0.0302012715475986,0.060622207729194626,2539152,1.1857124172924223,-0.7588303681427859,-3.765650375441792,-4.739326970298109,CM_Low,0.11838898446658651,,PP1,CM_Low,0.0109270196632411,0.0509225439054127,0.8300938667470665,0.9998849800444912,0.0157643570798542,PP1
PP2A,56,937,1039104.5,0.002008370912349721,0.10016823787501482,1888992,3.091294563223622,-0.8291368800723566,-2.9878965164724764,-4.782779395278277,CM_Low,0.01879192018740574,*,PP2A,CM_Low,-0.0114783230094685,0.0678578301579143,0.865676674661282,0.9998849800444912,-0.016559719683482,PP2A
PP2B,32,961,633886.0,0.0006105538750424338,0.14515767718811423,1107072,5.344929744841728,-0.8062710852468372,-2.648114678118704,-4.722196303555986,CM_Low,0.007804471272281545,**,PP2B,CM_Low,0.0186983717175798,0.0972798880353745,0.8475760669818868,0.9998849800444912,0.0269760481496508,PP2B
PP4,66,927,1130602.5,0.37522178274480467,0.026629564250923474,2202552,-0.4859665770238912,-0.6167367497343027,-3.867328472785811,-4.689114252355732,CM_Low,0.5959636395468912,,PP4,CM_Low,0.0002272542719898,0.0597704604298103,0.9969663570127336,0.9998849800444912,0.0003278586112205,PP4
PTB,46,947,764765.0,0.4880514214921362,-0.024678746511995673,1568232,-0.5835220087656303,-0.60923627104969,-4.649846883406072,-4.6066632130092176,CM_Low,0.6865412340607084,,PTB,CM_Low,-0.0132579188243042,0.0665448181966533,0.8420805446284039,0.9998849800444912,-0.0191271337403322,PTB
Pex14,131,862,2058479.5,0.5645654002845106,0.012734207879972212,4065192,0.12051488206344485,-0.7187659056120496,-4.681990266855479,-4.586660429983084,CM_Low,0.737698789705094,,Pex14,CM_Low,-0.0045550327286723,0.0423085555181866,0.9142636446489312,0.9998849800444912,-0.0065715231287425,Pex14
REV1ctd,29,964,513362.0,0.6496970705691556,0.020178534522503618,1006416,2.758672567445582,-0.7093260016008269,-4.614501454608764,-4.609947472859421,CM_Low,0.7915657642086564,,REV1ctd,CM_Low,-0.0018571283753822,0.0785518440165729,0.9811381126787816,0.9998849800444912,-0.0026792698974581,REV1ctd
SH2,452,541,4312489.5,0.17785369118878258,-0.020239682331964732,8803152,-1.1135304460574982,-0.18571718940718332,-4.621427872150669,-4.589429966366245,CM_Low,0.38331204454863693,,SH2,CM_Low,-0.0280069602772912,0.0298492232622478,0.3481000002327675,0.9998849800444912,-0.0404055027024222,SH2
SH3,231,762,3234107.0,0.2414393797638804,0.020739516146340294,6336792,-0.1996496602950473,-0.731849986298057,-3.8829110631215644,-4.908726971068287,CM_Low,0.43816776327519036,,SH3,CM_Low,-0.0304580636139638,0.0355131955848884,0.3910830907973442,0.9998849800444912,-0.0439416973309462,SH3
SUMO,105,888,1676099.5,0.9566358725887687,-0.0013230492397159064,3356640,-1.9098751957238633,-0.45411246118949283,-4.521086638498426,-4.64748483153394,CM_Low,0.9664980980793746,,SUMO,CM_Low,-0.0132275513519366,0.0453748521141822,0.7706557656427186,0.9998849800444912,-0.019083322738543,SUMO
TRAF2like,45,948,790815.0,0.40626490817238325,0.029867948116893264,1535760,-1.4072131050063577,-0.5701098854029423,-3.5367991932442937,-4.68016910732635,CM_Low,0.612522476936824,,TRAF2like,CM_Low,-0.0078629905685906,0.0738236843642841,0.9151773998540764,0.9998849800444912,-0.0113438974998623,TRAF2like
TRAF4,32,961,578406.0,0.2888368277067447,0.044929327089836976,1107072,-1.0722359042858456,-0.5925881500001337,-3.454923874694759,-4.665090296010206,CM_Low,0.5024735345904315,,TRAF4,CM_Low,-0.0096287402788609,0.075911198924768,0.8990653280349941,0.9998849800444912,-0.0138913358503204,TRAF4
TRAF6,30,963,525284.5,0.8168254117085398,0.010123649090419599,1040040,-1.9758089123245937,-0.5654356113370069,-3.7771033331612016,-4.650732248407625,CM_Low,0.8894321149715212,,TRAF6,CM_Low,-0.0032469157886865,0.0909091585607409,0.9715087749827728,0.9998849800444912,-0.004684309306522,TRAF6
TRFH,11,982,176629.0,0.2000589655050521,-0.09158283445452488,388872,1.7700195081155976,-0.6346832746197018,-6.277961621574205,-4.576695867125666,CM_Low,0.3947472205267471,,TRFH,CM_Low,-7.362348792589951e-05,0.1527930255736158,0.99961553845907,0.9998849800444912,-0.0001062162409236,TRFH
